series_name,date,split,review_count_prior_all,review_count_180d,review_available_prior,review_available_180d,review_appearance_score_prior_mean,review_interior_score_prior_mean,review_space_score_prior_mean,review_power_score_prior_mean,review_control_score_prior_mean,review_comfort_score_prior_mean,review_fuel_consumption_score_prior_mean,review_configuration_score_prior_mean,review_intelligence_score_prior_mean,review_value_score_prior_mean,review_appearance_score_180d_mean,review_interior_score_180d_mean,review_space_score_180d_mean,review_power_score_180d_mean,review_control_score_180d_mean,review_comfort_score_180d_mean,review_fuel_consumption_score_180d_mean,review_configuration_score_180d_mean,review_intelligence_score_180d_mean,review_value_score_180d_mean,review_appearance_positive_180d_rate,review_interior_positive_180d_rate,review_space_positive_180d_rate,review_power_positive_180d_rate,review_control_positive_180d_rate,review_comfort_positive_180d_rate,review_fuel_consumption_positive_180d_rate,review_configuration_positive_180d_rate,review_intelligence_positive_180d_rate,review_value_positive_180d_rate,review_appearance_negative_180d_rate,review_interior_negative_180d_rate,review_space_negative_180d_rate,review_power_negative_180d_rate,review_control_negative_180d_rate,review_comfort_negative_180d_rate,review_fuel_consumption_negative_180d_rate,review_configuration_negative_180d_rate,review_intelligence_negative_180d_rate,review_value_negative_180d_rate,review_appearance_uniform_mention_180d_count,review_interior_uniform_mention_180d_count,review_space_uniform_mention_180d_count,review_power_uniform_mention_180d_count,review_control_uniform_mention_180d_count,review_comfort_uniform_mention_180d_count,review_fuel_consumption_uniform_mention_180d_count,review_configuration_uniform_mention_180d_count,review_intelligence_uniform_mention_180d_count,review_value_uniform_mention_180d_count,review_appearance_uniform_mention_180d_rate,review_interior_uniform_mention_180d_rate,review_space_uniform_mention_180d_rate,review_power_uniform_mention_180d_rate,review_control_uniform_mention_180d_rate,review_comfort_uniform_mention_180d_rate,review_fuel_consumption_uniform_mention_180d_rate,review_configuration_uniform_mention_180d_rate,review_intelligence_uniform_mention_180d_rate,review_value_uniform_mention_180d_rate,review_overall_aspect_score_180d_mean,review_any_positive_180d_rate,review_any_negative_180d_rate,feature_protocol,information_cutoff_exclusive
蔚来ET7,2024-03-01,train,76,5,1,1,0.631578947368421,0.3815789473684211,0.17105263157894737,0.7236842105263158,0.3026315789473684,0.40789473684210525,0.09210526315789473,0.5789473684210527,0.47368421052631576,0.25,0.8,0.6,-0.8,1.0,0.2,-0.2,0.2,0.6,0.6,0.0,0.8,0.6,0.0,1.0,0.4,0.4,0.4,0.6,0.8,0.2,0.0,0.0,0.8,0.0,0.2,0.6,0.2,0.0,0.2,0.2,4,3,4,5,4,5,5,3,5,2,0.8,0.6,0.8,1.0,0.8,1.0,1.0,0.6,1.0,0.4,0.3,1.0,0.8,fixed_origin,2024-03-01
豪越L,2024-03-01,train,46,22,1,1,0.5217391304347826,0.21739130434782608,0.7608695652173914,0.6956521739130435,0.32608695652173914,0.30434782608695654,0.34782608695652173,0.3695652173913043,0.08695652173913043,0.5869565217391305,0.36363636363636365,0.09090909090909091,0.7727272727272727,0.5909090909090909,0.13636363636363635,-0.09090909090909091,0.22727272727272727,0.22727272727272727,0.09090909090909091,0.5909090909090909,0.45454545454545453,0.18181818181818182,0.7727272727272727,0.7272727272727273,0.4090909090909091,0.18181818181818182,0.5,0.36363636363636365,0.13636363636363635,0.5909090909090909,0.09090909090909091,0.09090909090909091,0.0,0.13636363636363635,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.13636363636363635,0.045454545454545456,0.0,9,7,18,17,11,12,16,7,4,16,0.4090909090909091,0.3181818181818182,0.8181818181818182,0.7727272727272727,0.5,0.5454545454545454,0.7272727272727273,0.3181818181818182,0.18181818181818182,0.7272727272727273,0.3,0.9545454545454546,0.7727272727272727,fixed_origin,2024-03-01
赛图斯,2024-03-01,train,6,3,1,1,0.16666666666666666,0.0,0.0,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,-0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0,0,2,2,1,1,3,1,0,1,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,1.0,fixed_origin,2024-03-01
起亚EV5,2024-03-01,train,11,11,1,1,0.5454545454545454,0.2727272727272727,0.7272727272727273,0.18181818181818182,0.7272727272727273,0.45454545454545453,0.36363636363636365,0.36363636363636365,-0.45454545454545453,0.36363636363636365,0.5454545454545454,0.2727272727272727,0.7272727272727273,0.18181818181818182,0.7272727272727273,0.45454545454545453,0.36363636363636365,0.36363636363636365,-0.45454545454545453,0.36363636363636365,0.5454545454545454,0.2727272727272727,0.7272727272727273,0.2727272727272727,0.7272727272727273,0.6363636363636364,0.45454545454545453,0.5454545454545454,0.18181818181818182,0.45454545454545453,0.0,0.0,0.0,0.09090909090909091,0.0,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.6363636363636364,0.09090909090909091,5,4,9,5,8,7,8,4,8,5,0.45454545454545453,0.36363636363636365,0.8181818181818182,0.45454545454545453,0.7272727272727273,0.6363636363636364,0.7272727272727273,0.36363636363636365,0.7272727272727273,0.45454545454545453,0.35454545454545455,0.9090909090909091,0.6363636363636364,fixed_origin,2024-03-01
起亚K3,2024-03-01,train,86,9,1,1,0.6046511627906976,0.313953488372093,0.313953488372093,0.06976744186046512,0.06976744186046512,-0.06976744186046512,0.45348837209302323,0.38372093023255816,0.046511627906976744,0.38372093023255816,0.2222222222222222,0.3333333333333333,0.0,-0.1111111111111111,-0.1111111111111111,-0.2222222222222222,0.1111111111111111,-0.1111111111111111,0.1111111111111111,-0.1111111111111111,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.0,0.2222222222222222,3,4,1,2,2,5,4,5,1,2,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.011111111111111096,0.4444444444444444,0.8888888888888888,fixed_origin,2024-03-01
起亚K5凯酷,2024-03-01,train,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2024-03-01
起亚KX3傲跑,2024-03-01,train,10,0,1,0,1.0,0.3,1.0,0.9,0.8,0.2,1.0,0.6,-0.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2024-03-01
轩逸,2024-03-01,train,69,1,1,1,0.5797101449275363,0.391304347826087,0.5942028985507246,-0.07246376811594203,0.057971014492753624,0.5797101449275363,0.6666666666666666,0.07246376811594203,-0.043478260869565216,0.5217391304347826,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,1,1,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,fixed_origin,2024-03-01
迈腾,2024-03-01,train,77,0,1,0,0.6493506493506493,0.37662337662337664,0.7792207792207793,0.8051948051948052,0.5064935064935064,-0.36363636363636365,0.2987012987012987,0.2727272727272727,-0.07792207792207792,0.5064935064935064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2024-03-01
迈腾PHEV,2024-03-01,train,155,8,1,1,0.36129032258064514,0.23870967741935484,0.5032258064516129,0.5870967741935483,0.32903225806451614,0.32903225806451614,0.4,0.12258064516129032,-0.17419354838709677,0.2838709677419355,0.375,0.125,0.375,0.375,0.125,-0.375,0.375,0.125,-0.375,-0.125,0.375,0.125,0.375,0.5,0.125,0.0,0.5,0.125,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.375,0.125,0.0,0.375,0.25,4,1,3,3,1,2,7,1,2,2,0.5,0.125,0.375,0.375,0.125,0.25,0.875,0.125,0.25,0.25,0.1,0.875,0.75,fixed_origin,2024-03-01
迈锐宝XL,2024-03-01,train,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2024-03-01
逍客,2024-03-01,train,41,11,1,1,0.5609756097560976,0.14634146341463414,0.1951219512195122,0.04878048780487805,0.4146341463414634,0.1951219512195122,0.3170731707317073,0.3170731707317073,0.14634146341463414,0.4634146341463415,0.45454545454545453,0.09090909090909091,0.45454545454545453,0.09090909090909091,0.18181818181818182,-0.09090909090909091,0.2727272727272727,0.0,0.18181818181818182,0.2727272727272727,0.5454545454545454,0.2727272727272727,0.5454545454545454,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.36363636363636365,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.36363636363636365,0.09090909090909091,0.36363636363636365,0.09090909090909091,0.09090909090909091,6,2,9,6,5,8,6,5,4,6,0.5454545454545454,0.18181818181818182,0.8181818181818182,0.5454545454545454,0.45454545454545453,0.7272727272727273,0.5454545454545454,0.45454545454545453,0.36363636363636365,0.5454545454545454,0.1909090909090909,1.0,0.5454545454545454,fixed_origin,2024-03-01
途安,2024-03-01,train,5,2,1,1,1.0,-0.4,1.0,1.0,1.0,-0.2,1.0,0.2,0.2,0.8,1.0,-0.5,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.55,1.0,0.5,fixed_origin,2024-03-01
途岳,2024-03-01,train,128,7,1,1,0.8125,-0.046875,0.7734375,0.6796875,0.5703125,-0.046875,0.4296875,0.0703125,-0.0078125,0.421875,0.7142857142857143,0.0,0.42857142857142855,0.2857142857142857,0.42857142857142855,-0.5714285714285714,0.2857142857142857,-0.14285714285714285,0.0,0.42857142857142855,0.7142857142857143,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.0,0.2857142857142857,0.0,0.2857142857142857,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.14285714285714285,5,4,4,6,4,6,6,5,4,4,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.8571428571428571,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.18571428571428572,0.8571428571428571,1.0,fixed_origin,2024-03-01
途观L,2024-03-01,train,91,0,1,0,0.6813186813186813,0.02197802197802198,0.7582417582417582,0.7252747252747253,0.37362637362637363,0.02197802197802198,0.2967032967032967,0.1978021978021978,-0.16483516483516483,0.27472527472527475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2024-03-01
途观L新能源,2024-03-01,train,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2024-03-01
速腾,2024-03-01,train,134,0,1,0,0.7611940298507462,0.3358208955223881,0.753731343283582,0.6567164179104478,0.5895522388059702,-0.1044776119402985,0.5223880597014925,0.2835820895522388,-0.11940298507462686,0.23880597014925373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2024-03-01
钇为3,2024-03-01,train,38,22,1,1,0.5,0.10526315789473684,0.3684210526315789,0.18421052631578946,0.23684210526315788,0.05263157894736842,0.02631578947368421,0.10526315789473684,-0.05263157894736842,0.2894736842105263,0.5454545454545454,0.045454545454545456,0.36363636363636365,0.045454545454545456,0.22727272727272727,-0.09090909090909091,-0.045454545454545456,0.22727272727272727,0.045454545454545456,0.2727272727272727,0.5454545454545454,0.22727272727272727,0.4090909090909091,0.22727272727272727,0.5,0.2727272727272727,0.18181818181818182,0.5,0.36363636363636365,0.36363636363636365,0.0,0.18181818181818182,0.045454545454545456,0.18181818181818182,0.2727272727272727,0.36363636363636365,0.22727272727272727,0.2727272727272727,0.3181818181818182,0.09090909090909091,11,15,12,6,11,15,17,10,12,12,0.5,0.6818181818181818,0.5454545454545454,0.2727272727272727,0.5,0.6818181818181818,0.7727272727272727,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.16363636363636364,0.8636363636363636,0.7272727272727273,fixed_origin,2024-03-01
铂智4X,2024-03-01,train,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2024-03-01
锐界L,2024-03-01,train,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2024-03-01
锐程PLUS,2024-03-01,train,95,8,1,1,0.6210526315789474,0.28421052631578947,0.6105263157894737,0.5684210526315789,0.11578947368421053,0.16842105263157894,0.2736842105263158,0.4631578947368421,0.05263157894736842,0.42105263157894735,0.375,0.0,0.75,0.625,0.625,0.0,0.375,-0.125,-0.25,0.25,0.375,0.125,0.75,0.75,0.625,0.5,0.625,0.25,0.0,0.375,0.0,0.125,0.0,0.125,0.0,0.5,0.25,0.375,0.25,0.125,3,3,7,6,4,7,7,5,3,6,0.375,0.375,0.875,0.75,0.5,0.875,0.875,0.625,0.375,0.75,0.2625,1.0,1.0,fixed_origin,2024-03-01
锐际,2024-03-01,train,61,18,1,1,0.4098360655737705,0.16393442622950818,0.39344262295081966,0.9508196721311475,0.6229508196721312,-0.03278688524590164,0.11475409836065574,0.19672131147540983,0.01639344262295082,0.5573770491803278,0.2777777777777778,-0.05555555555555555,-0.05555555555555555,0.8888888888888888,0.3333333333333333,-0.2222222222222222,0.16666666666666666,-0.16666666666666666,-0.2777777777777778,0.2777777777777778,0.3333333333333333,0.05555555555555555,0.2222222222222222,0.8888888888888888,0.3888888888888889,0.1111111111111111,0.3888888888888889,0.16666666666666666,0.0,0.3888888888888889,0.05555555555555555,0.1111111111111111,0.2777777777777778,0.0,0.05555555555555555,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.2777777777777778,0.1111111111111111,6,3,10,14,1,8,11,3,3,10,0.3333333333333333,0.16666666666666666,0.5555555555555556,0.7777777777777778,0.05555555555555555,0.4444444444444444,0.6111111111111112,0.16666666666666666,0.16666666666666666,0.5555555555555556,0.11666666666666667,0.8888888888888888,0.8888888888888888,fixed_origin,2024-03-01
长安Lumin,2024-03-01,train,60,4,1,1,0.7833333333333333,0.06666666666666667,0.4,0.4,0.2,-0.03333333333333333,0.4666666666666667,0.03333333333333333,-0.25,0.4666666666666667,1.0,-0.5,0.75,0.5,0.25,0.25,0.75,-1.0,-1.0,0.25,1.0,0.0,0.75,0.5,0.5,0.5,0.75,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.25,0.25,0.0,1.0,1.0,0.25,4,2,3,2,2,2,4,2,4,3,1.0,0.5,0.75,0.5,0.5,0.5,1.0,0.5,1.0,0.75,0.125,1.0,1.0,fixed_origin,2024-03-01
长安UNI-K,2024-03-01,train,66,14,1,1,0.803030303030303,0.6666666666666666,0.7727272727272727,0.6363636363636364,0.07575757575757576,0.4696969696969697,0.16666666666666666,0.48484848484848486,0.18181818181818182,0.5606060606060606,0.6428571428571429,0.5714285714285714,0.6428571428571429,0.35714285714285715,-0.35714285714285715,0.14285714285714285,-0.07142857142857142,0.14285714285714285,-0.14285714285714285,0.35714285714285715,0.6428571428571429,0.5714285714285714,0.6428571428571429,0.5,0.0,0.2857142857142857,0.2857142857142857,0.35714285714285715,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.14285714285714285,0.35714285714285715,0.14285714285714285,0.35714285714285715,0.21428571428571427,0.2857142857142857,0.07142857142857142,9,8,9,9,2,5,9,7,5,7,0.6428571428571429,0.5714285714285714,0.6428571428571429,0.6428571428571429,0.14285714285714285,0.35714285714285715,0.6428571428571429,0.5,0.35714285714285715,0.5,0.2285714285714286,0.8571428571428571,0.9285714285714286,fixed_origin,2024-03-01
长安UNI-K 智电iDD,2024-03-01,train,98,4,1,1,0.7346938775510204,0.3163265306122449,0.7551020408163265,0.5102040816326531,-0.030612244897959183,0.25510204081632654,0.12244897959183673,0.2653061224489796,-0.23469387755102042,0.45918367346938777,0.75,0.25,0.5,0.5,-0.25,0.5,0.5,0.0,-0.25,0.75,0.75,0.25,0.5,0.75,0.25,0.75,0.5,0.25,0.25,0.75,0.0,0.0,0.0,0.25,0.5,0.25,0.0,0.25,0.5,0.0,2,2,2,4,2,4,2,3,2,2,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.75,0.5,0.5,0.32499999999999996,0.75,1.0,fixed_origin,2024-03-01
长安UNI-T,2024-03-01,train,97,4,1,1,0.9278350515463918,0.4742268041237113,0.29896907216494845,0.6082474226804123,0.21649484536082475,-0.12371134020618557,0.07216494845360824,0.6288659793814433,0.16494845360824742,0.4845360824742268,1.0,0.0,1.0,0.25,0.25,0.0,0.5,0.75,0.75,1.0,1.0,0.0,1.0,0.5,0.5,0.5,0.75,0.75,0.75,1.0,0.0,0.0,0.0,0.25,0.25,0.5,0.25,0.0,0.0,0.0,4,0,4,4,4,4,4,3,2,4,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.75,0.5,1.0,0.55,1.0,0.5,fixed_origin,2024-03-01
长安UNI-V,2024-03-01,train,92,0,1,0,0.8804347826086957,0.4782608695652174,0.05434782608695652,0.8152173913043478,0.40217391304347827,-0.45652173913043476,0.010869565217391304,0.6739130434782609,0.29347826086956524,0.5869565217391305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2024-03-01
长安启源A07,2024-03-01,train,14,14,1,1,0.8571428571428571,0.35714285714285715,-0.07142857142857142,0.2857142857142857,0.2857142857142857,0.21428571428571427,0.14285714285714285,0.07142857142857142,-0.14285714285714285,0.21428571428571427,0.8571428571428571,0.35714285714285715,-0.07142857142857142,0.2857142857142857,0.2857142857142857,0.21428571428571427,0.14285714285714285,0.07142857142857142,-0.14285714285714285,0.21428571428571427,0.8571428571428571,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.5,0.0,0.07142857142857142,0.21428571428571427,0.0,0.07142857142857142,0.21428571428571427,0.2857142857142857,0.21428571428571427,0.2857142857142857,0.2857142857142857,13,8,5,5,6,9,10,7,6,10,0.9285714285714286,0.5714285714285714,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.6428571428571429,0.7142857142857143,0.5,0.42857142857142855,0.7142857142857143,0.22142857142857145,1.0,0.8571428571428571,fixed_origin,2024-03-01
雷凌,2024-03-01,train,100,0,1,0,0.53,-0.34,-0.19,0.33,0.55,-0.3,0.39,0.4,-0.01,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2024-03-01
领克03,2024-03-01,train,91,0,1,0,0.9010989010989011,0.7142857142857143,0.16483516483516483,0.9560439560439561,0.6923076923076923,-0.18681318681318682,-0.12087912087912088,0.6043956043956044,-0.45054945054945056,0.6813186813186813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2024-03-01
风光330,2024-03-01,train,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2024-03-01
风光380,2024-03-01,train,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2024-03-01
风光E380,2024-03-01,train,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2024-03-01
驱逐舰05,2024-03-01,train,85,0,1,0,0.5176470588235295,0.16470588235294117,0.3176470588235294,0.6823529411764706,0.11764705882352941,-0.07058823529411765,0.6,0.4235294117647059,0.3411764705882353,0.3764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2024-03-01
骐达,2024-03-01,train,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2024-03-01
高尔夫,2024-03-01,train,184,8,1,1,0.7010869565217391,0.22282608695652173,-0.09239130434782608,0.7010869565217391,0.6630434782608695,-0.03804347826086957,0.16304347826086957,0.05434782608695652,-0.266304347826087,0.24456521739130435,0.625,0.25,-0.25,0.5,0.75,-0.375,0.5,-0.125,-0.75,0.125,0.625,0.375,0.125,0.75,0.875,0.25,0.625,0.375,0.0,0.375,0.0,0.125,0.375,0.25,0.125,0.625,0.125,0.5,0.75,0.25,5,6,5,7,7,8,7,6,6,7,0.625,0.75,0.625,0.875,0.875,1.0,0.875,0.75,0.75,0.875,0.125,1.0,1.0,fixed_origin,2024-03-01
魏牌 高山,2024-03-01,train,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2024-03-01
AION RT,2024-04-01,train,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2024-04-01
AION S,2024-04-01,train,72,13,1,1,0.5277777777777778,0.2916666666666667,0.4444444444444444,0.5972222222222222,0.1527777777777778,0.013888888888888888,0.013888888888888888,-0.041666666666666664,-0.05555555555555555,0.25,0.3076923076923077,0.15384615384615385,0.38461538461538464,0.46153846153846156,0.07692307692307693,-0.15384615384615385,-0.07692307692307693,0.07692307692307693,-0.15384615384615385,0.0,0.38461538461538464,0.23076923076923078,0.46153846153846156,0.46153846153846156,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.3076923076923077,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.15384615384615385,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.38461538461538464,0.15384615384615385,7,7,8,6,5,8,10,6,5,6,0.5384615384615384,0.5384615384615384,0.6153846153846154,0.46153846153846156,0.38461538461538464,0.6153846153846154,0.7692307692307693,0.46153846153846156,0.38461538461538464,0.46153846153846156,0.1076923076923077,0.6923076923076923,0.7692307692307693,fixed_origin,2024-04-01
EVOS,2024-04-01,train,9,0,1,0,1.0,0.6666666666666666,0.5555555555555556,1.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2024-04-01
ID.4 CROZZ,2024-04-01,train,180,11,1,1,0.6111111111111112,0.03333333333333333,0.6,0.4444444444444444,0.7611111111111111,0.36666666666666664,0.4722222222222222,0.21666666666666667,-0.3888888888888889,0.43333333333333335,0.6363636363636364,-0.09090909090909091,0.8181818181818182,0.2727272727272727,0.7272727272727273,-0.18181818181818182,0.45454545454545453,-0.18181818181818182,-0.36363636363636365,0.36363636363636365,0.6363636363636364,0.09090909090909091,0.8181818181818182,0.2727272727272727,0.8181818181818182,0.36363636363636365,0.45454545454545453,0.18181818181818182,0.2727272727272727,0.45454545454545453,0.0,0.18181818181818182,0.0,0.0,0.09090909090909091,0.5454545454545454,0.0,0.36363636363636365,0.6363636363636364,0.09090909090909091,7,3,8,5,10,8,8,4,10,5,0.6363636363636364,0.2727272727272727,0.7272727272727273,0.45454545454545453,0.9090909090909091,0.7272727272727273,0.7272727272727273,0.36363636363636365,0.9090909090909091,0.45454545454545453,0.24545454545454548,1.0,1.0,fixed_origin,2024-04-01
ID.4 X,2024-04-01,train,184,14,1,1,0.6467391304347826,0.16847826086956522,0.6304347826086957,0.4673913043478261,0.7228260869565217,0.3967391304347826,0.3858695652173913,0.266304347826087,-0.24456521739130435,0.32065217391304346,0.7857142857142857,-0.07142857142857142,0.7857142857142857,0.5,0.7857142857142857,0.5714285714285714,0.2857142857142857,0.14285714285714285,-0.5,0.5,0.7857142857142857,0.21428571428571427,0.7857142857142857,0.5714285714285714,0.8571428571428571,0.6428571428571429,0.5714285714285714,0.42857142857142855,0.21428571428571427,0.5714285714285714,0.0,0.2857142857142857,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.07142857142857142,13,8,11,11,11,12,14,8,13,14,0.9285714285714286,0.5714285714285714,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.8571428571428571,1.0,0.5714285714285714,0.9285714285714286,1.0,0.37857142857142856,1.0,0.7857142857142857,fixed_origin,2024-04-01
IQ锐歌,2024-04-01,train,91,5,1,1,0.8461538461538461,0.5054945054945055,0.31868131868131866,0.4175824175824176,0.7252747252747253,0.6263736263736264,0.5274725274725275,0.38461538461538464,-0.3516483516483517,0.14285714285714285,1.0,0.8,0.2,0.6,0.8,0.8,0.4,0.6,-0.2,0.2,1.0,0.8,0.2,0.6,0.8,0.8,0.6,0.6,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,5,3,4,2,3,3,5,3,4,2,1.0,0.6,0.8,0.4,0.6,0.6,1.0,0.6,0.8,0.4,0.52,1.0,0.6,fixed_origin,2024-04-01
MG4,2024-04-01,train,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,fixed_origin,2024-04-01
