brand_id,brand_name,series_name,车辆主表series_id,销量表原series_id,统一后series_id,销量数据来源,销量表车系名,核对状态,处理说明,pcauto_id语义,has_sales_data
1.0,大众,ID.4 X,4258,sg26993,4258,pcauto,ID.4 X,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg26993,True
1.0,大众,ID.6 X,4894,sg27251,4894,dongchedi_fill、pcauto,ID.6 X,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg27251,True
1.0,大众,ID.7 VIZZION,8946,sg29631,8946,pcauto,ID.7 VIZZION,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg29631,True
1.0,大众,凌渡,397,sg10891,397,pcauto,凌渡,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg10891,True
1.0,大众,大众CC,416,sg4517,416,pcauto,大众CC,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg4517,True
1.0,大众,大众ID.3,5217,sg25599,5217,pcauto,大众ID.3,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg25599,True
1.0,大众,威然,4160,sg25419,4160,pcauto,威然,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg25419,True
1.0,大众,宝来,409,sg3286,409,pcauto,宝来,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg3286,True
1.0,大众,帕萨特,398,sg99,398,pcauto,帕萨特,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg99,True
1.0,大众,探岳,2835,sg22813,2835,pcauto,探岳,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg22813,True
1.0,大众,探岳X,4425,sg24604,4425,pcauto,探岳X,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg24604,True
1.0,大众,揽境,3437,sg24603,3437,pcauto,揽境,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg24603,True
1.0,大众,揽巡,5929,sg28793,5929,pcauto,揽巡,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg28793,True
1.0,大众,朗逸,393,sg3225,393,pcauto,朗逸,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg3225,True
1.0,大众,迈腾,415,sg2824,415,pcauto,迈腾,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg2824,True
1.0,大众,迈腾PHEV,3142,sg23973,3142,pcauto,迈腾PHEV,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg23973,True
1.0,大众,途岳,2836,sg22815,2836,pcauto,途岳,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg22815,True
1.0,大众,途昂,405,sg20963,405,pcauto,途昂,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg20963,True
1.0,大众,途观L,404,sg21172,404,pcauto,途观L,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg21172,True
1.0,大众,速腾,414,sg1633,414,pcauto,速腾,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg1633,True
1.0,大众,高尔夫,410,sg4437,410,pcauto,高尔夫,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg4437,True
1.0,大众,高尔夫GTI,24727,sg30566,24727,pcauto,高尔夫GTI,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30566,True
372.0,大运,悦虎,4388,sg26771,4388,pcauto,悦虎,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg26771,True
372.0,大运,远志M1,4542,sg26772,4542,pcauto,远志M1,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg26772,True
108.0,大通,大通G10,1211,sg9312,1211,dongchedi_fill、pcauto,大通G10,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg9312,True
108.0,大通,大通G50,2984,sg22554,2984,pcauto,大通G50,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg22554,True
108.0,大通,大通G70,9188,sg30056,9188,pcauto,大通G70,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30056,True
108.0,大通,大通G90,5438,sg28271,5438,pcauto,大通G90,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg28271,True
108.0,大通,领地,6044,sg29122,6044,pcauto,领地,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg29122,True
18.0,奇瑞,探索06 C-DM,8974,sg29371,8974,pcauto,探索06 C-DM,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg29371,True
18.0,奇瑞,欧萌达,5162,sg27951,5162,pcauto,欧萌达,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg27951,True
18.0,奇瑞,瑞虎3x,1092,sg14373,1092,pcauto,瑞虎3x,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg14373,True
18.0,奇瑞,瑞虎5x,1738,sg22103,1738,pcauto,瑞虎5x,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg22103,True
18.0,奇瑞,瑞虎7,1094,sg14068,1094,pcauto,瑞虎7,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg14068,True
18.0,奇瑞,瑞虎8,2794,sg22674,2794,pcauto,瑞虎8,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg22674,True
18.0,奇瑞,瑞虎8 PLUS C-DM,24756,sg30603,24756,pcauto,瑞虎8 PLUS C-DM,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30603,True
18.0,奇瑞,瑞虎8L,20032,sg30512,20032,pcauto,瑞虎8 L,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30512,False
18.0,奇瑞,瑞虎9,6227,sg29370,6227,pcauto,瑞虎9,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg29370,True
18.0,奇瑞,瑞虎9 C-DM,8973,sg29702,8973,pcauto,瑞虎9 C-DM,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg29702,True
18.0,奇瑞,艾瑞泽5,1081,sg10660,1081,pcauto,艾瑞泽5,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg10660,True
18.0,奇瑞,艾瑞泽8,5852,sg28700,5852,pcauto,艾瑞泽8,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg28700,True
10409.0,奇瑞风云,风云A8,8808,sg29704,8808,pcauto,风云A8,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg29704,True
10409.0,奇瑞风云,风云A9L,8985,sg30262,8985,pcauto,风云A9L,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30262,True
10409.0,奇瑞风云,风云T10,9950,sg30386,9950,dongchedi_fill、pcauto,风云T10,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30386,True
10409.0,奇瑞风云,风云T11,9436,sg30271,9436,pcauto,风云T11,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30271,True
10409.0,奇瑞风云,风云T8,24934,sg30623,24934,pcauto,风云T8,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30623,True
10409.0,奇瑞风云,风云T9,9500,sg30366,9500,pcauto,风云T9,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30366,True
10409.0,奇瑞风云,风云T9L,25828,sg31083,25828,pcauto,风云T9L,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg31083,True
10409.0,奇瑞风云,风云X3L,25545,sg30937,25545,pcauto,风云X3L,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30937,True
27.0,奔腾,奔腾B70,267,sg2924,267,pcauto,奔腾B70,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg2924,True
27.0,奔腾,奔腾T90,8803,sg29465,8803,pcauto,奔腾T90,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg29465,True
27.0,奔腾,奔腾小马,8956,sg29713,8956,pcauto,奔腾小马,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg29713,True
27.0,奔腾,悦意03,24919,sg30627,24919,pcauto,悦意03,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30627,True
27.0,奔腾,悦意07,25138,sg30706,25138,pcauto,悦意07,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30706,True
3.0,奔驰,奔驰A级,2913,sg22951,2913,pcauto,奔驰A级,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg22951,True
3.0,奔驰,奔驰A级AMG,3360,sg24633,3360,pcauto,奔驰A级AMG,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg24633,True
3.0,奔驰,奔驰C级,212,sg3178,212,pcauto,奔驰C级,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg3178,True
3.0,奔驰,奔驰EQA,1729,sg27753,1729,pcauto,奔驰EQA,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg27753,True
3.0,奔驰,奔驰EQB,3932,sg27691,3932,pcauto,奔驰EQB,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg27691,True
3.0,奔驰,奔驰EQE,5813,sg28647,5813,pcauto,奔驰EQE,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg28647,True
3.0,奔驰,奔驰EQE SUV,6208,sg29206,6208,pcauto,奔驰EQE SUV,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg29206,True
3.0,奔驰,奔驰E级,214,sg1603,214,pcauto,奔驰E级,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg1603,True
3.0,奔驰,奔驰GLA,215,sg12181,215,pcauto,奔驰GLA,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg12181,True
3.0,奔驰,奔驰GLB,3928,sg24905,3928,pcauto,奔驰GLB,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg24905,True
3.0,奔驰,奔驰GLC,216,sg12975,216,pcauto,奔驰GLC,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg12975,True
3.0,奔驰,奔驰V级,245,sg13360,245,pcauto,奔驰V级,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg13360,True
3.0,奔驰,威霆,244,sg4560,244,pcauto,威霆,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg4560,True
2.0,奥迪,奥迪A3,95,sg9550,95,pcauto,奥迪A3,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg9550,True
2.0,奥迪,奥迪A4L,96,sg3524,96,pcauto,奥迪A4L,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg3524,True
2.0,奥迪,奥迪A5L,24521,sg30632,24521,pcauto,奥迪A5L,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30632,True
2.0,奥迪,奥迪A5L Sportback,24944,sg30599,24944,pcauto,奥迪A5L Sportback,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30599,True
2.0,奥迪,奥迪A6L,99,sg4313,99,pcauto,奥迪A6L,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg4313,True
2.0,奥迪,奥迪A6L e-tron,25413,sg21448,25413,pcauto,奥迪A6L e-tron,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg21448,True
2.0,奥迪,奥迪A7L,4302,sg25801,4302,pcauto,奥迪A7L,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg25801,True
2.0,奥迪,奥迪Q2L,2963,sg22543,2963,pcauto,奥迪Q2L,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg22543,True
2.0,奥迪,奥迪Q3,100,sg8670,100,pcauto,奥迪Q3,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg8670,True
2.0,奥迪,奥迪Q3 Sportback,4990,sg26902,4990,pcauto,奥迪Q3 Sportback,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg26902,True
2.0,奥迪,奥迪Q4 e-tron,4334,sg28384,4334,pcauto,奥迪Q4 e-tron,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg28384,True
2.0,奥迪,奥迪Q5 e-tron,5002,sg27551,5002,pcauto,奥迪Q5 e-tron,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg27551,True
2.0,奥迪,奥迪Q5L,2916,sg23054,2916,pcauto,奥迪Q5L,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg23054,True
2.0,奥迪,奥迪Q5L Sportback,4989,sg27003,4989,pcauto,奥迪Q5L Sportback,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg27003,True
2.0,奥迪,奥迪Q6,5364,sg28645,5364,pcauto,奥迪Q6,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg28645,True
2.0,奥迪,奥迪Q6L Sportback e-tron,25079,sg30652,25079,pcauto,奥迪Q6L Sportback e-tron,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30652,True
2.0,奥迪,奥迪Q6L e-tron,9440,sg30431,9440,pcauto,奥迪Q6L e-tron,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30431,True
10362.0,奥迪AUDI,奥迪E5 Sportback,25058,sg30661,25058,pcauto,奥迪E5 Sportback,已统一,训练用销量 series_id 已统一为车辆主表 series_id；原值保留在 source_series_id,pcauto_series_id:sg30661,True
