source_site,pcauto_series_id,pcauto_series_name,pcauto_brand,brand_id,brand_name,series_id,series_name,car_id,car_name,version_name,year,config_code,config_title,sale_tab,sale_status,detail_url,source_url,scraped_at,energy_type,manufacturer,vehicle_class,official_price_wan,engine_model,engine_displacement_ml,engine_displacement_l,engine_intake_type,engine_cylinder_arrangement,engine_cylinder_nums,engine_valves_per_cylinder,engine_unique_tech,engine_max_horsepower_ps,engine_max_power_kw,engine_max_power_rpm,engine_max_torque_nm,engine_max_torque_rpm,fuel_form,fuel_grade,oil_supply,cylinder_head_material,cylinder_material,environmental_standard,gearbox_short,gear_count,gearbox_type,max_speed_kmh,acceleration_0_100_s,fuel_consumption_l_100km,warranty_period,motor_type,motor_total_power_kw,motor_total_torque_nm,motor_front_power_kw,motor_front_torque_nm,motor_rear_power_kw,motor_rear_torque_nm,motor_system_power_kw,motor_system_torque_nm,battery_type,battery_capacity_kwh,battery_range_km,battery_warranty,length_mm,width_mm,height_mm,wheelbase_mm,front_track_mm,rear_track_mm,min_ground_clearance_mm,curb_weight_kg,body_structure,door_count,seat_count,trunk_volume_l,door_open_way,driver_airbag,side_airbag,knee_airbag,steering_wheel_adjustment,center_screen,multimedia_interface,sound_brand,speaker_count,seat_material,seat_adjustment,seat_heating,seat_massage,seat_ventilation,electric_window,mirror_adjustment,aircon_control,has_sales_data
dongchedi,sg424,宝马3系,宝马,4.0,宝马,145,宝马3系,255689.0,325i M运动套装,325i M运动套装,2026.0,M运动套装,亮点配置:,online_all,-1.0,https://i.snssdk.com/motor/car_page/v1/get_entity/?car_id_list=255689,https://www.dongchedi.com/motor/pc/car/series/car_list?series_id=145&city_name=北京,2026-07-01T21:06:14,燃油,华晨宝马,中型车,25.8,B48B20C,1998.0,2.0,涡轮增压,L,4.0,4.0,Valvetronic/Double VANOS,204.0,150.0,5000.0,300.0,1350.0,汽油,95#,缸内直喷,铝,铝,国VI b,8挡手自一体,8.0,手自一体变速箱(AT),233.0,7.6,,3年或10万公里,,,,,,,,,,,,,,4728.0,1827.0,1452.0,2851.0,1583.0,1598.0,160.0,1588.0,三厢车,4.0,5.0,510.0,平开门,主 / 副,前 / 后,主 / 副,上下+前后,大屏,USB/Type-C,哈曼卡顿,6-7,仿皮,主驾：电动 / 副驾：电动,前 / 后,前 / 后,前 / 后,前 / 后,未知,自动,True
dongchedi,sg424,宝马3系,宝马,4.0,宝马,145,宝马3系,255691.0,330i M运动曜夜套装,330i M运动曜夜套装,2026.0,M运动曜夜套装,增加配置(4.0万):,online_all,-1.0,https://i.snssdk.com/motor/car_page/v1/get_entity/?car_id_list=255691,https://www.dongchedi.com/motor/pc/car/series/car_list?series_id=145&city_name=北京,2026-07-01T21:06:14,燃油,华晨宝马,中型车,29.8,B48B20G,1998.0,2.0,涡轮增压,L,4.0,4.0,Valvetronic/Double VANOS,272.0,200.0,4500.0,400.0,1600.0,汽油,95#,缸内直喷,铝,铝,国VI b,8挡手自一体,8.0,手自一体变速箱(AT),250.0,6.3,,3年或10万公里,,,,,,,,,,,,,,4728.0,1827.0,1452.0,2851.0,1583.0,1568.0,160.0,1608.0,三厢车,4.0,5.0,510.0,平开门,主 / 副,前 / 后,主 / 副,上下+前后,大屏,USB/Type-C,哈曼卡顿,12以上,仿皮,主驾：电动 / 副驾：电动,前 / 后,前 / 后,前 / 后,前 / 后,未知,自动,True
dongchedi,sg424,宝马3系,宝马,4.0,宝马,145,宝马3系,255690.0,325Li M运动套装,325Li M运动套装,2026.0,M运动套装,亮点配置:,online_all,-1.0,https://i.snssdk.com/motor/car_page/v1/get_entity/?car_id_list=255690,https://www.dongchedi.com/motor/pc/car/series/car_list?series_id=145&city_name=北京,2026-07-01T21:06:14,燃油,华晨宝马,中型车,27.8,B48B20C,1998.0,2.0,涡轮增压,L,4.0,4.0,Valvetronic/Double VANOS,204.0,150.0,5000.0,300.0,1350.0,汽油,95#,缸内直喷,铝,铝,国VI b,8挡手自一体,8.0,手自一体变速箱(AT),233.0,7.9,,3年或10万公里,,,,,,,,,,,,,,4838.0,1827.0,1454.0,2961.0,1583.0,1599.0,160.0,1601.0,三厢车,4.0,5.0,510.0,平开门,主 / 副,前 / 后,主 / 副,上下+前后,大屏,USB/Type-C,哈曼卡顿,6-7,仿皮,主驾：电动 / 副驾：电动,前 / 后,前 / 后,前 / 后,前 / 后,未知,自动,True
dongchedi,sg424,宝马3系,宝马,4.0,宝马,145,宝马3系,255681.0,330Li M运动曜夜套装,330Li M运动曜夜套装,2026.0,M运动曜夜套装,增加配置(3.0万):,online_all,-1.0,https://i.snssdk.com/motor/car_page/v1/get_entity/?car_id_list=255681,https://www.dongchedi.com/motor/pc/car/series/car_list?series_id=145&city_name=北京,2026-07-01T21:06:14,燃油,华晨宝马,中型车,30.8,B48B20G,1998.0,2.0,涡轮增压,L,4.0,4.0,Valvetronic/Double VANOS,272.0,200.0,4500.0,400.0,1600.0,汽油,95#,缸内直喷,铝,铝,国VI b,8挡手自一体,8.0,手自一体变速箱(AT),250.0,6.3,,3年或10万公里,,,,,,,,,,,,,,4838.0,1827.0,1454.0,2961.0,1583.0,1569.0,160.0,1618.0,三厢车,4.0,5.0,510.0,平开门,主 / 副,前 / 后,主 / 副,上下+前后,大屏,USB/Type-C,哈曼卡顿,12以上,仿皮,主驾：电动 / 副驾：电动,前 / 后,前 / 后,前 / 后,前 / 后,未知,自动,True
dongchedi,sg424,宝马3系,宝马,4.0,宝马,145,宝马3系,256473.0,330Li 马年版,330Li 马年版,2026.0,马年版,增加配置(1.0万):,online_all,-1.0,https://i.snssdk.com/motor/car_page/v1/get_entity/?car_id_list=256473,https://www.dongchedi.com/motor/pc/car/series/car_list?series_id=145&city_name=北京,2026-07-01T21:06:14,燃油,华晨宝马,中型车,31.8,B48B20G,1998.0,2.0,涡轮增压,L,4.0,4.0,Valvetronic/Double VANOS,272.0,200.0,4500.0,400.0,1600.0,汽油,95#,缸内直喷,铝,铝,国VI b,8挡手自一体,8.0,手自一体变速箱(AT),250.0,6.3,,3年或10万公里,,,,,,,,,,,,,,4838.0,1827.0,1454.0,2961.0,1583.0,1569.0,160.0,1618.0,三厢车,4.0,5.0,510.0,平开门,主 / 副,前 / 后,主 / 副,上下+前后,大屏,USB/Type-C,哈曼卡顿,12以上,仿皮,主驾：电动 / 副驾：电动,前 / 后,前 / 后,前 / 后,前 / 后,未知,自动,True
dongchedi,sg424,宝马3系,宝马,4.0,宝马,145,宝马3系,255692.0,330Li 尊享型 M运动曜夜套装,330Li 尊享型 M运动曜夜套装,2026.0,M运动曜夜套装,增加配置(2.0万):,online_all,-1.0,https://i.snssdk.com/motor/car_page/v1/get_entity/?car_id_list=255692,https://www.dongchedi.com/motor/pc/car/series/car_list?series_id=145&city_name=北京,2026-07-01T21:06:14,燃油,华晨宝马,中型车,33.8,B48B20G,1998.0,2.0,涡轮增压,L,4.0,4.0,Valvetronic/Double VANOS,272.0,200.0,4500.0,400.0,1600.0,汽油,95#,缸内直喷,铝,铝,国VI b,8挡手自一体,8.0,手自一体变速箱(AT),250.0,6.3,,3年或10万公里,,,,,,,,,,,,,,4838.0,1827.0,1454.0,2961.0,1583.0,1569.0,160.0,1618.0,三厢车,4.0,5.0,510.0,平开门,主 / 副,前 / 后,主 / 副,上下+前后,大屏,USB/Type-C,哈曼卡顿,12以上,仿皮,主驾：电动 / 副驾：电动,前 / 后,前 / 后,前 / 后,前 / 后,未知,自动,True
dongchedi,sg424,宝马3系,宝马,4.0,宝马,145,宝马3系,93944.0,325i M运动套装,325i M运动套装,2025.0,M运动套装,亮点配置:,online_all,-1.0,https://i.snssdk.com/motor/car_page/v1/get_entity/?car_id_list=93944,https://www.dongchedi.com/motor/pc/car/series/car_list?series_id=145&city_name=北京,2026-07-01T21:06:14,燃油,华晨宝马,中型车,31.99,B48B20C,1998.0,2.0,涡轮增压,L,4.0,4.0,Valvetronic/Double VANOS,204.0,150.0,5000.0,300.0,1350.0,汽油,95#,缸内直喷,铝,铝,国VI b,8挡手自一体,8.0,手自一体变速箱(AT),233.0,7.6,,3年或10万公里,,,,,,,,,,,,,,4728.0,1827.0,1452.0,2851.0,1583.0,1598.0,160.0,1588.0,三厢车,4.0,5.0,510.0,平开门,主 / 副,前 / 后,主 / 副,上下+前后,大屏,USB/Type-C,哈曼卡顿,6-7,仿皮,主驾：电动 / 副驾：电动,前 / 后,前 / 后,前 / 后,前 / 后,未知,自动,True
dongchedi,sg424,宝马3系,宝马,4.0,宝马,145,宝马3系,93948.0,325Li M运动套装,325Li M运动套装,2025.0,M运动套装,增加配置(2.0万):,online_all,-1.0,https://i.snssdk.com/motor/car_page/v1/get_entity/?car_id_list=93948,https://www.dongchedi.com/motor/pc/car/series/car_list?series_id=145&city_name=北京,2026-07-01T21:06:14,燃油,华晨宝马,中型车,33.99,B48B20C,1998.0,2.0,涡轮增压,L,4.0,4.0,Valvetronic/Double VANOS,204.0,150.0,5000.0,300.0,1350.0,汽油,95#,缸内直喷,铝,铝,国VI b,8挡手自一体,8.0,手自一体变速箱(AT),233.0,7.9,,3年或10万公里,,,,,,,,,,,,,,4838.0,1827.0,1454.0,2961.0,1583.0,1599.0,160.0,1601.0,三厢车,4.0,5.0,510.0,平开门,主 / 副,前 / 后,主 / 副,上下+前后,大屏,USB/Type-C,哈曼卡顿,6-7,仿皮,主驾：电动 / 副驾：电动,前 / 后,前 / 后,前 / 后,前 / 后,未知,自动,True
dongchedi,sg424,宝马3系,宝马,4.0,宝马,145,宝马3系,247742.0,330i 50周年限量版,330i 50周年限量版,2025.0,50周年限量版,增加配置(0.5万):,online_all,-1.0,https://i.snssdk.com/motor/car_page/v1/get_entity/?car_id_list=247742,https://www.dongchedi.com/motor/pc/car/series/car_list?series_id=145&city_name=北京,2026-07-01T21:06:14,燃油,华晨宝马,中型车,34.49,B48B20G,1998.0,2.0,涡轮增压,L,4.0,4.0,Valvetronic/Double VANOS,272.0,200.0,4500.0,400.0,1600.0,汽油,95#,缸内直喷,铝,铝,国VI b,8挡手自一体,8.0,手自一体变速箱(AT),250.0,6.3,,3年或10万公里,,,,,,,,,,,,,,4728.0,1827.0,1452.0,2851.0,1579.0,1568.0,160.0,1608.0,三厢车,4.0,5.0,510.0,平开门,主 / 副,前 / 后,主 / 副,上下+前后,大屏,USB/Type-C,哈曼卡顿,12以上,仿皮,主驾：电动 / 副驾：电动,前 / 后,前 / 后,前 / 后,前 / 后,未知,自动,True
dongchedi,sg424,宝马3系,宝马,4.0,宝马,145,宝马3系,93945.0,330i M运动曜夜套装,330i M运动曜夜套装,2025.0,M运动曜夜套装,增加配置(1.5万):,online_all,-1.0,https://i.snssdk.com/motor/car_page/v1/get_entity/?car_id_list=93945,https://www.dongchedi.com/motor/pc/car/series/car_list?series_id=145&city_name=北京,2026-07-01T21:06:14,燃油,华晨宝马,中型车,35.99,B48B20G,1998.0,2.0,涡轮增压,L,4.0,4.0,Valvetronic/Double VANOS,272.0,200.0,4500.0,400.0,1600.0,汽油,95#,缸内直喷,铝,铝,国VI b,8挡手自一体,8.0,手自一体变速箱(AT),250.0,6.3,,3年或10万公里,,,,,,,,,,,,,,4728.0,1827.0,1452.0,2851.0,1583.0,1568.0,160.0,1608.0,三厢车,4.0,5.0,510.0,平开门,主 / 副,前 / 后,主 / 副,上下+前后,大屏,USB/Type-C,哈曼卡顿,12以上,仿皮,主驾：电动 / 副驾：电动,前 / 后,前 / 后,前 / 后,前 / 后,未知,自动,True
dongchedi,sg424,宝马3系,宝马,4.0,宝马,145,宝马3系,246939.0,330Li 50周年限量版,330Li 50周年限量版,2025.0,50周年限量版,增加配置:,online_all,-1.0,https://i.snssdk.com/motor/car_page/v1/get_entity/?car_id_list=246939,https://www.dongchedi.com/motor/pc/car/series/car_list?series_id=145&city_name=北京,2026-07-01T21:06:14,燃油,华晨宝马,中型车,35.99,B48B20G,1998.0,2.0,涡轮增压,L,4.0,4.0,Valvetronic/Double VANOS,272.0,200.0,4500.0,400.0,1600.0,汽油,95#,缸内直喷,铝,铝,国VI b,8挡手自一体,8.0,手自一体变速箱(AT),250.0,6.3,,3年或10万公里,,,,,,,,,,,,,,4838.0,1827.0,1454.0,2961.0,1579.0,1569.0,160.0,1618.0,三厢车,4.0,5.0,510.0,平开门,主 / 副,前 / 后,主 / 副,上下+前后,大屏,USB/Type-C,哈曼卡顿,12以上,仿皮,主驾：电动 / 副驾：电动,前 / 后,前 / 后,前 / 后,前 / 后,未知,自动,True
dongchedi,sg424,宝马3系,宝马,4.0,宝马,145,宝马3系,93951.0,330Li M运动曜夜套装,330Li M运动曜夜套装,2025.0,M运动曜夜套装,增加配置(1.0万):,online_all,-1.0,https://i.snssdk.com/motor/car_page/v1/get_entity/?car_id_list=93951,https://www.dongchedi.com/motor/pc/car/series/car_list?series_id=145&city_name=北京,2026-07-01T21:06:14,燃油,华晨宝马,中型车,36.99,B48B20G,1998.0,2.0,涡轮增压,L,4.0,4.0,Valvetronic/Double VANOS,272.0,200.0,4500.0,400.0,1600.0,汽油,95#,缸内直喷,铝,铝,国VI b,8挡手自一体,8.0,手自一体变速箱(AT),250.0,6.3,,3年或10万公里,,,,,,,,,,,,,,4838.0,1827.0,1454.0,2961.0,1583.0,1569.0,160.0,1618.0,三厢车,4.0,5.0,510.0,平开门,主 / 副,前 / 后,主 / 副,上下+前后,大屏,USB/Type-C,哈曼卡顿,12以上,仿皮,主驾：电动 / 副驾：电动,前 / 后,前 / 后,前 / 后,前 / 后,未知,自动,True
dongchedi,sg424,宝马3系,宝马,4.0,宝马,145,宝马3系,110021.0,330Li 尊享型 M运动曜夜套装,330Li 尊享型 M运动曜夜套装,2025.0,M运动曜夜套装,增加配置(3.0万):,online_all,-1.0,https://i.snssdk.com/motor/car_page/v1/get_entity/?car_id_list=110021,https://www.dongchedi.com/motor/pc/car/series/car_list?series_id=145&city_name=北京,2026-07-01T21:06:14,燃油,华晨宝马,中型车,39.99,B48B20G,1998.0,2.0,涡轮增压,L,4.0,4.0,Valvetronic/Double VANOS,272.0,200.0,4500.0,400.0,1600.0,汽油,95#,缸内直喷,铝,铝,国VI b,8挡手自一体,8.0,手自一体变速箱(AT),250.0,6.3,,3年或10万公里,,,,,,,,,,,,,,4838.0,1827.0,1454.0,2961.0,1583.0,1569.0,160.0,1618.0,三厢车,4.0,5.0,510.0,平开门,主 / 副,前 / 后,主 / 副,上下+前后,大屏,USB/Type-C,哈曼卡顿,12以上,仿皮,主驾：电动 / 副驾：电动,前 / 后,前 / 后,前 / 后,前 / 后,未知,自动,True
dongchedi,sg1603,奔驰E级,奔驰,3.0,奔驰,214,奔驰E级,257504.0,E 260 L 经典版,E 260 L 经典版,2026.0,经典版,亮点配置:,online_all,-1.0,https://i.snssdk.com/motor/car_page/v1/get_entity/?car_id_list=257504,https://www.dongchedi.com/motor/pc/car/series/car_list?series_id=214&city_name=北京,2026-07-01T21:06:22,燃油,北京奔驰,中大型车,37.88,254 920,1999.0,2.0,涡轮增压,L,4.0,4.0,,204.0,150.0,5800.0,320.0,1600.0,48V轻混系统,95#,缸内直喷,铝,铝,国VI,9挡手自一体,9.0,手自一体变速箱(AT),233.0,7.7,,3年不限公里,,,,,,,,,,,,,,5092.0,1880.0,1493.0,3094.0,1628.0,1641.0,160.0,1890.0,三厢车,4.0,5.0,510.0,平开门,主 / 副,前 / 后,主 / 副,上下+前后,大屏,USB/Type-C,哈曼卡顿,8-9,仿皮,主驾：电动 / 副驾：电动,前 / 后,前 / 后,前 / 后,前 / 后,未知,自动,True
dongchedi,sg1603,奔驰E级,奔驰,3.0,奔驰,214,奔驰E级,257503.0,E 260 L 轿车,E 260 L 轿车,2026.0,轿车,增加配置(1.9万):,online_all,-1.0,https://i.snssdk.com/motor/car_page/v1/get_entity/?car_id_list=257503,https://www.dongchedi.com/motor/pc/car/series/car_list?series_id=214&city_name=北京,2026-07-01T21:06:22,燃油,北京奔驰,中大型车,39.78,254 920,1999.0,2.0,涡轮增压,L,4.0,4.0,,204.0,150.0,5800.0,320.0,1600.0,48V轻混系统,95#,缸内直喷,铝,铝,国VI,9挡手自一体,9.0,手自一体变速箱(AT),233.0,7.7,,3年不限公里,,,,,,,,,,,,,,5092.0,1880.0,1493.0,3094.0,1628.0,1641.0,160.0,1890.0,三厢车,4.0,5.0,510.0,平开门,主 / 副,前 / 后,主 / 副,上下+前后,大屏,USB/Type-C,哈曼卡顿,8-9,仿皮,主驾：电动 / 副驾：电动,前 / 后,前 / 后,前 / 后,前 / 后,未知,自动,True
dongchedi,sg1603,奔驰E级,奔驰,3.0,奔驰,214,奔驰E级,257502.0,E 260 L 4MATIC 轿车,E 260 L 4MATIC 轿车,2026.0,轿车,增加配置(2.3万):,online_all,-1.0,https://i.snssdk.com/motor/car_page/v1/get_entity/?car_id_list=257502,https://www.dongchedi.com/motor/pc/car/series/car_list?series_id=214&city_name=北京,2026-07-01T21:06:22,燃油,北京奔驰,中大型车,42.08,254 920,1999.0,2.0,涡轮增压,L,4.0,4.0,,204.0,150.0,5800.0,320.0,1600.0,48V轻混系统,95#,缸内直喷,铝,铝,国VI,9挡手自一体,9.0,手自一体变速箱(AT),230.0,8.0,,3年不限公里,,,,,,,,,,,,,,5092.0,1880.0,1493.0,3094.0,1628.0,1641.0,160.0,1945.0,三厢车,4.0,5.0,510.0,平开门,主 / 副,前 / 后,主 / 副,上下+前后,大屏,USB/Type-C,哈曼卡顿,8-9,仿皮,主驾：电动 / 副驾：电动,前 / 后,前 / 后,前 / 后,前 / 后,未知,自动,True
dongchedi,sg1603,奔驰E级,奔驰,3.0,奔驰,214,奔驰E级,257501.0,E 300 L 时尚型 轿车,E 300 L 时尚型 轿车,2026.0,轿车,增加配置(1.9万):,online_all,-1.0,https://i.snssdk.com/motor/car_page/v1/get_entity/?car_id_list=257501,https://www.dongchedi.com/motor/pc/car/series/car_list?series_id=214&city_name=北京,2026-07-01T21:06:22,燃油,北京奔驰,中大型车,43.98,254 920,1999.0,2.0,涡轮增压,L,4.0,4.0,,258.0,190.0,5800.0,400.0,2000.0,48V轻混系统,95#,缸内直喷,铝,铝,国VI,9挡手自一体,9.0,手自一体变速箱(AT),245.0,6.6,,3年不限公里,,,,,,,,,,,,,,5092.0,1880.0,1493.0,3094.0,1622.0,1604.0,160.0,1930.0,三厢车,4.0,5.0,510.0,平开门,主 / 副,前 / 后,主 / 副,上下+前后,大屏,USB/Type-C,柏林之声,12以上,仿皮,主驾：电动 / 副驾：电动,前 / 后,前 / 后,前 / 后,前 / 后,未知,自动,True
dongchedi,sg1603,奔驰E级,奔驰,3.0,奔驰,214,奔驰E级,257499.0,E 300 L 豪华型 轿车,E 300 L 豪华型 轿车,2026.0,轿车,增加配置(2.7万):,online_all,-1.0,https://i.snssdk.com/motor/car_page/v1/get_entity/?car_id_list=257499,https://www.dongchedi.com/motor/pc/car/series/car_list?series_id=214&city_name=北京,2026-07-01T21:06:22,燃油,北京奔驰,中大型车,46.68,254 920,1999.0,2.0,涡轮增压,L,4.0,4.0,,258.0,190.0,5800.0,400.0,2000.0,48V轻混系统,95#,缸内直喷,铝,铝,国VI,9挡手自一体,9.0,手自一体变速箱(AT),245.0,6.6,,3年不限公里,,,,,,,,,,,,,,5092.0,1880.0,1493.0,3094.0,1622.0,1604.0,160.0,1950.0,三厢车,4.0,5.0,510.0,平开门,主 / 副,前 / 后,主 / 副,上下+前后,大屏,USB/Type-C,柏林之声,12以上,仿皮,主驾：电动 / 副驾：电动,前 / 后,前 / 后,前 / 后,前 / 后,未知,自动,True
dongchedi,sg1603,奔驰E级,奔驰,3.0,奔驰,214,奔驰E级,257497.0,E 300 L 尊贵型 轿车,E 300 L 尊贵型 轿车,2026.0,轿车,增加配置(4.3万):,online_all,-1.0,https://i.snssdk.com/motor/car_page/v1/get_entity/?car_id_list=257497,https://www.dongchedi.com/motor/pc/car/series/car_list?series_id=214&city_name=北京,2026-07-01T21:06:22,燃油,北京奔驰,中大型车,50.98,254 920,1999.0,2.0,涡轮增压,L,4.0,4.0,,258.0,190.0,5800.0,400.0,2000.0,48V轻混系统,95#,缸内直喷,铝,铝,国VI,9挡手自一体,9.0,手自一体变速箱(AT),245.0,6.6,,3年不限公里,,,,,,,,,,,,,,5092.0,1880.0,1493.0,3094.0,1622.0,1604.0,160.0,1950.0,三厢车,4.0,5.0,510.0,平开门,主 / 副,前 / 后,主 / 副,上下+前后,大屏,USB/Type-C,柏林之声,12以上,仿皮,主驾：电动 / 副驾：电动,前 / 后,前 / 后,前 / 后,前 / 后,未知,自动,True
dongchedi,sg1603,奔驰E级,奔驰,3.0,奔驰,214,奔驰E级,257500.0,E 300 L 时尚型 运动轿车,E 300 L 时尚型 运动轿车,2026.0,运动轿车,亮点配置:,online_all,-1.0,https://i.snssdk.com/motor/car_page/v1/get_entity/?car_id_list=257500,https://www.dongchedi.com/motor/pc/car/series/car_list?series_id=214&city_name=北京,2026-07-01T21:06:22,燃油,北京奔驰,中大型车,43.98,254 920,1999.0,2.0,涡轮增压,L,4.0,4.0,,258.0,190.0,5800.0,400.0,2000.0,48V轻混系统,95#,缸内直喷,铝,铝,国VI,9挡手自一体,9.0,手自一体变速箱(AT),245.0,6.6,,3年不限公里,,,,,,,,,,,,,,5092.0,1880.0,1493.0,3094.0,1622.0,1604.0,160.0,1930.0,三厢车,4.0,5.0,510.0,平开门,主 / 副,前 / 后,主 / 副,上下+前后,大屏,USB/Type-C,柏林之声,12以上,仿皮,主驾：电动 / 副驾：电动,前 / 后,前 / 后,前 / 后,前 / 后,未知,自动,True
dongchedi,sg1603,奔驰E级,奔驰,3.0,奔驰,214,奔驰E级,257498.0,E 300 L 豪华型 运动轿车,E 300 L 豪华型 运动轿车,2026.0,运动轿车,增加配置(2.7万):,online_all,-1.0,https://i.snssdk.com/motor/car_page/v1/get_entity/?car_id_list=257498,https://www.dongchedi.com/motor/pc/car/series/car_list?series_id=214&city_name=北京,2026-07-01T21:06:22,燃油,北京奔驰,中大型车,46.68,254 920,1999.0,2.0,涡轮增压,L,4.0,4.0,,258.0,190.0,5800.0,400.0,2000.0,48V轻混系统,95#,缸内直喷,铝,铝,国VI,9挡手自一体,9.0,手自一体变速箱(AT),245.0,6.6,,3年不限公里,,,,,,,,,,,,,,5092.0,1880.0,1493.0,3094.0,1622.0,1604.0,160.0,1950.0,三厢车,4.0,5.0,510.0,平开门,主 / 副,前 / 后,主 / 副,上下+前后,大屏,USB/Type-C,柏林之声,12以上,仿皮,主驾：电动 / 副驾：电动,前 / 后,前 / 后,前 / 后,前 / 后,未知,自动,True
dongchedi,sg1603,奔驰E级,奔驰,3.0,奔驰,214,奔驰E级,253585.0,E 260 L 经典版(2026.3停产),E 260 L 经典版(2026.3停产),2026.0,经典版(2026.3停产),亮点配置:,online_all,-1.0,https://i.snssdk.com/motor/car_page/v1/get_entity/?car_id_list=253585,https://www.dongchedi.com/motor/pc/car/series/car_list?series_id=214&city_name=北京,2026-07-01T21:06:22,燃油,北京奔驰,中大型车,37.88,254 920,1999.0,2.0,涡轮增压,L,4.0,4.0,,204.0,150.0,5800.0,320.0,1600.0,48V轻混系统,95#,缸内直喷,铝,铝,国VI,9挡手自一体,9.0,手自一体变速箱(AT),233.0,7.7,,3年不限公里,,,,,,,,,,,,,,5092.0,1880.0,1493.0,3094.0,1628.0,1641.0,160.0,1890.0,三厢车,4.0,5.0,510.0,平开门,主 / 副,前 / 后,主 / 副,上下+前后,大屏,USB/Type-C,哈曼卡顿,8-9,仿皮,主驾：电动 / 副驾：电动,前 / 后,前 / 后,前 / 后,前 / 后,未知,自动,True
dongchedi,sg1603,奔驰E级,奔驰,3.0,奔驰,214,奔驰E级,253584.0,E 260 L 轿车(2026.3停产),E 260 L 轿车(2026.3停产),2026.0,轿车(2026.3停产),增加配置(1.9万):,online_all,-1.0,https://i.snssdk.com/motor/car_page/v1/get_entity/?car_id_list=253584,https://www.dongchedi.com/motor/pc/car/series/car_list?series_id=214&city_name=北京,2026-07-01T21:06:22,燃油,北京奔驰,中大型车,39.78,254 920,1999.0,2.0,涡轮增压,L,4.0,4.0,,204.0,150.0,5800.0,320.0,1600.0,48V轻混系统,95#,缸内直喷,铝,铝,国VI,9挡手自一体,9.0,手自一体变速箱(AT),233.0,7.7,,3年不限公里,,,,,,,,,,,,,,5092.0,1880.0,1493.0,3094.0,1628.0,1641.0,160.0,1890.0,三厢车,4.0,5.0,510.0,平开门,主 / 副,前 / 后,主 / 副,上下+前后,大屏,USB/Type-C,哈曼卡顿,8-9,仿皮,主驾：电动 / 副驾：电动,前 / 后,前 / 后,前 / 后,前 / 后,未知,自动,True
dongchedi,sg1603,奔驰E级,奔驰,3.0,奔驰,214,奔驰E级,253582.0,E 260 L 4MATIC 轿车(2026.3停产),E 260 L 4MATIC 轿车(2026.3停产),2026.0,轿车(2026.3停产),增加配置(2.3万):,online_all,-1.0,https://i.snssdk.com/motor/car_page/v1/get_entity/?car_id_list=253582,https://www.dongchedi.com/motor/pc/car/series/car_list?series_id=214&city_name=北京,2026-07-01T21:06:22,燃油,北京奔驰,中大型车,42.08,254 920,1999.0,2.0,涡轮增压,L,4.0,4.0,,204.0,150.0,5800.0,320.0,1600.0,48V轻混系统,95#,缸内直喷,铝,铝,国VI,9挡手自一体,9.0,手自一体变速箱(AT),230.0,8.0,,3年不限公里,,,,,,,,,,,,,,5092.0,1880.0,1493.0,3094.0,1628.0,1641.0,160.0,1945.0,三厢车,4.0,5.0,510.0,平开门,主 / 副,前 / 后,主 / 副,上下+前后,大屏,USB/Type-C,哈曼卡顿,8-9,仿皮,主驾：电动 / 副驾：电动,前 / 后,前 / 后,前 / 后,前 / 后,未知,自动,True
dongchedi,sg1603,奔驰E级,奔驰,3.0,奔驰,214,奔驰E级,256439.0,E 300 L 时尚型 运动轿车(2026.3停产),E 300 L 时尚型 运动轿车(2026.3停产),2026.0,运动轿车(2026.3停产),增加配置(1.9万):,online_all,-1.0,https://i.snssdk.com/motor/car_page/v1/get_entity/?car_id_list=256439,https://www.dongchedi.com/motor/pc/car/series/car_list?series_id=214&city_name=北京,2026-07-01T21:06:22,燃油,北京奔驰,中大型车,43.98,254 920,1999.0,2.0,涡轮增压,L,4.0,4.0,,258.0,190.0,5800.0,400.0,2000.0,48V轻混系统,95#,缸内直喷,铝,铝,国VI,9挡手自一体,9.0,手自一体变速箱(AT),245.0,6.6,,3年不限公里,,,,,,,,,,,,,,5092.0,1880.0,1493.0,3094.0,1622.0,1604.0,160.0,1930.0,三厢车,4.0,5.0,510.0,平开门,主 / 副,前 / 后,主 / 副,上下+前后,大屏,USB/Type-C,柏林之声,12以上,仿皮,主驾：电动 / 副驾：电动,前 / 后,前 / 后,前 / 后,前 / 后,未知,自动,True
