aspect,aspect_zh,polarity_group,rank,keyword,keyword_score,documents_available,documents_sampled,min_document_frequency,method
comfort,舒适性,negative,15,胎噪·风噪,9.123083465169046,5706,5706,10,informative Dirichlet log-odds z-score
comfort,舒适性,negative,16,不太好,9.107676817097754,5706,5706,10,informative Dirichlet log-odds z-score
comfort,舒适性,negative,17,座椅·偏硬,8.553641799438422,5706,5706,10,informative Dirichlet log-odds z-score
comfort,舒适性,negative,18,减速带,8.305345892515934,5706,5706,10,informative Dirichlet log-odds z-score
comfort,舒适性,negative,19,音乐,8.251432292494828,5706,5706,10,informative Dirichlet log-odds z-score
comfort,舒适性,negative,20,有些,8.147095825512435,5706,5706,10,informative Dirichlet log-odds z-score
comfort,舒适性,positive,1,舒适,20.169350351045,7578,6000,10,informative Dirichlet log-odds z-score
comfort,舒适性,positive,2,不错,13.680665626992518,7578,6000,10,informative Dirichlet log-odds z-score
comfort,舒适性,positive,3,按摩,12.877000108255366,7578,6000,10,informative Dirichlet log-odds z-score
comfort,舒适性,positive,4,第二排,12.120696119754147,7578,6000,10,informative Dirichlet log-odds z-score
comfort,舒适性,positive,5,mpv,10.552000312548973,7578,6000,10,informative Dirichlet log-odds z-score
comfort,舒适性,positive,6,第三排,10.177426383528786,7578,6000,10,informative Dirichlet log-odds z-score
comfort,舒适性,positive,7,舒适性,9.993052379623915,7578,6000,10,informative Dirichlet log-odds z-score
comfort,舒适性,positive,8,乘坐,9.837629699623553,7578,6000,10,informative Dirichlet log-odds z-score
comfort,舒适性,positive,9,舒服,9.682311180079884,7578,6000,10,informative Dirichlet log-odds z-score
comfort,舒适性,positive,10,座椅·舒服,8.727287812061977,7578,6000,10,informative Dirichlet log-odds z-score
comfort,舒适性,positive,11,柔软,8.722407232016224,7578,6000,10,informative Dirichlet log-odds z-score
comfort,舒适性,positive,12,静谧,8.515180620061564,7578,6000,10,informative Dirichlet log-odds z-score
comfort,舒适性,positive,13,独立,8.097352884426373,7578,6000,10,informative Dirichlet log-odds z-score
comfort,舒适性,positive,14,功能,7.935370365074305,7578,6000,10,informative Dirichlet log-odds z-score
comfort,舒适性,positive,15,加热,7.8552466553014035,7578,6000,10,informative Dirichlet log-odds z-score
comfort,舒适性,positive,16,通风,7.598944467155011,7578,6000,10,informative Dirichlet log-odds z-score
comfort,舒适性,positive,17,软硬,7.593170405739161,7578,6000,10,informative Dirichlet log-odds z-score
comfort,舒适性,positive,18,体验,7.532729930956701,7578,6000,10,informative Dirichlet log-odds z-score
comfort,舒适性,positive,19,采用,7.505702670671202,7578,6000,10,informative Dirichlet log-odds z-score
comfort,舒适性,positive,20,安静,7.504201185208353,7578,6000,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,all,1,油耗,0.11141682348514377,17149,6000,6,mean TF-IDF
fuel_consumption,能耗/油耗,all,2,续航,0.0569769238656629,17149,6000,6,mean TF-IDF
fuel_consumption,能耗/油耗,all,3,高速,0.03238463938665387,17149,6000,6,mean TF-IDF
fuel_consumption,能耗/油耗,all,4,充电,0.0316798905146619,17149,6000,6,mean TF-IDF
fuel_consumption,能耗/油耗,all,5,市区,0.024919389055268786,17149,6000,6,mean TF-IDF
fuel_consumption,能耗/油耗,all,6,动力,0.018348622413224012,17149,6000,6,mean TF-IDF
fuel_consumption,能耗/油耗,all,7,省油,0.01808726228514931,17149,6000,6,mean TF-IDF
fuel_consumption,能耗/油耗,all,8,平均,0.016207523922276472,17149,6000,6,mean TF-IDF
fuel_consumption,能耗/油耗,all,9,能耗,0.015958453858168922,17149,6000,6,mean TF-IDF
fuel_consumption,能耗/油耗,all,10,个油,0.015613292044124816,17149,6000,6,mean TF-IDF
fuel_consumption,能耗/油耗,all,11,综合,0.01539270124942947,17149,6000,6,mean TF-IDF
fuel_consumption,能耗/油耗,all,12,空调,0.015281296042297911,17149,6000,6,mean TF-IDF
fuel_consumption,能耗/油耗,all,13,的话,0.015207861323846482,17149,6000,6,mean TF-IDF
fuel_consumption,能耗/油耗,all,14,现在,0.015182465950267584,17149,6000,6,mean TF-IDF
fuel_consumption,能耗/油耗,all,15,不错,0.015148895227334761,17149,6000,6,mean TF-IDF
fuel_consumption,能耗/油耗,all,16,满意,0.0148819746232246,17149,6000,6,mean TF-IDF
fuel_consumption,能耗/油耗,all,17,空间,0.014534617210379111,17149,6000,6,mean TF-IDF
fuel_consumption,能耗/油耗,all,18,百公里,0.014110821839623222,17149,6000,6,mean TF-IDF
fuel_consumption,能耗/油耗,all,19,油耗·油耗,0.013479318862678686,17149,6000,6,mean TF-IDF
fuel_consumption,能耗/油耗,all,20,电耗,0.013229545622844487,17149,6000,6,mean TF-IDF
fuel_consumption,能耗/油耗,negative,1,偏高,15.912763937011107,4456,4456,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,negative,2,油耗·偏高,13.224484785115234,4456,4456,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,negative,3,油耗,10.961247279348575,4456,4456,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,negative,4,市区·油耗,10.243265348423678,4456,4456,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,negative,5,只能,8.720050903509074,4456,4456,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,negative,6,缺点,8.270879961674874,4456,4456,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,negative,7,知道,8.26718577128054,4456,4456,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,negative,8,不低,8.183631718404325,4456,4456,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,negative,9,市区,7.576809677218593,4456,4456,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,negative,10,冬天,7.549241149827481,4456,4456,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,negative,11,新车,6.77165881161571,4456,4456,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,negative,12,油耗·不低,6.676631289805537,4456,4456,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,negative,13,油耗·市区,6.574032535844012,4456,4456,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,negative,14,异响,6.301162795791169,4456,4456,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,negative,15,记录,6.067128418261035,4456,4456,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,negative,16,个油,5.871954219398152,4456,4456,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,negative,17,换电,5.825757227972546,4456,4456,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,negative,18,周期,5.774478547377671,4456,4456,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,negative,19,冬天·续航,5.743290910136753,4456,4456,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,negative,20,有些,5.730890517472229,4456,4456,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,positive,1,省油,8.589600984076258,9765,6000,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,positive,2,油耗·满意,8.579729031142922,9765,6000,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,positive,3,完全,7.724869396629991,9765,6000,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,positive,4,不错,7.659558539587464,9765,6000,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,positive,5,充电,7.261397965528308,9765,6000,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,positive,6,惊喜,7.089020249165912,9765,6000,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,positive,7,比较满意,6.912541959618634,9765,6000,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,positive,8,省心,6.660905262286339,9765,6000,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,positive,9,满意,6.629597308631382,9765,6000,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,positive,10,性价比,6.2532989651166995,9765,6000,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,positive,11,油耗·不错,6.091586640749541,9765,6000,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,positive,12,油耗·接受,5.872772540186899,9765,6000,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,positive,13,选择,5.846114419131195,9765,6000,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,positive,14,成本,5.63408394161253,9765,6000,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,positive,15,相当,5.535094616325165,9765,6000,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,positive,16,扎实,5.535094616325165,9765,6000,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,positive,17,不高,5.408035839645921,9765,6000,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,positive,18,这款,5.268499184301821,9765,6000,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,positive,19,混动,5.264700835514216,9765,6000,10,informative Dirichlet log-odds z-score
fuel_consumption,能耗/油耗,positive,20,100km,5.155580478471497,9765,6000,10,informative Dirichlet log-odds z-score
configuration,配置,all,1,配置,0.06332898247031442,14247,6000,6,mean TF-IDF
configuration,配置,all,2,功能,0.03929330956457634,14247,6000,6,mean TF-IDF
configuration,配置,all,3,座椅,0.027868828581456905,14247,6000,6,mean TF-IDF
configuration,配置,all,4,内饰,0.02052599734436852,14247,6000,6,mean TF-IDF
configuration,配置,all,5,影像,0.01992176153399697,14247,6000,6,mean TF-IDF
configuration,配置,all,6,倒车,0.01804596888469453,14247,6000,6,mean TF-IDF
configuration,配置,all,7,空间,0.017685634500816127,14247,6000,6,mean TF-IDF
configuration,配置,all,8,自动,0.01737487121567513,14247,6000,6,mean TF-IDF
configuration,配置,all,9,加热,0.01607633460369665,14247,6000,6,mean TF-IDF
configuration,配置,all,10,不错,0.015851754791309118,14247,6000,6,mean TF-IDF
configuration,配置,all,11,辅助,0.015762586540787264,14247,6000,6,mean TF-IDF
configuration,配置,all,12,按键,0.015494640756686896,14247,6000,6,mean TF-IDF
configuration,配置,all,13,车门,0.015179349933254838,14247,6000,6,mean TF-IDF
configuration,配置,all,14,还有,0.015124046196725761,14247,6000,6,mean TF-IDF
configuration,配置,all,15,雷达,0.014667543075590426,14247,6000,6,mean TF-IDF
configuration,配置,all,16,亮点,0.014304143153224652,14247,6000,6,mean TF-IDF
configuration,配置,all,17,车机,0.014285564946655005,14247,6000,6,mean TF-IDF
configuration,配置,all,18,价格,0.013934456021205827,14247,6000,6,mean TF-IDF
configuration,配置,all,19,通风,0.013670657788497449,14247,6000,6,mean TF-IDF
configuration,配置,all,20,喜欢,0.013653291008523312,14247,6000,6,mean TF-IDF
configuration,配置,negative,1,雷达,12.837249975405257,3368,3368,10,informative Dirichlet log-odds z-score
configuration,配置,negative,2,加装,12.702302376023974,3368,3368,10,informative Dirichlet log-odds z-score
configuration,配置,negative,3,倒车,12.228827061136721,3368,3368,10,informative Dirichlet log-odds z-score
configuration,配置,negative,4,车机,11.550489088864776,3368,3368,10,informative Dirichlet log-odds z-score
configuration,配置,negative,5,只能,10.752982774709281,3368,3368,10,informative Dirichlet log-odds z-score
configuration,配置,negative,6,倒车·影像,10.535892303441445,3368,3368,10,informative Dirichlet log-odds z-score
configuration,配置,negative,7,只有,10.29121841353106,3368,3368,10,informative Dirichlet log-odds z-score
configuration,配置,negative,8,减配,10.267114207692687,3368,3368,10,informative Dirichlet log-odds z-score
configuration,配置,negative,9,居然,9.567455202813884,3368,3368,10,informative Dirichlet log-odds z-score
configuration,配置,negative,10,倒车·雷达,8.661331525215505,3368,3368,10,informative Dirichlet log-odds z-score
configuration,配置,negative,11,太低,8.434778152279575,3368,3368,10,informative Dirichlet log-odds z-score
configuration,配置,negative,12,吐槽,8.012473012812043,3368,3368,10,informative Dirichlet log-odds z-score
configuration,配置,negative,13,手动,7.900728069779873,3368,3368,10,informative Dirichlet log-odds z-score
configuration,配置,negative,14,配置·太低,7.680993564895982,3368,3368,10,informative Dirichlet log-odds z-score
configuration,配置,negative,15,缺点,7.321270535175983,3368,3368,10,informative Dirichlet log-odds z-score
configuration,配置,negative,16,后期,6.914196332466776,3368,3368,10,informative Dirichlet log-odds z-score
configuration,配置,negative,17,不如,6.8959580433539465,3368,3368,10,informative Dirichlet log-odds z-score
configuration,配置,negative,18,寒酸,6.886868342002506,3368,3368,10,informative Dirichlet log-odds z-score
configuration,配置,negative,19,问题,6.8718733315097404,3368,3368,10,informative Dirichlet log-odds z-score
configuration,配置,negative,20,不够,6.819390131732096,3368,3368,10,informative Dirichlet log-odds z-score
configuration,配置,positive,1,丰富,11.219907881682488,8148,6000,10,informative Dirichlet log-odds z-score
configuration,配置,positive,2,配置·丰富,9.711743422192564,8148,6000,10,informative Dirichlet log-odds z-score
configuration,配置,positive,3,性价比,8.887520906866317,8148,6000,10,informative Dirichlet log-odds z-score
configuration,配置,positive,4,辅助,7.99525394591235,8148,6000,10,informative Dirichlet log-odds z-score
configuration,配置,positive,5,英寸,7.383451861446164,8148,6000,10,informative Dirichlet log-odds z-score
configuration,配置,positive,6,安全,7.2715347601325195,8148,6000,10,informative Dirichlet log-odds z-score
configuration,配置,positive,7,配备,7.0200428584760886,8148,6000,10,informative Dirichlet log-odds z-score
configuration,配置,positive,8,智能,6.65009160643303,8148,6000,10,informative Dirichlet log-odds z-score
configuration,配置,positive,9,按摩,6.559517267528909,8148,6000,10,informative Dirichlet log-odds z-score
configuration,配置,positive,10,系统,6.214461784026095,8148,6000,10,informative Dirichlet log-odds z-score
configuration,配置,positive,11,以及,5.989073876063395,8148,6000,10,informative Dirichlet log-odds z-score
configuration,配置,positive,12,齐全,5.715192742769888,8148,6000,10,informative Dirichlet log-odds z-score
configuration,配置,positive,13,l2,5.515303789173967,8148,6000,10,informative Dirichlet log-odds z-score
configuration,配置,positive,14,不错,5.46844580285718,8148,6000,10,informative Dirichlet log-odds z-score
configuration,配置,positive,15,拉满,5.310963773767972,8148,6000,10,informative Dirichlet log-odds z-score
configuration,配置,positive,16,加热,5.28600820675325,8148,6000,10,informative Dirichlet log-odds z-score
configuration,配置,positive,17,亮点,5.026898786280284,8148,6000,10,informative Dirichlet log-odds z-score
configuration,配置,positive,18,辅助·系统,4.8409685866601775,8148,6000,10,informative Dirichlet log-odds z-score
configuration,配置,positive,19,全景,4.831854046210781,8148,6000,10,informative Dirichlet log-odds z-score
configuration,配置,positive,20,适应,4.813680925041143,8148,6000,10,informative Dirichlet log-odds z-score
intelligence,智能化,all,1,车机,0.04792021510664036,10995,6000,6,mean TF-IDF
intelligence,智能化,all,2,辅助,0.03377373140404893,10995,6000,6,mean TF-IDF
intelligence,智能化,all,3,导航,0.026590748441153007,10995,6000,6,mean TF-IDF
intelligence,智能化,all,4,智能,0.02628899924028765,10995,6000,6,mean TF-IDF
intelligence,智能化,all,5,功能,0.025441205737632002,10995,6000,6,mean TF-IDF
intelligence,智能化,all,6,智能化,0.0241448041520072,10995,6000,6,mean TF-IDF
intelligence,智能化,all,7,配置,0.022771994762982636,10995,6000,6,mean TF-IDF
intelligence,智能化,all,8,语音,0.021906300373525235,10995,6000,6,mean TF-IDF
intelligence,智能化,all,9,自动,0.017692295458575112,10995,6000,6,mean TF-IDF
intelligence,智能化,all,10,机系统,0.017689321680909514,10995,6000,6,mean TF-IDF
intelligence,智能化,all,11,智驾,0.017420582488648653,10995,6000,6,mean TF-IDF
intelligence,智能化,all,12,手机,0.017108132383590116,10995,6000,6,mean TF-IDF
intelligence,智能化,all,13,内饰,0.014447460018553397,10995,6000,6,mean TF-IDF
intelligence,智能化,all,14,高速,0.014233786146184334,10995,6000,6,mean TF-IDF
intelligence,智能化,all,15,还有,0.014094929415743248,10995,6000,6,mean TF-IDF
intelligence,智能化,all,16,不错,0.014031517930786283,10995,6000,6,mean TF-IDF
intelligence,智能化,all,17,问题,0.013739160860212546,10995,6000,6,mean TF-IDF
intelligence,智能化,all,18,系统,0.012895054260148161,10995,6000,6,mean TF-IDF
intelligence,智能化,all,19,carplay,0.012663709099615408,10995,6000,6,mean TF-IDF
intelligence,智能化,all,20,卡顿,0.012328716293282364,10995,6000,6,mean TF-IDF
intelligence,智能化,negative,1,车机,30.819404367605692,5109,5109,10,informative Dirichlet log-odds z-score
intelligence,智能化,negative,2,只能,13.722978910617991,5109,5109,10,informative Dirichlet log-odds z-score
intelligence,智能化,negative,3,机系统,12.196290181327766,5109,5109,10,informative Dirichlet log-odds z-score
intelligence,智能化,negative,4,缺点,11.397715850490025,5109,5109,10,informative Dirichlet log-odds z-score
intelligence,智能化,negative,5,问题,11.360669247062342,5109,5109,10,informative Dirichlet log-odds z-score
intelligence,智能化,negative,6,不好,11.266209186579301,5109,5109,10,informative Dirichlet log-odds z-score
intelligence,智能化,negative,7,不够,10.5858244314668,5109,5109,10,informative Dirichlet log-odds z-score
intelligence,智能化,negative,8,有时候,10.412827457775203,5109,5109,10,informative Dirichlet log-odds z-score
intelligence,智能化,negative,9,重启,10.409782165236106,5109,5109,10,informative Dirichlet log-odds z-score
intelligence,智能化,negative,10,黑屏,10.268881778962838,5109,5109,10,informative Dirichlet log-odds z-score
intelligence,智能化,negative,11,手机,10.074349808985684,5109,5109,10,informative Dirichlet log-odds z-score
intelligence,智能化,negative,12,出现,9.810030707022797,5109,5109,10,informative Dirichlet log-odds z-score
intelligence,智能化,negative,13,垃圾,9.420890475519546,5109,5109,10,informative Dirichlet log-odds z-score
intelligence,智能化,negative,14,carplay,9.260056334474429,5109,5109,10,informative Dirichlet log-odds z-score
intelligence,智能化,negative,15,希望,9.142261681553085,5109,5109,10,informative Dirichlet log-odds z-score
intelligence,智能化,negative,16,死机,9.125229595776046,5109,5109,10,informative Dirichlet log-odds z-score
intelligence,智能化,negative,17,蓝牙,8.95936145250099,5109,5109,10,informative Dirichlet log-odds z-score
intelligence,智能化,negative,18,经常,8.935342828417841,5109,5109,10,informative Dirichlet log-odds z-score
intelligence,智能化,negative,19,知道,8.931298621157467,5109,5109,10,informative Dirichlet log-odds z-score
intelligence,智能化,negative,20,无法,8.916589706658895,5109,5109,10,informative Dirichlet log-odds z-score
intelligence,智能化,positive,1,辅助,16.576204604640626,4493,4493,10,informative Dirichlet log-odds z-score
intelligence,智能化,positive,2,智能,12.994608061232448,4493,4493,10,informative Dirichlet log-odds z-score
intelligence,智能化,positive,3,英寸,10.51497569496487,4493,4493,10,informative Dirichlet log-odds z-score
intelligence,智能化,positive,4,配置,10.504240236398054,4493,4493,10,informative Dirichlet log-odds z-score
intelligence,智能化,positive,5,系统,9.589326846060859,4493,4493,10,informative Dirichlet log-odds z-score
intelligence,智能化,positive,6,l2,9.462494286125432,4493,4493,10,informative Dirichlet log-odds z-score
intelligence,智能化,positive,7,方便,9.432844787370295,4493,4493,10,informative Dirichlet log-odds z-score
intelligence,智能化,positive,8,智驾,9.29756341578209,4493,4493,10,informative Dirichlet log-odds z-score
intelligence,智能化,positive,9,控制,9.239206530546433,4493,4493,10,informative Dirichlet log-odds z-score
intelligence,智能化,positive,10,辅助·系统,9.210041496289493,4493,4493,10,informative Dirichlet log-odds z-score
intelligence,智能化,positive,11,泊车,9.086652168033476,4493,4493,10,informative Dirichlet log-odds z-score
intelligence,智能化,positive,12,配备,9.037928768797634,4493,4493,10,informative Dirichlet log-odds z-score
intelligence,智能化,positive,13,搭载,8.991652614054562,4493,4493,10,informative Dirichlet log-odds z-score
intelligence,智能化,positive,14,安全,8.979367851606884,4493,4493,10,informative Dirichlet log-odds z-score
intelligence,智能化,positive,15,轻松,8.42219972328795,4493,4493,10,informative Dirichlet log-odds z-score
intelligence,智能化,positive,16,自动,8.338601715834974,4493,4493,10,informative Dirichlet log-odds z-score
intelligence,智能化,positive,17,高速,8.186389722781955,4493,4493,10,informative Dirichlet log-odds z-score
intelligence,智能化,positive,18,科技,7.6869583664305114,4493,4493,10,informative Dirichlet log-odds z-score
intelligence,智能化,positive,19,语音,7.478546238725389,4493,4493,10,informative Dirichlet log-odds z-score
intelligence,智能化,positive,20,实用,7.438828277801114,4493,4493,10,informative Dirichlet log-odds z-score
value,性价比,all,1,价格,0.058509159278748876,15316,6000,6,mean TF-IDF
value,性价比,all,2,购车,0.04512366067588033,15316,6000,6,mean TF-IDF
value,性价比,all,3,经历,0.038161189373747524,15316,6000,6,mean TF-IDF
value,性价比,all,4,购车·经历,0.03805468962229328,15316,6000,6,mean TF-IDF
value,性价比,all,5,性价比,0.03303934501198826,15316,6000,6,mean TF-IDF
value,性价比,all,6,提车,0.03208053974874282,15316,6000,6,mean TF-IDF
value,性价比,all,7,优惠,0.03082748595965518,15316,6000,6,mean TF-IDF
value,性价比,all,8,落地,0.0290174930514117,15316,6000,6,mean TF-IDF
value,性价比,all,9,提车·价格,0.026826733402252924,15316,6000,6,mean TF-IDF
value,性价比,all,10,配置,0.023065151839295556,15316,6000,6,mean TF-IDF
value,性价比,all,11,价位,0.022209133560402064,15316,6000,6,mean TF-IDF
value,性价比,all,12,保养,0.0172847286114587,15316,6000,6,mean TF-IDF
value,性价比,all,13,不错,0.016825533409147976,15316,6000,6,mean TF-IDF
value,性价比,all,14,空间,0.016123331726677903,15316,6000,6,mean TF-IDF
value,性价比,all,15,销售,0.015716361359860386,15316,6000,6,mean TF-IDF
value,性价比,all,16,便宜,0.015384045509255102,15316,6000,6,mean TF-IDF
value,性价比,all,17,内饰,0.015020199046321339,15316,6000,6,mean TF-IDF
value,性价比,all,18,外观,0.014638455031304272,15316,6000,6,mean TF-IDF
value,性价比,all,19,动力,0.014407944402654466,15316,6000,6,mean TF-IDF
value,性价比,all,20,保险,0.014043824855523602,15316,6000,6,mean TF-IDF
value,性价比,negative,1,买贵,8.79320194000424,1756,1756,8,informative Dirichlet log-odds z-score
value,性价比,negative,2,价格,7.500170910583132,1756,1756,8,informative Dirichlet log-odds z-score
value,性价比,negative,3,优惠,7.430687545970955,1756,1756,8,informative Dirichlet log-odds z-score
value,性价比,negative,4,偏贵,7.229514394759126,1756,1756,8,informative Dirichlet log-odds z-score
value,性价比,negative,5,偏高,7.16439143503662,1756,1756,8,informative Dirichlet log-odds z-score
value,性价比,negative,6,现在,7.148554826827249,1756,1756,8,informative Dirichlet log-odds z-score
value,性价比,negative,7,小贵,6.594067038004137,1756,1756,8,informative Dirichlet log-odds z-score
value,性价比,negative,8,提车,6.129143805636147,1756,1756,8,informative Dirichlet log-odds z-score
value,性价比,negative,9,提车·价格,6.025729536735979,1756,1756,8,informative Dirichlet log-odds z-score
value,性价比,negative,10,只能,5.528205433020052,1756,1756,8,informative Dirichlet log-odds z-score
value,性价比,negative,11,顶配,5.520209383466694,1756,1756,8,informative Dirichlet log-odds z-score
value,性价比,negative,12,性价比·不高,5.500056406715801,1756,1756,8,informative Dirichlet log-odds z-score
value,性价比,negative,13,减配,5.135904214215756,1756,1756,8,informative Dirichlet log-odds z-score
value,性价比,negative,14,定价,4.978156287883681,1756,1756,8,informative Dirichlet log-odds z-score
value,性价比,negative,15,价格·不算,4.884038872036715,1756,1756,8,informative Dirichlet log-odds z-score
value,性价比,negative,16,价格·偏贵,4.788645900027649,1756,1756,8,informative Dirichlet log-odds z-score
value,性价比,negative,17,普通人,4.698501418884093,1756,1756,8,informative Dirichlet log-odds z-score
value,性价比,negative,18,价格·偏高,4.69349172989732,1756,1756,8,informative Dirichlet log-odds z-score
value,性价比,negative,19,不爽,4.627711167905146,1756,1756,8,informative Dirichlet log-odds z-score
value,性价比,negative,20,柏林,4.621339734699766,1756,1756,8,informative Dirichlet log-odds z-score
value,性价比,positive,1,性价比,12.4261045883139,9995,6000,8,informative Dirichlet log-odds z-score
value,性价比,positive,2,不错,6.436556105149428,9995,6000,8,informative Dirichlet log-odds z-score
value,性价比,positive,3,价位,6.055589663303302,9995,6000,8,informative Dirichlet log-odds z-score
value,性价比,positive,4,综合,5.610082568611481,9995,6000,8,informative Dirichlet log-odds z-score
value,性价比,positive,5,合资,5.592380028835139,9995,6000,8,informative Dirichlet log-odds z-score
value,性价比,positive,6,空间,5.529137066186172,9995,6000,8,informative Dirichlet log-odds z-score
value,性价比,positive,7,外观,5.001605167239141,9995,6000,8,informative Dirichlet log-odds z-score
value,性价比,positive,8,合适,4.798138463465399,9995,6000,8,informative Dirichlet log-odds z-score
value,性价比,positive,9,补贴,4.763373846463403,9995,6000,8,informative Dirichlet log-odds z-score
value,性价比,positive,10,家用,4.478423865590124,9995,6000,8,informative Dirichlet log-odds z-score
value,性价比,positive,11,实惠,4.443629147991984,9995,6000,8,informative Dirichlet log-odds z-score
value,性价比,positive,12,试驾,4.221215628577544,9995,6000,8,informative Dirichlet log-odds z-score
value,性价比,positive,13,价格·合适,4.202790754369579,9995,6000,8,informative Dirichlet log-odds z-score
value,性价比,positive,14,同价位,4.122534781409159,9995,6000,8,informative Dirichlet log-odds z-score
value,性价比,positive,15,性价比·不错,4.104838322000383,9995,6000,8,informative Dirichlet log-odds z-score
value,性价比,positive,16,选择,4.023567462534141,9995,6000,8,informative Dirichlet log-odds z-score
value,性价比,positive,17,车身,3.9086348399793147,9995,6000,8,informative Dirichlet log-odds z-score
value,性价比,positive,18,家庭,3.8591125591021114,9995,6000,8,informative Dirichlet log-odds z-score
value,性价比,positive,19,颜值,3.8513663281260433,9995,6000,8,informative Dirichlet log-odds z-score
value,性价比,positive,20,需求,3.8153313130910984,9995,6000,8,informative Dirichlet log-odds z-score
