role,series_name,expected_source_name,expected_identity_text,source_name,source_url,mapping_status,fetched_at,returned_source_name,date,source_sales,current_sales,difference,comparison
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2020-02-01,1768,,,outside_panel
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2020-03-01,3687,,,outside_panel
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2020-04-01,4583,,,outside_panel
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2020-05-01,4845,,,outside_panel
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2020-06-01,5473,,,outside_panel
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2020-07-01,3695,,,outside_panel
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2020-08-01,4440,,,outside_panel
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2020-09-01,18962,,,outside_panel
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2020-10-01,10963,,,outside_panel
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2020-11-01,12216,,,outside_panel
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2020-12-01,12810,,,outside_panel
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2021-01-01,8397,,,outside_panel
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2021-02-01,5094,,,outside_panel
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2021-03-01,7295,,,outside_panel
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2021-04-01,7977,,,outside_panel
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2021-05-01,7428,,,outside_panel
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2021-06-01,5688,,,outside_panel
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2021-07-01,4671,,,outside_panel
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2021-08-01,5698,,,outside_panel
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2021-09-01,14597,,,outside_panel
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2021-10-01,16763,,,outside_panel
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2021-11-01,1781,,,outside_panel
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2021-12-01,8043,,,outside_panel
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2022-01-01,6340,6340.0,0.0,exact
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2022-02-01,4655,4655.0,0.0,exact
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2022-03-01,3,3.0,0.0,exact
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2022-04-01,0,0.0,0.0,exact
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2022-05-01,1,1.0,0.0,exact
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2022-06-01,10,10.0,0.0,exact
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2022-07-01,4,4.0,0.0,exact
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2022-08-01,3,3.0,0.0,exact
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2022-09-01,1,1.0,0.0,exact
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2022-10-01,0,0.0,0.0,exact
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2022-11-01,1,1.0,0.0,exact
target,宝骏530,宝骏530,宝骏,车主手册,https://www.icauto.com.cn/rank/car_101.html,mapped,2026-08-29T11:00:56+08:00,宝骏530,2022-12-01,6,6.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2023-01-01,0,0.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2023-02-01,0,0.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2023-03-01,0,0.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2023-04-01,0,0.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2023-05-01,0,0.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2023-06-01,0,0.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2023-07-01,0,0.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2023-08-01,0,0.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2023-09-01,0,0.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2023-10-01,0,0.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2023-11-01,496,496.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2023-12-01,826,826.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2024-01-01,1899,1899.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2024-02-01,510,510.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2024-03-01,729,729.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2024-04-01,502,502.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2024-05-01,920,920.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2024-06-01,990,990.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2024-07-01,1325,1325.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2024-08-01,1595,1595.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2024-09-01,1475,1475.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2024-10-01,1128,1128.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2024-11-01,867,867.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2024-12-01,951,951.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2025-01-01,155,155.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2025-02-01,53,53.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2025-03-01,906,906.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2025-04-01,720,720.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2025-05-01,620,620.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2025-06-01,529,529.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2025-07-01,318,318.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2025-08-01,156,156.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2025-09-01,190,190.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2025-10-01,60,60.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2025-11-01,49,49.0,0.0,exact
target,捷途山海L9,捷途山海L9,捷途,车主手册,https://www.icauto.com.cn/rank/car_3495.html,mapped,2026-08-29T11:00:56+08:00,捷途山海L9,2025-12-01,86,86.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2022-01-01,0,0.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2022-02-01,0,0.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2022-03-01,0,0.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2022-04-01,0,0.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2022-05-01,0,0.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2022-06-01,0,0.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2022-07-01,0,0.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2022-08-01,0,0.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2022-09-01,0,0.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2022-10-01,0,0.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2022-11-01,0,0.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2022-12-01,0,0.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2023-01-01,0,0.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2023-02-01,0,0.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2023-03-01,0,0.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2023-04-01,0,0.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2023-05-01,0,0.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2023-06-01,0,0.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2023-07-01,0,0.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2023-08-01,0,0.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2023-09-01,0,0.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2023-10-01,0,0.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2023-11-01,0,0.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2023-12-01,774,774.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2024-01-01,218,218.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2024-02-01,147,147.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2024-03-01,511,511.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2024-04-01,362,362.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2024-05-01,1001,1001.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2024-06-01,461,461.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2024-07-01,1143,1143.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2024-08-01,2147,2147.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2024-09-01,1474,1474.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2024-10-01,1022,1022.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2024-11-01,902,902.0,0.0,exact
target,极越01,极越01,极越,车主手册,https://www.icauto.com.cn/rank/car_3078.html,mapped,2026-08-29T11:00:56+08:00,极越01,2024-12-01,160,160.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2023-01-01,0,13020.0,-13020.0,source_zero_current_positive
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2023-02-01,0,0.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2023-03-01,0,0.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2023-04-01,0,0.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2023-05-01,0,0.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2023-06-01,0,0.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2023-07-01,0,0.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2023-08-01,7368,7368.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2023-09-01,8312,8312.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2023-10-01,8374,8374.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2023-11-01,7185,7185.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2023-12-01,7029,7029.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2024-01-01,11934,11934.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2024-02-01,5545,5545.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2024-03-01,4795,4795.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2024-04-01,3666,3666.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2024-05-01,3894,3894.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2024-06-01,2988,2988.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2024-07-01,3281,3281.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2024-08-01,3442,3442.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2024-09-01,3412,3412.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2024-10-01,4066,4066.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2024-11-01,5697,5697.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2024-12-01,6641,6641.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2025-01-01,5445,5445.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2025-02-01,2478,2478.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2025-03-01,3331,3331.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2025-04-01,5514,5514.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2025-05-01,7932,7932.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2025-06-01,7180,7180.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2025-07-01,5943,5943.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2025-08-01,4323,4323.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2025-09-01,5831,5831.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2025-10-01,4722,4722.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2025-11-01,4625,4625.0,0.0,exact
target,长安CS55PLUS,长安CS55 PLUS,长安,车主手册,https://www.icauto.com.cn/rank/car_1432.html,mapped,2026-08-29T11:00:56+08:00,长安CS55 PLUS,2025-12-01,4443,4443.0,0.0,exact
target,长安欧尚Z6 智电iDD,长安欧尚Z6 智电iDD,长安欧尚,车主手册,https://www.icauto.com.cn/rank/car_3067.html,mapped,2026-08-29T11:00:56+08:00,长安欧尚Z6 智电iDD,2023-01-01,0,0.0,0.0,exact
