series_name,date,sentiment_review_count_prior_all,sentiment_review_count_180d,sentiment_available_prior,sentiment_available_180d,platform_rating_overall_sentiment_180d_mean,platform_rating_overall_polarity_180d_mean,text_global_polarity_180d_mean,platform_rating_appearance_sentiment_180d_mean,text_appearance_polarity_180d_mean,platform_rating_interior_sentiment_180d_mean,text_interior_polarity_180d_mean,platform_rating_space_sentiment_180d_mean,text_space_polarity_180d_mean,platform_rating_power_sentiment_180d_mean,text_power_polarity_180d_mean,platform_rating_control_sentiment_180d_mean,text_control_polarity_180d_mean,platform_rating_comfort_sentiment_180d_mean,text_comfort_polarity_180d_mean,platform_rating_fuel_consumption_sentiment_180d_mean,text_fuel_consumption_polarity_180d_mean,platform_rating_configuration_sentiment_180d_mean,text_configuration_polarity_180d_mean,platform_rating_intelligence_sentiment_180d_mean,text_intelligence_polarity_180d_mean,platform_rating_value_sentiment_180d_mean,text_value_polarity_180d_mean,text_appearance_mentioned_180d_count,text_interior_mentioned_180d_count,text_space_mentioned_180d_count,text_power_mentioned_180d_count,text_control_mentioned_180d_count,text_comfort_mentioned_180d_count,text_fuel_consumption_mentioned_180d_count,text_configuration_mentioned_180d_count,text_intelligence_mentioned_180d_count,text_value_mentioned_180d_count
极氪009,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
林肯Z,2023-04-01,16,4,1,1,0.7375,0.5,-0.5,0.9375,-0.3333333333333333,0.8125,0.3333333333333333,0.875,0.5,,0.0,,0.0,,0.0,,-0.75,0.5625,0.5,,-0.5,,0.6666666666666666,3,3,4,4,4,4,4,2,4,3
枫叶60s,2023-04-01,6,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
标致4008,2023-04-01,30,1,1,1,0.5,0.0,-1.0,0.5,-1.0,0.5,,0.5,0.0,,-1.0,,-1.0,,-1.0,,0.0,0.5,-1.0,,,,0.0,1,0,1,1,1,1,1,1,0,1
标致408,2023-04-01,50,19,1,1,0.6105263157894737,0.2631578947368421,-0.3684210526315789,0.631578947368421,0.0,0.5789473684210527,0.058823529411764705,0.6842105263157895,0.05263157894736842,0.5,-0.21052631578947367,0.5,0.058823529411764705,0.25,-0.375,,-0.05263157894736842,0.4605263157894737,-0.0625,,0.3,,0.10526315789473684,16,17,19,19,17,16,19,16,10,19
标致408X,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
标致5008,2023-04-01,46,9,1,1,0.5611111111111111,0.1111111111111111,0.3333333333333333,0.6388888888888888,0.5714285714285714,0.6666666666666666,0.2857142857142857,0.5,0.125,0.45,0.7142857142857143,0.4,0.0,0.4,0.5555555555555556,,0.3333333333333333,0.5555555555555556,0.375,,1.0,,0.5,7,7,8,7,9,9,6,8,3,4
标致508,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
格瑞维亚,2023-04-01,7,7,1,1,0.4928571428571429,0.0,0.2857142857142857,0.6071428571428571,0.3333333333333333,0.35714285714285715,0.5,0.75,0.3333333333333333,0.35,-0.2,0.25,-0.25,0.55,0.2,,0.5,0.39285714285714285,-0.25,,-1.0,,0.0,6,6,6,5,4,5,4,4,3,3
欧拉好猫,2023-04-01,44,5,1,1,0.6000000000000001,0.2,0.6,0.9,1.0,0.8,0.6666666666666666,0.55,0.0,,,,,,-0.5,,0.4,0.5,0.0,,0.0,,0.8,2,3,1,0,0,2,5,3,1,5
欧拉闪电猫,2023-04-01,77,77,1,1,0.6292207792207792,0.24675324675324675,0.3116883116883117,0.788961038961039,0.36231884057971014,0.7694805194805194,0.4909090909090909,0.4837662337662338,0.07317073170731707,0.625,0.5609756097560976,0.5416666666666666,0.4186046511627907,0.5,0.49056603773584906,,0.22641509433962265,0.6818181818181818,0.29411764705882354,,0.046511627906976744,,0.2702702702702703,69,55,41,41,43,53,53,51,43,37
欧诺S,2023-04-01,19,2,1,1,0.19999999999999996,-0.5,-1.0,0.125,0.5,-0.125,,0.75,-0.5,0.25,-1.0,0.0,1.0,0.0,0.0,,0.0,-0.125,1.0,,-1.0,,-1.0,2,0,2,1,1,2,1,1,1,1
汉,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
江淮A5 PLUS,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
江淮QX PHEV,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
沃兰多,2023-04-01,8,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
沃尔沃C40,2023-04-01,6,4,1,1,0.7849999999999999,0.5,-1.0,1.0,0.25,0.875,-0.5,0.5,-1.0,1.0,0.3333333333333333,,0.0,,0.25,0.5,-1.0,,0.0,,-0.75,,0.0,4,4,4,3,4,4,4,4,4,4
沃尔沃S60,2023-04-01,99,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
沃尔沃S90,2023-04-01,93,2,1,1,0.75,0.5,0.0,0.75,1.0,0.875,0.0,0.875,0.0,,0.5,,0.5,,0.0,,0.5,0.625,1.0,,0.0,,0.5,1,2,2,2,2,2,2,2,2,2
海豹,2023-04-01,54,50,1,1,0.589,0.14,-0.24,0.88,0.46875,0.575,0.1111111111111111,0.675,0.18518518518518517,1.0,0.15384615384615385,-0.5,0.08108108108108109,0.0,0.07894736842105263,,-0.047619047619047616,0.62,-0.10714285714285714,,0.06451612903225806,,0.07407407407407407,32,36,27,39,37,38,42,28,31,27
海豹07DM-i,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
海马8S,2023-04-01,9,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
海鸥,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
深蓝SL03,2023-04-01,52,47,1,1,0.5542553191489361,0.10638297872340426,0.2127659574468085,0.7127659574468085,0.3333333333333333,0.4734042553191489,0.35294117647058826,0.5319148936170213,0.23529411764705882,0.5,0.17142857142857143,0.375,0.29411764705882354,0.3125,0.17647058823529413,,0.1388888888888889,0.5797872340425532,0.16216216216216217,,0.11764705882352941,,0.2,42,34,34,35,34,34,36,37,34,40
狮铂拓界,2023-04-01,15,15,1,1,0.6266666666666667,0.2,0.5333333333333333,0.65,0.2,0.5666666666666667,0.4444444444444444,0.6166666666666667,0.16666666666666666,0.6,0.5,0.625,0.5,0.625,0.6,,0.125,0.6333333333333333,0.2,,-0.14285714285714285,,0.625,15,9,12,14,10,10,8,10,7,8
瑞虎3x,2023-04-01,64,9,1,1,0.2666666666666666,-0.5555555555555556,-0.1111111111111111,0.3888888888888889,0.5714285714285714,0.19444444444444445,0.16666666666666666,0.2777777777777778,-0.5,0.2,0.6666666666666666,0.1,0.0,-0.05,-1.0,,0.0,0.4166666666666667,-0.16666666666666666,,,,0.4,7,6,4,3,5,5,5,6,0,5
瑞虎5x,2023-04-01,61,6,1,1,0.6416666666666666,0.5,-0.3333333333333333,0.5,0.4,0.7083333333333334,0.5,0.625,0.5,0.25,-0.5,0.25,0.25,0.5,-0.3333333333333333,,0.25,0.6666666666666666,0.8,,0.0,,-0.4,5,4,6,6,4,3,4,5,2,5
瑞虎8,2023-04-01,58,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
瑞风E3,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
瑞风M3,2023-04-01,34,6,1,1,0.30833333333333324,-0.16666666666666666,0.16666666666666666,0.375,0.0,0.25,0.16666666666666666,0.625,-0.3333333333333333,0.6,-0.16666666666666666,0.15,0.2,0.75,0.0,,-0.6666666666666666,0.2916666666666667,0.5,,1.0,,0.5,4,6,6,6,5,6,3,4,3,4
皓影,2023-04-01,62,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
皓影新能源,2023-04-01,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
福瑞迪,2023-04-01,10,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
秦新能源,2023-04-01,6,1,1,1,0.645,0.0,-1.0,0.5,1.0,0.5,1.0,0.5,0.0,0.5,1.0,,,,,0.5,-1.0,,-1.0,,-1.0,,1.0,1,1,1,1,0,0,1,1,1,1
索纳塔,2023-04-01,84,7,1,1,0.5071428571428571,0.0,0.14285714285714285,0.5357142857142857,0.42857142857142855,0.35714285714285715,-0.25,0.7142857142857143,0.6666666666666666,0.5,0.0,0.5,-0.2,0.25,0.6,,0.0,0.5714285714285714,0.3333333333333333,,-1.0,,0.0,7,4,6,7,5,5,6,6,1,4
红旗E-QM5,2023-04-01,13,7,1,1,0.30714285714285705,-0.42857142857142855,-0.14285714285714285,0.6428571428571429,0.75,0.42857142857142855,0.5,1.0,0.3333333333333333,,0.5,,0.5,,0.0,,-0.2857142857142857,-0.35714285714285715,-0.2,,-1.0,,0.0,4,2,6,4,4,3,7,5,3,3
红旗H5,2023-04-01,11,11,1,1,0.8136363636363637,0.8181818181818182,0.09090909090909091,0.9772727272727273,0.4,0.7727272727272727,0.5,0.9318181818181818,0.8,,0.3333333333333333,,0.3333333333333333,,0.45454545454545453,,-0.3,0.6818181818181818,0.45454545454545453,,0.2,,0.2222222222222222,10,10,10,9,9,11,10,11,10,9
红旗H9,2023-04-01,85,9,1,1,0.6555555555555556,0.3333333333333333,0.1111111111111111,0.8611111111111112,0.25,0.6944444444444444,0.25,0.6388888888888888,0.1111111111111111,0.75,-0.14285714285714285,0.5,0.2857142857142857,0.75,-0.1111111111111111,,0.0,0.7222222222222222,0.3333333333333333,,-1.0,,0.8333333333333334,8,8,9,7,7,9,9,6,1,6
红旗HQ9,2023-04-01,16,13,1,1,0.6115384615384615,0.3076923076923077,0.7692307692307693,0.6923076923076923,0.38461538461538464,0.6153846153846154,0.6,0.7115384615384616,0.5454545454545454,0.5227272727272727,0.45454545454545453,0.5,0.8333333333333334,0.5909090909090909,0.7777777777777778,,0.0,0.6346153846153846,0.4444444444444444,,1.0,,0.0,13,10,11,11,6,9,4,9,3,4
红旗HS3,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
红旗HS5,2023-04-01,89,6,1,1,0.6916666666666665,0.5,-0.16666666666666666,0.75,0.5,0.6666666666666666,-0.2,0.8333333333333334,1.0,,0.2,,0.0,,0.0,,-0.3333333333333333,0.625,-0.16666666666666666,,-0.6,,0.8333333333333334,6,5,6,5,3,6,6,6,5,6
缤瑞,2023-04-01,79,31,1,1,0.5435483870967742,0.0967741935483871,0.12903225806451613,0.717741935483871,0.4,0.532258064516129,0.5909090909090909,0.46774193548387094,0.5,0.625,0.36666666666666664,0.625,0.4166666666666667,0.4583333333333333,0.5217391304347826,,0.3333333333333333,0.49193548387096775,0.35294117647058826,,-0.3076923076923077,,0.5,25,22,22,30,24,23,15,17,13,18
缤越,2023-04-01,48,7,1,1,0.5999999999999999,0.2857142857142857,-0.14285714285714285,0.6785714285714286,0.5714285714285714,0.6428571428571429,0.16666666666666666,0.42857142857142855,-0.42857142857142855,,0.0,,-0.14285714285714285,,-0.2857142857142857,,0.16666666666666666,0.6071428571428571,0.3333333333333333,,-0.4,,0.2857142857142857,7,6,7,7,7,7,6,6,5,7
胜达,2023-04-01,42,6,1,1,0.5333333333333333,0.16666666666666666,0.6666666666666666,0.4583333333333333,1.0,0.4583333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,0.375,0.3333333333333333,0.5,0.8333333333333334,,1.0,0.625,0.8,,1.0,,1.0,5,6,6,6,3,6,1,5,4,3
腾势D9,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
艾力绅,2023-04-01,86,7,1,1,0.5357142857142857,0.0,0.42857142857142855,0.42857142857142855,0.4,0.5,0.2,0.8214285714285714,0.5714285714285714,0.25,0.25,0.25,0.4,0.5,0.5714285714285714,,0.0,0.2857142857142857,0.75,,1.0,,0.5,5,5,7,4,5,7,6,4,3,4
艾瑞泽5,2023-04-01,77,6,1,1,0.5083333333333333,0.0,-0.5,0.5416666666666666,0.16666666666666666,0.4583333333333333,-0.25,0.5416666666666666,0.75,,-1.0,,0.0,,-1.0,,-0.16666666666666666,0.5,0.16666666666666666,,-1.0,,0.16666666666666666,6,4,4,6,5,5,6,6,1,6
艾瑞泽8,2023-04-01,46,45,1,1,0.6955555555555556,0.4888888888888889,-0.2222222222222222,0.7611111111111111,0.6153846153846154,0.7388888888888889,0.35,0.7944444444444444,0.6097560975609756,0.75,0.022222222222222223,0.5,-0.047619047619047616,0.5833333333333334,0.2,,-0.18181818181818182,0.6333333333333333,0.3157894736842105,,-0.37142857142857144,,0.358974358974359,39,40,41,45,42,45,44,38,35,39
英仕派,2023-04-01,68,5,1,1,0.56,0.0,0.2,0.8,0.4,0.15,0.3333333333333333,0.9,0.75,,0.6,,1.0,,0.0,,0.2,0.35,0.2,,0.0,,0.4,5,3,4,5,3,5,5,5,2,5
荣威D7,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
荣威RX3,2023-04-01,10,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
荣威i5,2023-04-01,67,7,1,1,0.4857142857142857,0.0,-0.42857142857142855,0.7142857142857143,-0.16666666666666666,0.5,-0.4,0.5357142857142857,0.0,0.5,-0.5714285714285714,0.5,0.4,0.5,-0.8333333333333334,,-0.5,0.5357142857142857,-0.5,,0.0,,-0.5714285714285714,6,5,4,7,5,6,4,6,3,7
荣威i6 MAX新能源,2023-04-01,9,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
荣威iMAX8,2023-04-01,59,14,1,1,0.7214285714285714,0.42857142857142855,0.0,0.7142857142857143,0.2,0.7142857142857143,0.18181818181818182,0.6785714285714286,0.4166666666666667,,-0.08333333333333333,,-0.2222222222222222,,0.6923076923076923,,0.4,0.7678571428571429,-0.08333333333333333,,-0.6,,0.07692307692307693,10,11,12,12,9,13,10,12,5,13
荣威iMAX8新能源,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
菱智,2023-04-01,26,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
蒙迪欧,2023-04-01,68,6,1,1,0.6,0.5,-0.6666666666666666,0.7916666666666666,-0.6,0.4166666666666667,-0.8,0.9583333333333334,0.2,0.5,0.3333333333333333,0.0,0.5,0.75,0.0,,0.4,0.4583333333333333,-0.4,,-0.6,,0.0,5,5,5,6,6,6,5,5,5,5
蔚来ET5,2023-04-01,33,32,1,1,0.696875,0.40625,0.1875,0.890625,0.35714285714285715,0.71875,0.34615384615384615,0.4765625,0.0,0.6666666666666666,0.18181818181818182,0.5,0.32,0.3333333333333333,0.2222222222222222,,-0.28,0.796875,0.18181818181818182,,0.36363636363636365,,0.2777777777777778,28,26,24,22,25,27,25,22,22,18
蔚来ET5T,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
蔚来ET7,2023-04-01,63,28,1,1,0.6892857142857143,0.39285714285714285,0.2857142857142857,0.7767857142857143,0.55,0.7589285714285714,0.47058823529411764,0.6964285714285714,0.45,0.625,0.2631578947368421,0.4375,0.4444444444444444,0.4583333333333333,0.5652173913043478,,-0.09090909090909091,0.8035714285714286,0.05263157894736842,,-0.07692307692307693,,0.1,20,17,20,19,18,23,22,19,13,10
豪越L,2023-04-01,12,12,1,1,0.6,0.25,0.08333333333333333,0.6666666666666666,0.75,0.5,0.25,0.7708333333333334,0.7,0.45,0.3333333333333333,0.4,0.125,0.5,0.8,,-0.42857142857142855,0.5416666666666666,0.0,,0.0,,0.4,8,8,10,12,8,10,7,5,4,5
赛图斯,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
赛那SIENNA,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
起亚EV5,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
起亚K3,2023-04-01,73,9,1,1,0.4111111111111111,-0.1111111111111111,0.4444444444444444,0.5,0.42857142857142855,0.4444444444444444,0.42857142857142855,0.3333333333333333,0.4,0.4166666666666667,-0.1111111111111111,0.375,0.5,0.4583333333333333,1.0,,-0.75,0.4166666666666667,0.5,,0.75,,-0.3333333333333333,7,7,5,9,8,6,4,8,4,3
起亚K5凯酷,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
起亚KX3傲跑,2023-04-01,10,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
迈腾,2023-04-01,76,7,1,1,0.55,0.0,0.0,0.8214285714285714,0.2,0.39285714285714285,0.5,0.7857142857142857,0.0,,0.0,,0.16666666666666666,,0.0,,-0.14285714285714285,0.35714285714285715,0.0,,-1.0,,0.0,5,4,5,6,6,3,7,3,1,7
迈腾PHEV,2023-04-01,140,17,1,1,0.488235294117647,0.058823529411764705,0.0,0.6911764705882353,0.5,0.5,0.2222222222222222,0.6911764705882353,0.5454545454545454,0.5,0.23076923076923078,0.4375,0.25,0.375,-0.25,,0.6153846153846154,0.5147058823529411,0.4444444444444444,,0.5555555555555556,,0.25,8,9,11,13,8,12,13,9,9,8
迈锐宝XL,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
逍客,2023-04-01,26,1,1,1,0.7000000000000002,0.0,-1.0,0.75,0.0,0.75,-1.0,0.5,-1.0,,-1.0,,-1.0,,0.0,,-1.0,0.5,-1.0,,-1.0,,1.0,1,1,1,1,1,1,1,1,1,1
途安,2023-04-01,1,1,1,1,0.69,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,0.5,-1.0,0.0,1.0,1.0,1.0,,-1.0,,0.0,,1.0,1,1,1,1,1,1,1,1,1,1
途岳,2023-04-01,117,19,1,1,0.48947368421052634,0.0,0.3684210526315789,0.7631578947368421,0.8,0.3026315789473684,0.26666666666666666,0.5263157894736842,0.6111111111111112,0.25,0.375,0.75,0.38461538461538464,0.25,0.0,,0.29411764705882354,0.2236842105263158,0.8125,,-0.6666666666666666,,0.0,15,15,18,16,13,14,17,16,6,16
途昂,2023-04-01,134,12,1,1,0.7208333333333333,0.5833333333333334,-0.4166666666666667,0.8333333333333334,0.125,0.6458333333333334,-0.16666666666666666,0.875,0.6363636363636364,0.5,-0.6666666666666666,0.5,-0.25,0.5,0.2727272727272727,,-0.5454545454545454,0.75,0.0,,-0.5,,-0.5454545454545454,8,6,11,6,8,11,11,8,6,11
途胜L,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
途观L,2023-04-01,89,10,1,1,0.51,0.1,0.0,0.7,0.5,0.275,-0.16666666666666666,0.65,0.4,,0.0,,0.0,,0.14285714285714285,,0.125,0.45,0.4,,0.0,,-0.14285714285714285,6,6,10,8,6,7,8,5,4,7
途观L新能源,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
速腾,2023-04-01,132,12,1,1,0.6541666666666667,0.5,-0.16666666666666666,0.75,0.36363636363636365,0.625,0.16666666666666666,0.6875,0.25,,0.16666666666666666,,0.375,,-0.2727272727272727,,0.3333333333333333,0.5833333333333334,0.08333333333333333,,-0.5,,0.16666666666666666,11,12,12,12,8,11,12,12,6,12
逸动,2023-04-01,74,1,1,1,0.25,0.0,-1.0,0.25,1.0,0.25,1.0,0.25,1.0,,-1.0,,-1.0,,-1.0,,-1.0,0.5,0.0,,,,0.0,1,1,1,1,1,1,1,1,0,1
钇为3,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
铂智4X,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
锋兰达,2023-04-01,6,1,1,1,0.25,0.0,-1.0,0.5,-1.0,-0.25,-1.0,-0.25,-1.0,,1.0,,-1.0,,,,0.0,0.0,-1.0,,-1.0,,0.0,1,1,1,1,1,0,1,1,1,1
锐界L,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
锐程PLUS,2023-04-01,70,70,1,1,0.57,0.21428571428571427,-0.05714285714285714,0.6535714285714286,0.5,0.5678571428571428,0.3617021276595745,0.6214285714285714,0.18867924528301888,0.3333333333333333,0.031746031746031744,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.2037037037037037,,0.15384615384615385,0.5464285714285714,0.35294117647058826,,0.13953488372093023,,0.32653061224489793,50,47,53,63,36,54,52,51,43,49
锐际,2023-04-01,39,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
长安CS75 PLUS,2023-04-01,82,1,1,1,0.5,0.0,-1.0,0.5,0.0,0.5,-1.0,0.5,1.0,,1.0,,-1.0,,-1.0,,0.0,0.5,0.0,,0.0,,0.0,1,1,1,1,1,1,1,1,1,1
长安Lumin,2023-04-01,47,29,1,1,0.45862068965517244,0.0,-0.06896551724137931,0.8103448275862069,0.19047619047619047,0.4827586206896552,0.05,0.5258620689655172,0.19047619047619047,0.08333333333333333,0.0,0.25,0.0,0.08333333333333333,-0.05555555555555555,,-0.17391304347826086,0.3706896551724138,-0.07142857142857142,,-0.2,,0.2608695652173913,21,20,21,13,21,18,23,14,15,23
长安UNI-K,2023-04-01,52,1,1,1,0.6000000000000001,0.0,-1.0,1.0,0.0,0.5,-1.0,0.25,1.0,,1.0,,,,1.0,,-1.0,1.0,,,1.0,,-1.0,1,1,1,1,0,1,1,0,1,1
长安UNI-K 智电iDD,2023-04-01,86,17,1,1,0.5470588235294118,0.058823529411764705,0.0,0.6911764705882353,0.8461538461538461,0.6617647058823529,0.14285714285714285,0.8088235294117647,0.4666666666666667,0.5,-0.0625,0.25,-0.25,0.5,0.25,,0.17647058823529413,0.5735294117647058,0.1,,0.09090909090909091,,0.45454545454545453,13,7,15,16,8,16,17,10,11,11
长安UNI-T,2023-04-01,82,6,1,1,0.5583333333333332,0.16666666666666666,-0.16666666666666666,0.75,-0.4,0.5,-1.0,0.4166666666666667,0.6,,0.16666666666666666,,-0.2,,0.0,,0.0,0.625,0.0,,-0.2,,-0.5,5,4,5,6,5,6,4,5,5,4
长安UNI-V,2023-04-01,89,14,1,1,0.5964285714285714,0.2857142857142857,-0.5714285714285714,0.8214285714285714,0.21428571428571427,0.7321428571428571,0.4166666666666667,0.3392857142857143,0.15384615384615385,0.875,0.07692307692307693,0.5,-0.38461538461538464,0.375,-0.6153846153846154,,-0.38461538461538464,0.6428571428571429,0.21428571428571427,,-0.45454545454545453,,0.14285714285714285,14,12,13,13,13,13,13,14,11,14
长安启源A07,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
长安启源Q05经典,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
雅阁,2023-04-01,97,2,1,1,0.425,0.0,0.0,0.75,0.5,0.0,-0.5,0.125,1.0,,0.0,,-0.5,,0.0,,0.5,0.5,0.0,,0.0,,0.0,2,2,2,2,2,2,2,2,2,2
零跑T03,2023-04-01,50,2,1,1,-0.125,-0.5,-0.5,0.125,1.0,0.0,-1.0,0.5,1.0,,0.0,,-1.0,,-1.0,,-1.0,-0.125,-1.0,,-1.0,,,1,1,1,1,1,1,2,1,1,0
雷凌,2023-04-01,100,2,1,1,0.3749999999999999,-0.5,-1.0,0.625,-0.5,0.25,-1.0,0.125,0.0,,-1.0,,0.0,,0.0,,-1.0,0.375,1.0,,0.5,,1.0,2,2,2,2,2,2,2,1,2,2
领克03,2023-04-01,91,3,1,1,0.7333333333333334,0.3333333333333333,0.3333333333333333,0.75,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.5833333333333334,0.3333333333333333,,0.3333333333333333,,1.0,,1.0,,0.6666666666666666,0.75,0.6666666666666666,,-0.3333333333333333,,0.0,3,3,3,3,3,3,3,3,3,3
风光330,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
风光380,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
飞凡F7,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
马自达3 昂克赛拉,2023-04-01,98,3,1,1,0.6166666666666667,0.3333333333333333,0.3333333333333333,0.9166666666666666,0.5,0.8333333333333334,0.3333333333333333,0.08333333333333333,0.0,,0.0,,0.3333333333333333,,0.6666666666666666,,-1.0,0.25,0.0,,,,0.6666666666666666,2,3,3,3,3,3,1,3,0,3
驱逐舰05,2023-04-01,80,16,1,1,0.5187499999999999,0.125,-0.625,0.59375,0.375,0.421875,-0.2857142857142857,0.578125,-0.2,0.25,-0.21428571428571427,0.25,-0.5,0.0,-0.6,,-0.2,0.578125,0.2857142857142857,,0.14285714285714285,,0.3,8,7,10,14,10,15,15,7,7,10
骐达,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
魏牌 高山,2023-04-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
AION S,2023-05-01,48,14,1,1,0.48928571428571427,0.14285714285714285,-0.14285714285714285,0.8392857142857143,0.14285714285714285,0.6428571428571429,0.1111111111111111,0.7678571428571429,0.5,,0.6,,0.0,,-0.08333333333333333,,-0.16666666666666666,0.39285714285714285,-0.16666666666666666,,-0.14285714285714285,,0.0,7,9,6,5,7,12,12,6,7,7
EVOS,2023-05-01,5,2,1,1,0.7675000000000001,1.0,-1.0,1.0,0.0,1.0,-0.5,0.75,0.5,1.0,-1.0,0.5,0.0,0.5,0.0,0.5,-1.0,,0.5,,-1.0,,0.0,2,2,2,2,2,1,2,2,1,2
ID.4 CROZZ,2023-05-01,158,15,1,1,0.5066666666666666,0.06666666666666667,0.4,0.75,0.45454545454545453,0.48333333333333334,0.6666666666666666,0.6666666666666666,0.6363636363636364,0.375,0.3333333333333333,0.5,0.2857142857142857,0.5,0.7692307692307693,,0.14285714285714285,0.45,0.2727272727272727,,-0.2857142857142857,,0.8,11,9,11,6,14,13,14,11,14,10
ID.4 X,2023-05-01,145,25,1,1,0.586,0.16,0.04,0.81,0.5,0.5,0.18181818181818182,0.61,0.5625,0.75,-0.23076923076923078,0.75,0.7222222222222222,0.75,0.18181818181818182,,-0.13043478260869565,0.57,0.2,,0.09090909090909091,,0.2727272727272727,16,11,16,13,18,22,23,15,22,11
