series_name,date,sentiment_review_count_prior_all,sentiment_review_count_180d,sentiment_available_prior,sentiment_available_180d,platform_rating_overall_sentiment_180d_mean,platform_rating_overall_polarity_180d_mean,text_global_polarity_180d_mean,platform_rating_appearance_sentiment_180d_mean,text_appearance_polarity_180d_mean,platform_rating_interior_sentiment_180d_mean,text_interior_polarity_180d_mean,platform_rating_space_sentiment_180d_mean,text_space_polarity_180d_mean,platform_rating_power_sentiment_180d_mean,text_power_polarity_180d_mean,platform_rating_control_sentiment_180d_mean,text_control_polarity_180d_mean,platform_rating_comfort_sentiment_180d_mean,text_comfort_polarity_180d_mean,platform_rating_fuel_consumption_sentiment_180d_mean,text_fuel_consumption_polarity_180d_mean,platform_rating_configuration_sentiment_180d_mean,text_configuration_polarity_180d_mean,platform_rating_intelligence_sentiment_180d_mean,text_intelligence_polarity_180d_mean,platform_rating_value_sentiment_180d_mean,text_value_polarity_180d_mean,text_appearance_mentioned_180d_count,text_interior_mentioned_180d_count,text_space_mentioned_180d_count,text_power_mentioned_180d_count,text_control_mentioned_180d_count,text_comfort_mentioned_180d_count,text_fuel_consumption_mentioned_180d_count,text_configuration_mentioned_180d_count,text_intelligence_mentioned_180d_count,text_value_mentioned_180d_count
北京现代ix35,2026-06-01,10,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,,1.0,,1.0,,1.0,1,1,1,1,1,1,1,1,1,1
博越REV,2026-06-01,15,15,1,1,0.7433333333333334,0.6,0.6,0.6666666666666666,0.8571428571428571,0.7333333333333333,-0.2,0.7,0.75,,1.0,,0.0,,0.3333333333333333,,0.5,0.7833333333333333,0.14285714285714285,,0.2857142857142857,,0.2,7,5,8,1,4,3,10,7,7,10
卡罗拉,2026-06-01,93,20,1,1,0.7875,0.7,0.4,0.85,0.3333333333333333,0.7875,0.2857142857142857,0.725,0.3,,0.3333333333333333,,0.0,,0.6666666666666666,0.8375,0.5333333333333333,0.7375,0.0,,0.0,,0.5,9,7,10,6,6,3,15,1,1,4
卡罗拉双擎E+,2026-06-01,10,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
卡罗拉锐放,2026-06-01,86,54,1,1,0.4777777777777778,0.05555555555555555,0.5185185185185185,0.7175925925925926,0.8461538461538461,0.35185185185185186,0.3076923076923077,0.2638888888888889,0.15,,0.47368421052631576,,0.8,,0.3,0.6509433962264151,0.6129032258064516,0.4212962962962963,0.46153846153846156,,0.42857142857142855,,0.6,13,13,20,19,5,10,31,13,7,15
合创A06,2026-06-01,10,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
吉利ICON,2026-06-01,99,5,1,1,0.8300000000000001,0.6,1.0,1.0,1.0,0.8,1.0,0.8,0.5,,1.0,,1.0,,1.0,0.9,1.0,0.65,,,,,0.5,3,2,2,3,2,1,2,0,0,2
吉利熊猫,2026-06-01,10,3,1,1,0.6666666666666666,0.3333333333333333,-0.3333333333333333,1.0,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.5,-1.0,0.6666666666666666,0.0,,1.0,,-1.0,0.3333333333333333,0.3333333333333333,,-0.3333333333333333,,-1.0,,-0.3333333333333333,3,3,3,1,3,3,3,3,3,3
君威,2026-06-01,100,1,1,1,0.3999999999999999,0.0,1.0,1.0,1.0,-0.25,1.0,0.25,-1.0,,-1.0,,1.0,,-1.0,0.75,1.0,0.25,1.0,,-1.0,,1.0,1,1,1,1,1,1,1,1,1,1
君越,2026-06-01,96,1,1,1,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,0.0,,-1.0,,0.0,1.0,-1.0,1.0,-1.0,,,,1.0,1,1,1,1,1,1,1,1,0,1
启辰D60,2026-06-01,96,8,1,1,0.71875,0.5,0.625,0.90625,1.0,0.4375,,0.8125,0.4,,0.3333333333333333,,,,0.75,0.9375,0.3333333333333333,0.40625,1.0,,1.0,,0.5,5,0,5,6,0,4,3,1,1,2
启辰T60,2026-06-01,10,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
唐新能源,2026-06-01,18,6,1,1,0.6666666666666666,0.3333333333333333,0.0,0.5833333333333334,0.2,0.6666666666666666,0.6666666666666666,0.75,-0.16666666666666666,0.75,0.6666666666666666,,0.4,,0.6666666666666666,0.5833333333333334,0.3333333333333333,,-0.16666666666666666,,0.3333333333333333,,0.5,5,6,6,6,5,6,6,6,6,6
嘉华,2026-06-01,100,3,1,1,0.8666666666666667,1.0,-0.3333333333333333,0.9166666666666666,-1.0,0.9166666666666666,-1.0,1.0,-1.0,,-1.0,,,,0.0,0.75,0.0,0.75,1.0,,1.0,,,1,1,1,1,0,1,2,1,1,0
型格,2026-06-01,99,7,1,1,0.4857142857142857,0.14285714285714285,0.14285714285714285,0.7142857142857143,,0.2857142857142857,-1.0,0.5357142857142857,-0.3333333333333333,,0.0,,0.0,,-1.0,0.4642857142857143,-0.5,0.42857142857142855,,,,,0.0,0,1,3,5,4,3,2,0,0,3
埃尚,2026-06-01,4,2,1,1,0.8999999999999999,1.0,1.0,1.0,1.0,1.0,,0.375,0.0,,,,1.0,,1.0,,0.0,1.0,,,,,,1,0,1,0,1,1,1,0,0,0
夏,2026-06-01,67,17,1,1,0.7970588235294117,0.7058823529411765,0.5294117647058824,0.7794117647058824,0.0,0.8235294117647058,-0.3333333333333333,0.8676470588235294,0.5,,-1.0,,0.3333333333333333,,0.75,,-0.2,0.8823529411764706,0.2222222222222222,,-0.2,,0.375,1,3,8,3,3,4,5,9,5,8
大众CC,2026-06-01,197,11,1,1,0.7227272727272728,0.45454545454545453,0.09090909090909091,0.9545454545454546,0.5,0.5227272727272727,0.0,0.8181818181818182,0.4,,-0.14285714285714285,,-0.6666666666666666,,,0.5454545454545454,0.0,0.7727272727272727,-0.3333333333333333,,,,-0.5,8,4,5,7,3,0,6,3,0,2
大众ID.3,2026-06-01,197,9,1,1,0.7166666666666667,0.5555555555555556,0.6666666666666666,0.8888888888888888,,0.6666666666666666,0.0,0.8333333333333334,-0.5,,1.0,,-0.5,,0.0,,0.25,0.6666666666666666,1.0,,0.0,,0.5,0,1,2,1,2,1,4,1,1,4
大家7,2026-06-01,10,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
大家9,2026-06-01,10,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
大通G10,2026-06-01,43,4,1,1,0.17499999999999993,-0.25,-0.25,0.3125,1.0,0.125,,0.6875,0.0,,1.0,,-1.0,,-1.0,-0.0625,,0.1875,,,,,,1,0,2,1,1,1,0,0,0,0
大通G50,2026-06-01,97,4,1,1,0.7625000000000001,0.75,0.25,0.9375,1.0,0.625,0.0,0.75,0.25,,0.0,,,,-1.0,0.8125,0.0,0.625,-0.5,,,,,1,1,4,3,0,2,1,2,0,0
大通G70,2026-06-01,7,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
大通G90,2026-06-01,26,1,1,1,0.8999999999999999,1.0,1.0,1.0,,1.0,,1.0,,,,,,,1.0,0.5,1.0,1.0,,,,,,0,0,0,0,0,1,1,0,0,0
天籁,2026-06-01,100,2,1,1,0.7,0.5,0.0,0.875,0.0,0.75,1.0,0.625,0.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,-0.5,0.75,1.0,,0.0,,1.0,2,2,2,2,2,2,2,2,2,1
奇骏,2026-06-01,100,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
奔奔E-Star,2026-06-01,3,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
奔腾小马,2026-06-01,78,21,1,1,0.6833333333333333,0.5238095238095238,0.3333333333333333,0.7976190476190477,0.8,0.7380952380952381,0.5,0.6547619047619048,0.5,,0.0,,0.3333333333333333,,-0.5,,0.3,0.6309523809523809,0.5,,,,0.625,5,2,6,1,3,4,10,6,0,8
奔驰A级,2026-06-01,100,2,1,1,0.925,1.0,1.0,0.875,1.0,1.0,1.0,0.875,1.0,,,,,,,0.875,,1.0,,,,,,1,1,1,0,0,0,0,0,0,0
奔驰C级,2026-06-01,88,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
奔驰E级,2026-06-01,79,26,1,1,0.8692307692307693,0.8076923076923077,0.38461538461538464,0.9423076923076923,0.21428571428571427,0.9519230769230769,0.47058823529411764,0.9134615384615384,0.4444444444444444,,0.1111111111111111,,0.5,,0.6,0.7307692307692307,0.6,0.8076923076923077,0.3333333333333333,,1.0,,0.1,14,17,9,9,6,5,10,6,1,10
奔驰GLB,2026-06-01,94,15,1,1,0.6466666666666666,0.4,0.4,0.85,0.5714285714285714,0.75,0.25,0.6333333333333333,0.16666666666666666,,0.2,,0.3333333333333333,,0.5,0.45,1.0,0.5666666666666667,1.0,,,,0.5,7,4,6,10,3,4,4,1,0,4
奔驰GLC,2026-06-01,83,29,1,1,0.7189655172413794,0.5172413793103449,0.5517241379310345,0.8620689655172413,0.8333333333333334,0.9051724137931034,0.6,0.7327586206896551,0.8181818181818182,,0.6470588235294118,,0.3333333333333333,,0.375,0.47413793103448276,0.3333333333333333,0.6379310344827587,0.6666666666666666,,0.6666666666666666,,0.3333333333333333,12,15,11,17,6,8,9,3,6,6
奔驰V级,2026-06-01,80,4,1,1,0.8875000000000001,0.75,0.75,1.0,,0.9375,,1.0,0.6666666666666666,,0.0,,0.5,,1.0,0.6875,0.5,0.875,,,,,,0,0,3,1,2,1,2,0,0,0
奕炫,2026-06-01,100,3,1,1,0.75,0.6666666666666666,1.0,0.5833333333333334,1.0,1.0,1.0,0.75,,,1.0,,,,,0.9166666666666666,1.0,0.5833333333333334,,,,,1.0,1,1,0,1,0,0,2,0,0,2
奕跑,2026-06-01,81,11,1,1,0.5181818181818182,0.2727272727272727,0.45454545454545453,0.6136363636363636,1.0,0.45454545454545453,0.0,0.4090909090909091,1.0,,0.2,,0.3333333333333333,,-1.0,0.6136363636363636,1.0,0.5,1.0,,,,0.6666666666666666,3,2,1,5,3,2,7,5,0,3
奥德赛,2026-06-01,98,11,1,1,0.4636363636363636,-0.09090909090909091,0.2727272727272727,0.7272727272727273,-1.0,0.18181818181818182,0.0,0.7727272727272727,0.8571428571428571,,0.5,,1.0,,0.25,0.5227272727272727,0.7142857142857143,0.11363636363636363,1.0,,-1.0,,0.3333333333333333,1,1,7,2,3,4,7,2,1,6
奥迪A3,2026-06-01,93,31,1,1,0.6209677419354839,0.2903225806451613,0.45161290322580644,0.8387096774193549,0.5263157894736842,0.7419354838709677,0.8,0.4032258064516129,0.35294117647058826,0.625,0.1875,0.5,0.6,0.375,0.3,0.6206896551724138,0.42857142857142855,0.5241935483870968,0.5714285714285714,,-0.25,,-0.14285714285714285,19,10,17,16,10,10,14,7,4,7
奥迪A4L,2026-06-01,100,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
奥迪A5L,2026-06-01,91,41,1,1,0.7475609756097561,0.5609756097560976,0.04878048780487805,0.8841463414634146,0.45454545454545453,0.7804878048780488,0.30303030303030304,0.725609756097561,0.25,0.5,0.08108108108108109,1.0,0.4,0.5,0.38461538461538464,0.63125,0.17142857142857143,0.7012195121951219,0.14814814814814814,,-0.13793103448275862,,-0.24,33,33,32,37,35,26,35,27,29,25
奥迪A5L Sportback,2026-06-01,92,41,1,1,0.6402439024390244,0.3902439024390244,0.3170731707317073,0.9085365853658537,0.4782608695652174,0.6524390243902439,0.23529411764705882,0.49390243902439024,0.625,0.0,0.21052631578947367,1.0,0.2857142857142857,0.25,0.14285714285714285,0.51875,-0.16666666666666666,0.6341463414634146,0.3333333333333333,,0.045454545454545456,,0.0,23,17,16,19,14,7,12,12,22,12
奥迪A6L,2026-06-01,89,15,1,1,0.8200000000000001,0.6666666666666666,0.2,0.9666666666666667,0.625,0.75,0.3333333333333333,0.95,0.6,,0.16666666666666666,,0.25,,0.6666666666666666,0.6833333333333333,0.6,0.7666666666666667,0.0,,-0.6666666666666666,,0.0,8,3,5,6,4,3,5,2,3,4
奥迪A6L e-tron,2026-06-01,1,1,1,1,0.1999999999999999,-1.0,0.0,0.5,0.0,0.25,,0.5,,,,,0.0,,,,,0.5,0.0,,,,,1,0,0,0,1,0,0,1,0,0
奥迪A7L,2026-06-01,96,14,1,1,0.6607142857142857,0.2857142857142857,0.35714285714285715,0.9107142857142857,0.5714285714285714,0.6428571428571429,-0.5,0.75,0.8,0.625,0.6666666666666666,0.5,0.25,0.625,0.0,0.375,0.6,0.625,-0.3333333333333333,,-1.0,,0.6666666666666666,7,2,5,6,4,3,5,3,1,3
奥迪E5 Sportback,2026-06-01,63,32,1,1,0.65625,0.34375,0.1875,0.875,0.6,0.75,0.23529411764705882,0.4375,0.10526315789473684,1.0,0.3333333333333333,1.0,0.3,0.25,0.5555555555555556,,-0.23529411764705882,0.671875,0.0,,0.09523809523809523,,0.07692307692307693,20,17,19,9,20,9,17,7,21,13
奥迪Q2L,2026-06-01,100,1,1,1,0.8500000000000001,1.0,0.0,1.0,,1.0,,0.75,,,,,,,,0.5,,1.0,,,,,,0,0,0,0,0,0,0,0,0,0
奥迪Q3,2026-06-01,98,8,1,1,0.375,0.125,0.5,0.5,1.0,0.4375,0.0,0.375,0.3333333333333333,,1.0,,1.0,,,0.1875,1.0,0.40625,1.0,,0.0,,0.5,1,1,3,1,1,0,1,1,1,2
奥迪Q3 Sportback,2026-06-01,99,3,1,1,0.5666666666666665,0.3333333333333333,0.3333333333333333,0.8333333333333334,1.0,0.5,,0.25,0.0,,0.5,,,,,0.5,,0.75,,,,,,1,0,1,2,0,0,0,0,0,0
奥迪Q4 e-tron,2026-06-01,98,5,1,1,0.43999999999999995,-0.2,0.8,0.55,1.0,0.5,,0.55,1.0,,,,1.0,,,,0.6666666666666666,0.3,,,0.6,,1.0,2,0,1,0,1,0,3,0,5,1
奥迪Q5 e-tron,2026-06-01,80,4,1,1,0.35,-0.25,0.25,0.9375,0.0,0.125,-0.5,0.8125,0.6666666666666666,,1.0,,0.0,,0.0,,-0.5,0.4375,0.0,,-0.6666666666666666,,0.3333333333333333,3,2,3,1,1,3,2,2,3,3
奥迪Q5L,2026-06-01,86,4,1,1,0.8625,0.75,0.5,1.0,0.5,0.8125,0.75,0.875,0.0,0.75,0.25,0.75,0.75,0.5,1.0,1.0,0.5,0.75,1.0,,,,0.0,4,4,2,4,4,1,4,1,0,2
奥迪Q5L Sportback,2026-06-01,99,4,1,1,0.7124999999999999,0.5,0.5,0.8125,0.6666666666666666,0.75,1.0,0.6875,0.0,,-0.5,,1.0,,1.0,0.625,0.5,0.6875,,,,,,3,1,1,2,1,1,2,0,0,0
奥迪Q6L Sportback e-tron,2026-06-01,16,5,1,1,0.85,0.8,1.0,0.95,1.0,0.85,1.0,0.85,0.8,,0.75,,0.75,,1.0,,0.8,0.9,0.5,,0.4,,0.3333333333333333,4,5,5,4,4,1,5,4,5,3
奥迪Q6L e-tron,2026-06-01,52,25,1,1,0.77,0.64,0.2,0.89,0.5714285714285714,0.77,0.23076923076923078,0.83,0.5333333333333333,1.0,0.45454545454545453,1.0,0.6428571428571429,1.0,0.14285714285714285,,0.0,0.74,-0.07692307692307693,,-0.15789473684210525,,0.5,14,13,15,11,14,14,20,13,19,6
威兰达,2026-06-01,98,1,1,1,0.5499999999999998,0.0,-1.0,0.75,1.0,0.5,,0.5,0.0,,-1.0,,-1.0,,1.0,0.5,-1.0,0.5,-1.0,,,,0.0,1,0,1,1,1,1,1,1,0,1
威朗,2026-06-01,100,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
威然,2026-06-01,176,10,1,1,0.57,0.3,0.7,0.8,1.0,0.5,1.0,0.725,0.5714285714285714,,0.3333333333333333,,1.0,,1.0,0.225,0.5,0.55,1.0,,1.0,,0.0,5,2,7,6,2,3,4,2,1,1
威霆,2026-06-01,39,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,1,0,1,0,0,0,0,0,0,0
威飒,2026-06-01,99,2,1,1,0.75,0.5,0.5,1.0,0.5,0.75,,0.25,,,0.0,,0.0,,,1.0,1.0,0.5,,,,,,2,0,0,1,1,0,1,0,0,0
宋L EV,2026-06-01,98,5,1,1,0.48999999999999994,0.2,0.0,0.8,1.0,0.5,0.0,0.45,1.0,,-1.0,,-1.0,,-1.0,,,0.4,0.0,,-0.5,,-0.5,1,2,2,2,2,1,0,2,2,2
宋PLUS新能源,2026-06-01,20,10,1,1,0.765,0.4,-0.2,1.0,0.2222222222222222,0.8,0.2,0.8,0.2,0.7,0.2,,-0.5555555555555556,,0.0,0.5,0.0,,0.1111111111111111,,0.3,,0.7,9,10,10,10,9,9,10,9,10,10
宋Pro新能源,2026-06-01,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
宏光MINIEV,2026-06-01,18,2,1,1,0.6425,0.5,-1.0,1.0,-0.5,0.5,-1.0,0.75,0.0,0.75,-1.0,,0.0,,-1.0,0.5,-1.0,,0.5,,0.5,,-1.0,2,2,2,1,2,2,2,2,2,2
宝来,2026-06-01,194,13,1,1,0.7576923076923078,0.5384615384615384,0.6153846153846154,0.7307692307692307,0.75,0.8269230769230769,0.5,0.8846153846153846,0.3333333333333333,,0.3333333333333333,,-0.5,,0.0,0.6923076923076923,1.0,0.6538461538461539,0.6666666666666666,,,,0.8,4,6,6,6,2,3,5,3,0,5
宝马1系,2026-06-01,10,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
宝马2系,2026-06-01,23,13,1,1,0.5961538461538461,0.23076923076923078,0.07692307692307693,0.5,0.125,0.6923076923076923,0.5,0.5961538461538461,-0.14285714285714285,,0.3,,0.0,,0.3333333333333333,0.5769230769230769,0.0,0.6153846153846154,-0.25,,-1.0,,-0.16666666666666666,8,2,7,10,5,3,4,4,2,6
宝马3系,2026-06-01,100,5,1,1,0.67,0.2,0.2,0.85,-0.25,0.65,0.75,0.75,0.0,,-0.25,,-0.25,,0.4,0.35,0.5,0.75,-0.2,,-1.0,,0.3333333333333333,4,4,4,4,4,5,4,5,2,3
宝马5系,2026-06-01,100,5,1,1,0.7500000000000001,0.4,-0.2,0.8,0.3333333333333333,0.75,-0.4,0.95,0.2,,0.0,,0.2,,0.4,0.65,0.75,0.6,0.6666666666666666,,0.2,,0.0,3,5,5,5,5,5,4,3,5,3
宝马X1,2026-06-01,94,20,1,1,0.6575,0.3,0.1,0.875,0.4444444444444444,0.5625,0.2,0.85,-0.08333333333333333,,0.2,,0.2,,-0.16666666666666666,0.4875,0.25,0.5625,-0.4444444444444444,,-0.16666666666666666,,-0.2,9,5,12,10,10,6,8,9,6,10
宝马X2,2026-06-01,10,1,1,1,0.145,-1.0,-1.0,0.5,-1.0,0.0,-1.0,-0.5,-1.0,0.5,1.0,,-1.0,,-1.0,0.5,0.0,,-1.0,,-1.0,,-1.0,1,1,1,1,1,1,1,1,1,1
宝马X3,2026-06-01,91,7,1,1,0.7214285714285715,0.2857142857142857,-0.42857142857142855,0.75,0.2857142857142857,0.75,0.5,1.0,0.14285714285714285,,0.5714285714285714,,0.8333333333333334,,0.14285714285714285,0.5,-0.42857142857142855,0.6428571428571429,0.2857142857142857,,-1.0,,0.5714285714285714,7,2,7,7,6,7,7,7,4,7
宝马X5,2026-06-01,93,38,1,1,0.7592105263157896,0.6052631578947368,0.34210526315789475,0.9013157894736842,0.5882352941176471,0.7302631578947368,0.4444444444444444,0.881578947368421,0.5652173913043478,0.75,0.4,0.25,0.2962962962962963,0.5,0.06666666666666667,0.6486486486486487,0.46153846153846156,0.6513157894736842,0.7,,0.5,,0.25,17,9,23,20,27,15,13,10,10,16
宝马i3,2026-06-01,96,13,1,1,0.3961538461538462,0.07692307692307693,-0.07692307692307693,0.8269230769230769,0.0,0.5769230769230769,-1.0,0.5192307692307693,-0.5,,,,-0.42857142857142855,,-0.4,,-0.8,0.5384615384615384,-0.3333333333333333,,0.14285714285714285,,0.0,2,3,4,0,7,5,5,3,7,6
宝马i5,2026-06-01,38,9,1,1,0.6277777777777778,0.3333333333333333,0.6666666666666666,0.7222222222222222,0.6666666666666666,0.75,0.6666666666666666,0.75,0.8333333333333334,,0.25,,0.2,,1.0,,0.25,0.4722222222222222,-0.5,,0.4,,1.0,3,3,6,4,5,5,4,2,5,2
宝马iX1,2026-06-01,48,7,1,1,0.7285714285714285,0.5714285714285714,0.14285714285714285,0.9285714285714286,1.0,0.8214285714285714,1.0,0.75,-0.2,,-0.5,,0.0,,0.0,,0.6,0.6071428571428571,0.6666666666666666,,0.0,,0.0,2,2,5,2,2,2,5,3,2,2
宝马iX3,2026-06-01,10,1,1,1,1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,1.0,,1.0,,-1.0,1.0,1.0,,-1.0,,0.0,,0.0,1,1,1,1,1,1,1,1,1,1
宝骏KiWi EV,2026-06-01,10,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
小米SU7,2026-06-01,28,25,1,1,0.888,0.88,0.28,1.0,0.47058823529411764,0.96,-0.06666666666666667,0.72,-0.15789473684210525,,0.3,,0.35294117647058826,,0.3333333333333333,,0.1875,0.9,0.09090909090909091,,-0.11764705882352941,,0.07142857142857142,17,15,19,10,17,12,16,11,17,14
小虎FEV,2026-06-01,5,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
小鹏G3,2026-06-01,9,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
小鹏MONA M03,2026-06-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
小鹏P5,2026-06-01,10,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
小鹏P7,2026-06-01,9,8,1,1,0.8843750000000001,0.875,-0.5,1.0,-0.375,0.9375,0.0,0.6875,-0.625,0.9375,-0.16666666666666666,,0.125,,-0.125,0.875,0.0,,0.3333333333333333,,-0.25,,0.42857142857142855,8,7,8,6,8,8,8,6,8,7
小鹏P7+,2026-06-01,27,17,1,1,0.8573529411764707,0.8235294117647058,0.058823529411764705,0.9705882352941176,0.23529411764705882,0.6764705882352942,0.25,0.9117647058823529,0.47058823529411764,0.7941176470588235,-0.25,,0.06666666666666667,,0.07692307692307693,0.7941176470588235,0.23529411764705882,,-0.07692307692307693,,0.23529411764705882,,0.0625,17,16,17,12,15,13,17,13,17,16
小鹏X9,2026-06-01,24,10,1,1,0.7505000000000001,0.6,-0.7,0.75,0.0,0.55,-0.25,0.85,0.5,0.9,0.4,,-0.375,,0.1111111111111111,0.65,-0.2222222222222222,,0.16666666666666666,,0.25,,-0.5,9,8,10,5,8,9,9,6,8,8
岚图梦想家,2026-06-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
岚图追光L,2026-06-01,14,12,1,1,0.8145833333333333,0.75,-0.3333333333333333,0.9583333333333334,0.16666666666666666,0.625,-0.3333333333333333,0.6666666666666666,-0.08333333333333333,0.9166666666666666,0.3333333333333333,,0.5,,0.08333333333333333,0.7916666666666666,-0.45454545454545453,,-0.16666666666666666,,0.5,,-0.25,12,12,12,12,12,12,11,12,12,12
帕萨特,2026-06-01,178,66,1,1,0.6348484848484848,0.3181818181818182,0.4393939393939394,0.8106060606060606,0.76,0.5265151515151515,0.21052631578947367,0.8598484848484849,0.5357142857142857,,0.4230769230769231,,0.45454545454545453,,0.26666666666666666,0.4423076923076923,0.5161290322580645,0.5568181818181818,0.6666666666666666,,0.09090909090909091,,0.3076923076923077,25,19,28,26,11,15,31,12,11,13
帕萨特新能源,2026-06-01,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
广汽本田P7,2026-06-01,27,20,1,1,0.6525000000000001,0.3,0.5,0.85,0.3333333333333333,0.7,0.6,0.8875,1.0,,0.3333333333333333,,0.2857142857142857,,0.5,,0.36363636363636365,0.725,0.0,,0.6363636363636364,,0.6,9,5,7,6,7,6,11,3,11,5
库斯途,2026-06-01,95,21,1,1,0.4761904761904761,0.047619047619047616,0.09523809523809523,0.5952380952380952,0.4,0.23809523809523808,-0.2,0.7023809523809523,0.3,1.0,0.3333333333333333,0.5,0.6,0.5,1.0,0.4125,0.14285714285714285,0.44047619047619047,0.4,,0.0,,0.3333333333333333,5,5,10,9,5,3,7,5,7,9
影豹,2026-06-01,94,18,1,1,0.5249999999999999,0.05555555555555555,0.2222222222222222,0.8472222222222222,0.4166666666666667,0.5555555555555556,0.2,0.5138888888888888,0.4,,0.3333333333333333,,0.25,,-0.6,0.2777777777777778,0.5,0.4583333333333333,-0.3333333333333333,,-1.0,,0.4,12,5,5,12,8,5,6,3,2,5
微蓝6,2026-06-01,99,5,1,1,0.5499999999999999,0.2,0.2,0.85,-1.0,0.55,,0.65,0.0,,,,-1.0,,,,0.3333333333333333,0.45,,,,,0.0,1,0,1,0,1,0,3,0,0,1
思域,2026-06-01,100,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
悦意03,2026-06-01,58,22,1,1,0.4681818181818182,0.13636363636363635,0.2727272727272727,0.7045454545454546,1.0,0.5681818181818182,0.4,0.6136363636363636,0.7272727272727273,,0.4,,0.0,,0.0,,0.2,0.4772727272727273,-0.375,,-0.42857142857142855,,0.23076923076923078,5,5,11,5,3,7,15,8,7,13
悦意07,2026-06-01,12,4,1,1,0.48749999999999993,0.25,0.5,0.5,1.0,0.4375,1.0,0.8125,-0.5,,0.5,,0.5,,1.0,,0.3333333333333333,0.25,0.0,,-0.3333333333333333,,0.0,1,1,2,2,2,1,3,1,3,3
护卫舰07,2026-06-01,10,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
捷豹XEL,2026-06-01,10,7,1,1,0.8057142857142858,0.7142857142857143,-0.42857142857142855,1.0,0.14285714285714285,0.9285714285714286,0.2857142857142857,0.7857142857142857,-0.5714285714285714,0.8571428571428571,0.0,,0.2857142857142857,,-0.14285714285714285,0.5714285714285714,-0.42857142857142855,,-0.5714285714285714,,-0.3333333333333333,,0.0,7,7,7,7,7,7,7,7,6,7
捷豹XFL,2026-06-01,98,26,1,1,0.7,0.46153846153846156,0.15384615384615385,0.875,0.2,0.9326923076923077,0.5,0.9038461538461539,0.4,,-0.3333333333333333,,0.42857142857142855,,0.1111111111111111,0.09615384615384616,-0.15384615384615385,0.6923076923076923,0.3333333333333333,,-1.0,,0.0,15,14,10,6,7,9,13,3,3,8
捷达VA3,2026-06-01,89,3,1,1,0.9833333333333334,1.0,0.6666666666666666,1.0,,1.0,,1.0,,,,,1.0,,,1.0,1.0,0.9166666666666666,,,,,1.0,0,0,0,0,1,0,2,0,0,1
捷达VA7,2026-06-01,18,2,1,1,0.25,-0.5,-1.0,0.625,0.0,0.375,,0.5,0.0,,0.0,,,,-1.0,0.0,-1.0,-0.25,,,0.0,,-1.0,1,0,1,1,0,1,1,0,1,1
