method,WMAPE_mean,WMAPE_fold_std,WMAPE_oof_global
GLOBAL_MEDIAN,87.6543205290491,1.2633512167041037,87.65221967181998
YEAR_MEDIAN,87.22795114073033,1.2706002402671968,87.212100503238
