MAE,RMSE,MAPE,WMAPE,series_name,status
1154.950927734375,1301.5032915163777,102.28138960943154,52.4064551645334,AION S,ok
756.9464518229166,813.6095123283604,219.7050970027154,133.38263468245228,ID.4 CROZZ,ok
23.916391531626385,24.855107840587102,3437.215042114258,14349.83491897583,ID.6 CROZZ,ok
5308.824625651042,5948.586703272086,48.1697372395825,45.01992530904167,MG4,ok
250.3731892903646,285.214056077083,33.97725685318115,33.79615603469488,MG7,ok
9.5985267162323,10.47480683474417,,,Model 3,ok
6.135330994923909,6.819176895876808,,,Model Y,ok
470.14626057942706,598.666307445252,82.18726848122272,56.99894046224616,QQ冰淇淋,ok
4497.56005859375,5269.592649956418,36.151364368468776,39.180765385432096,RAV4荣放,ok
678.8012898763021,967.2141036219899,24.347309978950506,29.63982053167755,T-ROC探歌,ok
309.3335316975911,369.1792319660052,57.3532579321922,48.89360353491957,e爱丽舍,ok
139.47577412923178,199.48871530799937,51.12278978095791,51.05885569099393,五菱佳辰,ok
310.77260335286456,337.8764875261111,2923.0768673738166,135.31463135828648,五菱星驰,ok
2.1283377607663474,2.1598278130752786,,,传祺GA8,ok
743.5004475911459,962.4920146558431,31.668511589174596,38.71725989886196,传祺M6,ok
2695.671346028646,3018.223751776211,50.165507371865694,55.34880595500608,传祺M8,ok
2098.6881103515625,2237.176674553997,63.773447893207226,50.06213438599521,元PLUS,ok
84.56094360351562,97.53677142460616,31.542872876575505,26.26116260978746,冠道,ok
94.66027323404948,120.24777321479881,60.69400081449394,37.02487870953695,凌宝BOX,ok
84.72063318888347,86.30197123867003,1337.651361054065,861.5657612428827,凌尚,ok
37.4008518854777,41.07352237949945,593.6171827171788,863.0965819725624,凌放HARRIER,ok
350.2737731933594,449.9948400354758,30.258380019842086,32.83816623687744,凡尔赛C5 X,ok
4719.29833984375,5410.51456845342,31.371022104379538,32.932613064586945,凯美瑞,ok
724.3640950520834,952.1068876328989,24.038143427097392,28.28442385990173,凯迪拉克CT5,ok
1310.451192220052,1419.3312286054474,34.94248065829775,36.262081599964546,凯迪拉克XT5,ok
122.19075520833333,133.48689007794883,162.61483153858353,136.27221770446096,凯迪拉克XT6,ok
1373.2906901041667,1489.976579357467,40.16573537841643,41.92613921856714,别克GL8,ok
1746.8444010416667,2254.32885599701,28.844589299553476,33.349454009959274,卡罗拉,ok
1.5857425729433696,1.5998796461214395,,,卡罗拉双擎E+,ok
2898.5681966145835,3532.129421447375,23.748857157587377,25.653694599276474,卡罗拉锐放,ok
261.2379150390625,301.83376035446116,49.469847415687894,35.92545244635285,吉利ICON,ok
630.3950805664062,913.4933186927315,20.515169337642003,26.600819209497416,君威,ok
504.4354553222656,542.7984323817637,310.48580643053384,151.40633976656298,型格,ok
