series_name,actual_volume,cold_start,has_prior_review,has_recent_180d_review,absolute_error_BASE,absolute_error_LOCAL_LEXICON_FIXED,series_WMAPE_BASE,series_WMAPE_LOCAL_LEXICON_FIXED,brand,category,WMAPE_improvement_pp,absolute_error_reduction,share_of_best_total_absolute_error,history_group,sentiment_coverage_group,actual_volume_quartile
瑞虎8,61320.0,False,1,1,20919.5400390625,19268.6044921875,34.115362098927754,31.42303407075587,奇瑞,SUV,2.6923280281718824,1650.935546875,0.009299977125650118,historical,recent_180d,Q4_high
奔腾小马,26025.0,False,1,1,18954.549072265625,19226.531494140625,72.83208096932037,73.8771623213857,奔腾,轿车,-1.0450813520653242,-271.982421875,0.009279670625529568,historical,recent_180d,Q4_high
红旗H5,53883.0,False,1,1,20472.31640625,19180.0634765625,37.9940174196871,35.59576021484049,红旗,轿车,2.398257204846608,1292.2529296875,0.009257242872615437,historical,recent_180d,Q4_high
帕萨特,80040.0,False,1,1,19558.1982421875,18403.7119140625,24.435530037715516,22.993143320917667,大众,轿车,1.4423867167978486,1154.486328125,0.008882537388591407,historical,recent_180d,Q4_high
亚洲龙,46376.0,False,1,1,20332.419921875,17857.8125,43.842547701127735,38.5065820683112,丰田,轿车,5.335965632816539,2474.607421875,0.008619059456614264,historical,recent_180d,Q4_high
奥迪A6L,59253.0,False,1,1,22875.126953125,17840.833984375,38.605854476777544,30.109587673830863,奥迪,轿车,8.496266802946682,5034.29296875,0.008610864789117507,historical,recent_180d,Q4_high
宋Pro新能源,76298.0,False,1,1,16159.423828125,17532.6708984375,21.179354410502242,22.979201156567015,比亚迪,SUV,-1.7998467460647731,-1373.2470703125,0.008462130112906238,historical,recent_180d,Q4_high
深蓝L06,28405.0,False,1,1,17823.626586914062,17302.0107421875,62.74820132692858,60.9118491187731,深蓝汽车,轿车,1.836352208155482,521.6158447265625,0.008350802166048768,historical,recent_180d,Q4_high
极狐 阿尔法S5,21457.0,False,1,1,16706.06005859375,17287.6240234375,77.85832156682552,80.5686909793424,ARCFOX极狐,轿车,-2.710369412516883,-581.56396484375,0.008343858427318628,historical,recent_180d,Q4_high
新帝豪,56536.0,False,0,0,15822.42333984375,17199.17578125,27.98645701826049,30.421635384975943,吉利汽车,轿车,-2.4351783667154514,-1376.75244140625,0.008301168951312141,historical,no_prior_review,Q4_high
秦L,53704.0,False,0,0,21359.888671875,16720.583984375,39.77336636353903,31.134708744925888,比亚迪,轿车,8.638657618613145,4639.3046875,0.008070176988958774,historical,no_prior_review,Q4_high
铂智3X,41518.0,False,1,1,16495.37744140625,16619.3740234375,39.730664871637,40.029322278138395,丰田,SUV,-0.29865740650139116,-123.99658203125,0.008021328079221261,historical,recent_180d,Q4_high
缤越,66359.0,False,1,1,17738.3984375,16255.27099609375,26.730961041456318,24.49595532797925,吉利汽车,SUV,2.2350057134770687,1483.12744140625,0.007845594033351475,historical,recent_180d,Q4_high
昂科威,51096.0,False,1,1,15598.26416015625,16124.2392578125,30.52736840487758,31.556754457907665,别克,SUV,-1.029386053030084,-525.97509765625,0.007782351665735083,historical,recent_180d,Q4_high
海狮05EV,27984.0,False,1,1,14748.391357421875,15833.51123046875,52.70294224350298,56.58058615805014,比亚迪,SUV,-3.877643914547157,-1085.119873046875,0.007642032007133003,historical,recent_180d,Q4_high
奥迪Q5L,51363.0,False,1,0,15973.8564453125,15521.115234375,31.09992883070011,30.218474844489222,奥迪,SUV,0.8814539862108894,452.7412109375,0.007491254320093212,historical,prior_but_not_recent,Q4_high
探岳,73469.0,False,1,1,14942.1337890625,15266.0439453125,20.33801166350774,20.778891703048224,大众,SUV,-0.4408800395404846,-323.91015625,0.007368144358774885,historical,recent_180d,Q4_high
朗逸,100465.0,False,1,1,13363.1767578125,14819.240234375,13.301325593801325,14.75064971320858,大众,轿车,-1.4493241194072546,-1456.0634765625,0.0071524948916295555,historical,recent_180d,Q4_high
传祺M8,29222.0,False,1,1,14696.023193359375,13996.064697265625,50.2909561062192,47.895642657126906,广汽传祺,MPV,2.395313449092292,699.95849609375,0.00675518985230427,historical,recent_180d,Q4_high
风云A9L,13354.0,False,1,1,21087.02978515625,13981.865478515625,157.90796604130784,104.70170344852198,奇瑞风云,轿车,53.20626259278586,7105.164306640625,0.006748336610304796,historical,recent_180d,Q3
逸动,58634.0,False,1,1,13320.326171875,13180.2255859375,22.717751086187196,22.47881022263107,长安,轿车,0.23894086355612743,140.1005859375,0.006361425733234901,historical,recent_180d,Q4_high
零跑B01,21466.0,False,1,1,12719.0498046875,12847.9111328125,59.25207213587767,59.852376468892665,零跑汽车,轿车,-0.6003043330149964,-128.861328125,0.006201034418241723,historical,recent_180d,Q4_high
赛那SIENNA,42015.0,False,1,1,9760.19970703125,12746.1396484375,23.23027420452517,30.3371168593062,丰田,MPV,-7.10684265478103,-2985.93994140625,0.006151914489649348,historical,recent_180d,Q4_high
锋兰达,78625.0,False,1,1,14066.9912109375,12602.125,17.891244783386327,16.02813990461049,丰田,SUV,1.863104878775836,1464.8662109375,0.006082405930439971,historical,recent_180d,Q4_high
firefly萤火虫,28951.0,False,1,1,12404.36767578125,12507.6943359375,42.84607673579928,43.20297860501364,firefly萤火虫,轿车,-0.3569018692143615,-103.32666015625,0.006036829043120639,historical,recent_180d,Q4_high
荣威i5,25219.0,False,1,1,12122.55126953125,12382.375,48.069119590512116,49.09938934930013,荣威,轿车,-1.030269758788016,-259.82373046875,0.005976343762098188,historical,recent_180d,Q4_high
本田CR-V,69089.0,False,1,1,12782.2646484375,12235.8447265625,18.501157417877664,17.71026462470509,本田,SUV,0.7908927931725742,546.419921875,0.005905621038419027,historical,recent_180d,Q4_high
奔驰C级,40993.0,False,1,1,11319.9013671875,12223.79296875,27.614230154386117,29.819220278462176,奔驰,轿车,-2.2049901240760583,-903.8916015625,0.005899804266787975,historical,recent_180d,Q4_high
日产NX8,12211.0,True,0,0,12165.664180994034,12179.480808377266,99.62872967811018,99.74187870262277,日产,SUV,-0.11314902451259456,-13.816627383232117,0.005878417036694501,cold_start,no_prior_review,Q3
途观L,82806.0,False,1,1,11944.3974609375,11758.607421875,14.424555540585827,14.20018769397749,大众,SUV,0.2243678466083363,185.7900390625,0.005675282820677302,historical,recent_180d,Q4_high
海豹06EV,23838.0,False,1,1,11949.77685546875,11568.09814453125,50.12910837934705,48.52797275162031,比亚迪,轿车,1.601135627726741,381.6787109375,0.00558333366461676,historical,recent_180d,Q4_high
长安启源Q05经典,0.0,False,0,0,11866.45458984375,11565.542236328125,,,长安启源,SUV,,300.912353515625,0.0055821000574899984,historical,no_prior_review,Q1_low
宝马5系,48041.0,False,1,1,8505.3837890625,11500.4404296875,17.704427029126162,23.93880316747674,宝马,轿车,-6.2343761383505765,-2995.056640625,0.005550678720628692,historical,recent_180d,Q4_high
RAV4荣放,68874.0,False,1,1,11316.5,11469.92578125,16.430728576821444,16.653491566120742,丰田,SUV,-0.22276298929929794,-153.42578125,0.005535950849049768,historical,recent_180d,Q4_high
海豹06DM-i,31561.0,False,0,0,11353.87890625,11276.21142578125,35.97439531779728,35.72830843693562,比亚迪,轿车,0.24608688086166097,77.66748046875,0.005442454764499386,historical,no_prior_review,Q4_high
途岳,50822.0,False,1,1,11467.2216796875,11137.724609375,22.563499428766086,21.915163923842037,大众,SUV,0.6483355049240487,329.4970703125,0.0053756142091647,historical,recent_180d,Q4_high
长安UNI-Z新能源,19808.0,False,0,0,11520.984375,11092.77197265625,58.163289453756065,56.00147401381387,长安,SUV,2.1618154399421954,428.21240234375,0.0053539178536558445,historical,no_prior_review,Q4_high
元PLUS,25153.0,False,1,1,12596.705322265625,11008.4150390625,50.08032967147309,43.76581337837435,比亚迪,SUV,6.314516293098741,1588.290283203125,0.005313203044592742,historical,recent_180d,Q4_high
吉利熊猫,19933.0,False,1,1,10917.4638671875,10932.667236328125,54.770801521032965,54.847073879135735,吉利银河,轿车,-0.07627235810277,-15.203369140625,0.005276643425911816,historical,recent_180d,Q4_high
奔驰GLC,52537.0,False,1,1,14025.6640625,10733.33203125,26.69673575289796,20.430043647810116,奔驰,SUV,6.266692105087845,3292.33203125,0.005180434442624263,historical,recent_180d,Q4_high
迈腾,76776.0,False,1,1,10139.55078125,10642.798828125,13.206667163241118,13.862142893775397,大众,轿车,-0.6554757305342793,-503.248046875,0.005136738661826245,historical,recent_180d,Q4_high
铂智7,10351.0,True,0,0,10350.772372961044,10346.681341052055,99.99780091740938,99.95827785771476,丰田,轿车,0.039523059694616336,4.091031908988953,0.004993817784634544,cold_start,no_prior_review,Q3
奥迪A4L,14181.0,False,1,1,10987.243896484375,10323.77880859375,77.47862560104629,72.80007621884035,奥迪,轿车,4.678549382205944,663.465087890625,0.004982763894973357,historical,recent_180d,Q3
零跑Lafa5,20044.0,False,1,1,12060.523681640625,10199.545166015625,60.170243871685415,50.88577712041321,零跑汽车,轿车,9.284466751272205,1860.978515625,0.004922802623015069,historical,recent_180d,Q4_high
银河星耀6,15231.0,False,1,1,11916.095947265625,10163.192626953125,78.23580820212477,66.72702138371167,吉利银河,轿车,11.5087868184131,1752.9033203125,0.004905257098019855,historical,recent_180d,Q3
卡罗拉,31428.0,False,1,1,9035.16015625,9931.6064453125,28.748759565514824,31.601140528549383,丰田,轿车,-2.852380963034559,-896.4462890625,0.00479348220572043,historical,recent_180d,Q4_high
红旗E-QM5,16425.0,False,1,1,8668.71875,9723.90087890625,52.77758751902587,59.20183183504566,红旗,轿车,-6.424244316019788,-1055.18212890625,0.004693233273981159,historical,recent_180d,Q4_high
腾势D9,28226.0,False,0,0,10402.491943359375,9353.0791015625,36.854290169912055,33.13639588167824,腾势,MPV,3.717894288233815,1049.412841796875,0.004514256428595804,historical,no_prior_review,Q4_high
奔驰E级,61225.0,False,1,0,11555.63720703125,9287.9267578125,18.874050154399754,15.170153953144142,奔驰,轿车,3.7038962012556116,2267.71044921875,0.00448281070003756,historical,prior_but_not_recent,Q4_high
唐新能源,10224.0,False,1,1,5895.691650390625,9123.443115234375,57.66521567283475,89.2355547264708,比亚迪,SUV,-31.570339053636047,-3227.75146484375,0.004403422796562744,historical,recent_180d,Q3
岚图梦想家,31940.0,False,0,0,10787.5146484375,8953.5126953125,33.774310107819346,28.032287712312147,岚图汽车,MPV,5.742022395507199,1834.001953125,0.004321406010195766,historical,no_prior_review,Q4_high
凯美瑞,85981.0,False,1,1,9621.1279296875,8920.0673828125,11.189830229571069,10.374463407976762,丰田,轿车,0.8153668215943064,701.060546875,0.004305263655863031,historical,recent_180d,Q4_high
AION RT,24297.0,False,1,1,11450.669189453125,8908.99365234375,47.12791369079773,36.667052114844424,埃安,轿车,10.46086157595331,2541.675537109375,0.004299918928376578,historical,recent_180d,Q4_high
奥迪A3,34354.0,False,1,1,8342.99951171875,8819.380615234375,24.28538019362738,25.672063268423983,奥迪,轿车,-1.3866830747966041,-476.381103515625,0.004256667264997679,historical,recent_180d,Q4_high
皇冠陆放,20987.0,False,1,1,9231.31298828125,8776.9775390625,43.98586262105708,41.82102034146138,丰田,SUV,2.164842279595703,454.33544921875,0.004236201452924183,historical,recent_180d,Q4_high
日产N6,13933.0,False,1,1,12569.447998046875,8526.2080078125,90.21350748616145,61.194344418377234,日产,轿车,29.019163067784213,4043.239990234375,0.00411516773170267,historical,recent_180d,Q3
宝马X3,39920.0,False,1,1,11739.33447265625,8520.6650390625,29.407150482605836,21.344351300256765,宝马,SUV,8.062799182349071,3218.66943359375,0.004112492422102326,historical,recent_180d,Q4_high
本田HR-V,12155.0,False,1,1,9077.527648925781,8494.7529296875,74.68142862135566,69.8869019307898,本田,SUV,4.79452669056586,582.7747192382812,0.004099985962458995,historical,recent_180d,Q3
海豹06GT,12731.0,False,1,1,8092.541931152344,8148.791748046875,63.565642378071985,64.00747583101779,比亚迪,轿车,-0.4418334529458008,-56.24981689453125,0.00393300806445267,historical,recent_180d,Q3
银河星耀7,7797.0,True,0,0,7744.870218753815,7801.309321641922,99.33141232209587,100.05526897065438,吉利银河,轿车,-0.7238566485585096,-56.4391028881073,0.0037652959388318596,cold_start,no_prior_review,Q3
AION S,13223.0,False,1,1,7034.141357421875,7305.734375,53.1962592257572,55.25020324434698,埃安,轿车,-2.0539440185897746,-271.593017578125,0.0035261070723167044,historical,recent_180d,Q3
格瑞维亚,18067.0,False,1,1,13982.8154296875,7025.986572265625,77.3942294220817,38.888507069605495,丰田,MPV,38.5057223524762,6956.828857421875,0.0033910870106700288,historical,recent_180d,Q4_high
天籁,27222.0,False,1,1,5456.31884765625,6801.74365234375,20.043783879421976,24.986201059230588,日产,轿车,-4.942417179808611,-1345.4248046875,0.003282856337986494,historical,recent_180d,Q4_high
帕萨特新能源,3500.0,False,0,0,6377.463317871094,6741.7100830078125,182.21323765345983,192.6202880859375,大众,轿车,-10.40705043247766,-364.24676513671875,0.003253881181958889,historical,no_prior_review,Q2
领克03,23160.0,False,1,1,9797.366088867188,6711.4716796875,42.30296238716402,28.97872055132772,领克,轿车,13.324241835836304,3085.8944091796875,0.0032392866398731294,historical,recent_180d,Q4_high
英仕派,16078.0,False,1,1,4830.3251953125,6571.17431640625,30.043072492303146,40.87059532532809,本田,轿车,-10.827522833024943,-1740.84912109375,0.0031715722254829397,historical,recent_180d,Q4_high
宝马3系,65448.0,False,1,1,7101.796875,6500.80859375,10.851052553171984,9.93278418553661,宝马,轿车,0.918268367635374,600.98828125,0.0031376102636087267,historical,recent_180d,Q4_high
君越,27144.0,False,1,1,7260.2646484375,6261.193115234375,26.747217242991084,23.0665823579221,别克,轿车,3.680634885068983,999.071533203125,0.003021960037353341,historical,recent_180d,Q4_high
比亚迪e7,11747.0,False,1,1,5202.023681640625,5957.3953857421875,44.283848485916614,50.714185628178996,比亚迪,轿车,-6.430337142262381,-755.3717041015625,0.0028753322970700573,historical,recent_180d,Q3
宝马X1,21969.0,False,1,1,5723.98876953125,5930.729736328125,26.054844414999543,26.995902118112454,宝马,SUV,-0.9410577031129108,-206.740966796875,0.00286246214190693,historical,recent_180d,Q4_high
逍客,27478.0,False,1,1,5675.015869140625,5924.749267578125,20.652943697287377,21.56179222497316,日产,SUV,-0.9088485276857838,-249.7333984375,0.002859575673268362,historical,recent_180d,Q4_high
长安UNI-V,12613.0,False,1,1,4250.7919921875,5903.482177734375,33.70167281525014,46.804742549229964,长安,轿车,-13.103069733979822,-1652.690185546875,0.0028493111287261658,historical,recent_180d,Q3
奕跑,11439.0,False,1,1,5849.515869140625,5711.191345214844,51.13660170592381,49.927365549565906,起亚,SUV,1.2092361563579033,138.32452392578125,0.002756502106431431,historical,recent_180d,Q3
奥迪A5L,22183.0,False,1,1,7610.90625,5607.1019287109375,34.30963463012217,25.27657182847648,奥迪,轿车,9.033062801645688,2003.8043212890625,0.002706263429681328,historical,recent_180d,Q4_high
捷达VA3,13999.0,False,1,1,5561.7213134765625,5495.9786376953125,39.72941862616303,39.25979454029083,捷达,轿车,0.46962408587220494,65.74267578125,0.002652629858812649,historical,recent_180d,Q3
奔驰GLB,6084.0,False,1,1,5959.4700927734375,5447.31787109375,97.95315734341614,89.53513923559747,奔驰,SUV,8.418018107818668,512.1522216796875,0.0026291437772702824,historical,recent_180d,Q3
宝马X5,30133.0,False,1,1,4263.224609375,5342.568603515625,14.148025783609333,17.729959192631416,宝马,SUV,-3.581933409022083,-1079.343994140625,0.002578586623907145,historical,recent_180d,Q4_high
别克GL8,19653.0,False,1,1,5821.657470703125,5274.900146484375,29.62223309776179,26.840177817556484,别克,MPV,2.782055280205306,546.75732421875,0.0025459264952105484,historical,recent_180d,Q4_high
长安欧尚520,2668.0,False,0,0,5780.51708984375,5058.447509765625,216.66106033897114,189.5969831246486,长安欧尚,轿车,27.064077214322538,722.069580078125,0.002441455796718231,historical,no_prior_review,Q2
瑞虎9,24269.0,False,1,1,4641.091796875,5032.397705078125,19.123539481952285,20.735908793432465,奇瑞,SUV,-1.6123693114801796,-391.305908203125,0.0024288828785383166,historical,recent_180d,Q4_high
纳米01,13439.0,False,1,1,5756.0758056640625,5019.1207275390625,42.8311318227849,37.34742709680082,东风纳米,轿车,5.483704725984076,736.955078125,0.0024224747555493835,historical,recent_180d,Q3
秦新能源,402.0,False,1,0,4531.160888671875,4978.847412109375,1127.154449918377,1238.5192567436256,比亚迪,轿车,-111.3648068252487,-447.6865234375,0.0024030368708586654,historical,prior_but_not_recent,Q1_low
星越L 智擎,5010.0,False,0,0,4927.769594192505,4933.593181610107,98.35867453478053,98.47491380459297,吉利汽车,SUV,-0.11623926981243926,-5.823587417602539,0.0023811949513438025,historical,no_prior_review,Q3
曹操60,508.0,False,1,1,5282.896301269531,4893.39306640625,1039.9402167853407,963.2663516547736,曹操汽车,轿车,76.67386513056704,389.50323486328125,0.002361792396685734,historical,recent_180d,Q2
