model,horizon,mean_wmape,std_wmape,n_series
ARIMA,3,137.5504077199009,845.0652000610389,150
XGBoost,3,61.47188383690915,162.40729204903855,150
ARIMA,6,505.43748112535707,4871.132164684929,150
XGBoost,6,152.76395292062145,1085.1867385613891,150
ARIMA,9,68.92588739943886,111.63239600316719,150
XGBoost,9,57.168344417235794,76.37877784931119,150
ARIMA,12,65.2388483264833,67.62542580307003,150
XGBoost,12,57.89069210076215,70.9549875589867,150
