MAE,RMSE,MAPE,WMAPE,version,series_name,test_months,actual_volume
151.31791178385416,193.7374884021255,125.67051172243605,50.077632140271646,BASE,本田XR-V,6,1813.0
230.1268310546875,314.5534356498342,8.529673731860393,9.203846062712472,BASE,极氪001,6,15002.0
624.7826944986979,860.4553191874763,54.153675485907385,52.90285304815393,BASE,极氪009,6,7086.0
247.45105997721353,250.1230919055136,29.569302494159206,27.078357830809434,BASE,林肯Z,6,5483.0
401.87205505371094,531.2743207566499,46.046406641937594,54.07562974483664,BASE,标致408,6,4459.0
87.72128041585286,102.10116355383751,97.23757200199644,73.20273748193563,BASE,标致508,6,719.0
1156.0452473958333,1457.6727696909177,58.59172948642455,38.39193825413737,BASE,格瑞维亚,6,18067.0
852.0690714518229,949.3181777847171,195.34317271174422,107.47139854342942,BASE,欧拉好猫,6,4757.0
51.901265462239586,55.944212291000255,,,BASE,欧拉闪电猫,6,0.0
160.76725260416666,187.6022463961685,28.353404108741522,30.739436444391334,BASE,欧诺S,6,3138.0
1459.9176839192708,2040.3551897816544,64.99791517406716,50.69451995784261,BASE,汉,6,17279.0
640.9078572591146,648.1310767639075,110.35906807127007,66.63398273357629,BASE,沃尔沃S90,6,5771.0
205.64285278320312,207.12339358941898,1457.554823585059,868.9134624642385,BASE,沃尔沃S90新能源,6,142.0
5644.159098307292,5838.3102246549615,54.62422530750756,48.99939894063888,BASE,海豚,6,69113.0
188.92174275716147,229.5281030432023,58.245304828295076,38.20459914199423,BASE,海豹07DM-i,6,2967.0
186.22339630126953,202.82670857969757,1348.177460006972,70.94224621000744,BASE,深蓝SL03,6,1575.0
8.62633236249288,8.965315441299072,493.47275098164874,517.5799417495728,BASE,焕驰,6,10.0
211.6959025065104,231.18895809755344,31.203869635586024,28.045383418835563,BASE,瑞虎3x,6,4529.0
583.07861328125,664.8623089005459,24.528425243683884,26.17636872194164,BASE,瑞虎7,6,13365.0
2369.6092936197915,2933.9585323920764,21.548372813379494,23.18600091604493,BASE,瑞虎8,6,61320.0
1056.0974527994792,1261.2894086271176,24.339178648909147,26.109789100485703,BASE,瑞虎9,6,24269.0
53.07912063598633,60.613653151049185,52.12365735226451,32.968397910550514,BASE,瑞风E3,6,966.0
798.2210693359375,1024.3043552309869,31.579766036603136,22.820443207774453,BASE,皇冠陆放,6,20987.0
133.6652806599935,137.00454829739155,300.8105409976931,198.51279305939627,BASE,皓影新能源,6,404.0
432.21098073323566,535.1603328180239,63.6390703555253,69.09847813480987,BASE,福瑞迪,6,3753.0
5802.922200520833,8104.291620335728,77.76051948068084,50.92590677518319,BASE,秦PLUS,6,68369.0
935.3308614095052,938.2690226561294,2069.955902243277,1396.016211058963,BASE,秦新能源,6,402.0
30.97775999704997,32.43584793169719,,,BASE,红旗E-HS9,6,0.0
1445.7744547526042,1605.4142054997076,54.40378054870077,52.813678712423894,BASE,红旗E-QM5,6,16425.0
296.5802815755208,299.05709857884807,69.33920381105814,66.9985575848315,BASE,红旗H9,6,2656.0
