MAE,RMSE,MAPE,WMAPE,series_name,status
245.0,281.91606315828597,100.0,100.0,威朗,ok
949.0612895146465,1606.1554004533782,652.8274834100862,284.8608172630255,型格,ok
3845.549985022333,4177.485698954392,487.17265471549325,91.49173206762362,荣威i5,ok
1195.4238991339994,1287.9332020773863,20.906144620780488,20.878335549874823,奥迪A3,ok
1501.9659892077968,1863.0111590443182,41.685665703682055,38.91103598983929,领克03,ok
617.5278583160574,836.6186494574202,47.521535366994414,49.4154061069131,高尔夫,ok
831.0700311372334,1011.7129279080996,47.28389814790787,35.61983132240446,捷达VA3,ok
481.2917116570764,502.83253420348126,87.79557719646043,80.5958769171772,马自达3 昂克赛拉,ok
8606.414500465571,9325.999452941238,68.98326150729552,54.28259206214028,轩逸,ok
2381.709100590905,3541.9644108795987,16.3515997045109,14.224112480511053,朗逸,ok
6312.205118469007,7737.316916825916,61.99567688479474,44.772175185083576,速腾,ok
4743.223653147253,5069.335448681125,53.250804320732,48.5372683406957,逸动,ok
2272.214140921953,2929.303655727924,44.74975696654898,43.37942231618849,卡罗拉,ok
2819.237213264069,3067.316932050285,31.821228952631913,25.763320406939723,星瑞,ok
3344.8497884141248,4792.692945316609,29.640549862516846,35.49791058880138,新帝豪,ok
3631.579145452591,4287.899079349395,24.455454813824105,25.34219754680167,凯美瑞,ok
6200.116244724401,7220.13357091931,59.122520873835825,46.47763301892355,帕萨特,ok
5657.884918123247,6670.526564158156,50.04073152815114,44.216043436411745,迈腾,ok
4667.001046278948,7202.9951255123415,84.94154798642683,69.31018112837229,雅阁,ok
2800.482620564317,3529.452950000917,26.81421139572704,25.67365805431167,宝马3系,ok
3774.7591581444635,4343.310001229349,72.02247669990344,55.24981081859532,奔驰C级,ok
2769.196768378713,3406.1736185250293,21.424486558529125,22.772375497207147,长安CS75 PLUS,ok
9815.68711904347,10343.781871880985,91.15371529507233,76.23439914342406,星越L,ok
3495.684166051528,4164.053479556438,30.77952185949431,26.67612718131532,锋兰达,ok
6690.586001200045,7036.256209737833,72.52958045931001,59.21483930081316,卡罗拉锐放,ok
2252.823702526872,2808.2938305796088,41.29674093682532,31.09272931511796,威兰达,ok
834.9620508989398,921.481361277601,36.7223475326348,36.45857146782359,T-ROC探歌,ok
1734.721581554438,1969.6020483765446,78.06330999552222,77.87751207876266,瑞虎7,ok
1681.1926134925598,1808.948690290717,565.6815905987422,165.79808811563706,奔驰GLB,ok
909.7943596762019,951.3685041970373,37.03427193254205,36.270871482107715,奥迪Q3,ok
918.4921085808834,1017.9621888548396,42.61512785917703,35.86458838660224,凯迪拉克CT5,ok
675.7472799490042,817.966442497964,36.933378611600375,31.945191299196544,蒙迪欧,ok
951.4261800118221,1176.590026152959,45.98483047910547,40.14738786181119,君威,ok
1499.6350304339173,1570.459682357877,58.873780309537885,55.96349161962622,英仕派,ok
2964.148678847689,3606.5268477658346,23.412910302861647,21.477781891512855,途观L,ok
5922.273320763975,6617.821947625364,73.89178994997545,57.94787985091951,瑞虎8,ok
5104.322687708823,6186.758583085002,52.654853836072476,41.68552195654349,探岳,ok
3260.289308986967,3361.56937289631,39.85522449667552,37.23420799421703,奔驰GLC,ok
3.6666666666666665,5.916079783099616,100.0,100.0,探界者,ok
317.18120122394384,346.0791143460409,84.22403994907523,50.708425455466646,福瑞迪,ok
431.4316263240523,540.0293703305842,54.7571706962345,58.05314550222725,标致408,ok
99.13785578073589,111.32894080816457,120.79731972591985,120.1670979160435,骐达,ok
454.5902076912843,491.13627232294897,47.342253184635815,47.55127695515527,起亚K3,ok
154.82495186452778,197.67544955828117,57.65824674858963,48.8406788216176,威然,ok
519.6428340716692,638.6641405422547,35.327504271109404,37.56001691880515,库斯途,ok
385.9103727588919,429.4910297918632,137.70253332987807,123.95408118593959,威霆,ok
200.30385893789992,233.5034132431611,73.88834164571718,71.32481623901481,奔驰V级,ok
481.7112346891816,571.9110722823784,43.05725642342307,45.160428252110776,凡尔赛C5 X,ok
429.9057741482489,488.47647616992657,58.20801697519321,58.030025756794004,MG7,ok
213.491827411988,266.0479104725419,21.807739091115433,23.36222805894452,林肯Z,ok
377.0,784.3666234612485,100.0,100.0,迈锐宝XL,ok
9.833333333333334,14.905256343540914,100.0,100.0,凌尚,ok
142.69461310699094,215.0480947289275,376.0737661876635,212.9770344880462,秦新能源,ok
0.0,0.0,,,小鹏P5,ok
115.47836416595642,212.35656191710723,3320.682478062718,2235.065112889479,荣威i6 MAX新能源,ok
120.14964491613243,160.07585645186631,74.07546821695193,73.56100709150965,大通G10,ok
17.0,21.67179426505029,100.0,100.0,长安UNI-T,ok
198.6992748444812,220.4264001888671,92.63908344642502,97.32209380137856,锐际,ok
343.5832479912396,421.1692325043725,34.32592641384043,23.487518376978894,赛图斯,ok
322.0,327.953248700685,100.0,100.0,冠道,ok
4.333333333333333,5.744562646538029,100.0,100.0,凌放HARRIER,ok
176.70492830495974,266.94126775052746,3837.5566961656104,1796.9992708978957,威飒,ok
99.96393731075473,180.74815205533028,206.4360519391323,268.9612663069634,智跑,ok
1140.098056294926,1237.6738280376946,149.22203708048434,151.03970717088885,瑞虎3x,ok
854.9320171963587,1031.9361094378612,5619.9348559281625,372.2490640913028,五菱星驰,ok
396.02383902873527,432.7326250968138,60.120222342856444,54.46122012771972,吉利ICON,ok
3615.7056222131796,3654.4119523893105,646.6924103199194,555.6924624303042,大众ID.3,ok
8631.237050870584,9375.420896857238,67.72339291938074,73.19466638195343,MG4,ok
706.9516277971364,757.6320801436866,106.5457015568769,91.45557927517936,宝马iX1,ok
23551.93813983673,24233.6759423565,223.22506718835248,206.68962371691904,秦PLUS,ok
4107.526074226796,4602.7287837689,347.7776294758163,186.38097591590994,AION S,ok
3946.8890084957275,4330.123172307011,173.78945199343298,144.17859391765217,红旗E-QM5,ok
1736.8781199447556,1848.9074216194058,178.923656272556,164.24379384820384,宝马i3,ok
1688.8764619780566,1745.9334894257527,549.8592781054076,435.83908696207914,奥迪A7L,ok
221.8975488394377,276.1514595440348,50.395500288278384,50.12745832216212,红旗H9,ok
380.9021925443324,407.67456053132634,331.57507611078165,126.05698594958604,本田XR-V,ok
541.1529397591639,575.2048753415169,107.76502432497668,105.59081751398321,缤智,ok
9.666666666666666,10.263202878893768,100.0,100.0,风光330,ok
213.71977565717944,319.06677480614576,149.71801630664493,178.3475179336685,标致508,ok
4992.096818652183,5665.686001958121,59.38102307120688,50.55031966636812,奥迪A6L,ok
4636.578400943094,5914.462111878116,43.20709821374147,45.438089678495,奔驰E级,ok
350.0443361355871,372.5153155448572,,,奥迪Q5 e-tron,ok
0.0,0.0,,,起亚KX3傲跑,ok
1820.3898981567315,2387.6579594591444,44.182675463883996,50.37282382022962,凯迪拉克XT5,ok
1597.359941416783,1972.038721464772,39.241356730130214,39.49136613993448,瑞虎9,ok
743.5605971105828,942.2559968230802,96.4272309866304,90.1467686939482,QQ冰淇淋,ok
2932.996217667444,3237.317920077289,71389.35262068006,466.4186935066171,零跑T03,ok
8403.881714774694,8901.30876617188,7197.0714937910725,3366.040740230185,宋PLUS新能源,ok
4339.25501187505,4864.120536728101,39.490645600936844,37.801681434576615,RAV4荣放,ok
160.33333333333334,187.97960882322673,100.0,100.0,飞凡F7,ok
121.08197977441728,131.1104756488675,57.521480845504115,47.638811714524834,大通G50,ok
3586.8667739723737,4540.438265295472,50.68128319175993,41.90020178695607,奥迪Q5L,ok
129.47774727737246,162.07945174920366,58.19074942484287,50.643186679545934,凌宝BOX,ok
427.5198000546705,512.2727235235154,24.444496715534626,22.23191887959805,途昂,ok
106.98763418796085,121.92473319050362,114.33138115437818,66.45194670059679,瑞风E3,ok
3034.995468107139,3660.586093577248,53.6566657714614,53.203531739979645,魏牌 高山,ok
889.5622781721944,1171.2247012908338,88.68773860799816,75.32280086132045,极氪009,ok
0.0,0.0,,,欧拉闪电猫,ok
4735.004098131921,7022.237350905784,235.77067401407425,233.73117720108203,本田HR-V,ok
1119.917643125125,1833.449307196091,240.35058676135867,226.47475088475733,海豹07DM-i,ok
522.5325254379455,676.8575382990049,91.59697317913363,92.07621593620186,ID.4 CROZZ,ok
1371.1756501366374,1747.300500736549,56.6559963055951,54.83971404359303,极氪001,ok
111.34248858141973,121.55654923476034,169.58428763309186,102.61980514416564,大家9,ok
477.9121376919945,691.8215876513788,106.19304622110086,92.26103044246997,揽境,ok
123.17190134137515,167.5316740092877,197.1811871048846,182.92856634857694,皓影新能源,ok
17926.99330683335,18142.034111472633,191.27347768073545,147.75197439662645,宏光MINIEV,ok
8460.071857111821,9098.384346906632,234.96468706740856,201.80666776396822,元PLUS,ok
65.47470175950112,69.66077461248547,152.01869891424894,144.96243931992868,风光380,ok
1.1666666666666667,1.7795130420052185,100.0,100.0,长安UNI-K 智电iDD,ok
263.23520615858416,610.2982802322877,2347.5927832598563,1645.220038491151,蔚来ET7,ok
1603.8012625533918,2822.88675142809,,,Model 3,ok
1017.9062983876364,1042.1907083377614,59.998826683766715,53.00675048017548,传祺M6,ok
37.037440007884356,64.27386144848015,100.0,188.32596614178487,迈腾PHEV,ok
520.4977909913441,643.0954976938422,206.2431582921564,179.58520678252242,艾力绅,ok
3911.292175504032,6147.965042940096,29.00082188106771,33.95562781679885,海豚,ok
769.5925304435228,909.8235578762324,4520.150109824124,2765.0031033899027,宝马iX3,ok
1.6094524739747982,3.942337326498278,,,传祺GA8,ok
1752.9673229013279,2184.1534262418745,26.548713028764453,25.033449809372765,赛那SIENNA,ok
50.540721425316654,96.04022827151299,,,红旗E-HS9,ok
2685.660607583088,2936.2582801342373,4538.585057007134,1979.6024134519075,星途ES,ok
0.0,0.0,,,小虎FEV,ok
3011.3254050368646,3488.458314691811,31.676454206259823,27.227583945239058,缤越,ok
