series_name,aspect,aspect_zh,mentioned_reviews,scored_mentions,mean_polarity,negative_rate_among_scored,positive_rate_among_scored,brand,category
标致4008,fuel_consumption,能耗/油耗,61,61,0.45901639344262296,0.2459016393442623,0.7049180327868853,标致,SUV
标致4008,intelligence,智能化,35,34,-0.29411764705882354,0.6470588235294118,0.35294117647058826,标致,SUV
标致4008,interior,内饰,54,54,0.7592592592592593,0.1111111111111111,0.8703703703703703,标致,SUV
标致4008,power,动力,76,75,0.8133333333333334,0.05333333333333334,0.8666666666666667,标致,SUV
标致4008,space,空间,72,65,0.5846153846153846,0.18461538461538463,0.7692307692307693,标致,SUV
标致4008,value,性价比,73,71,0.5352112676056338,0.11267605633802817,0.647887323943662,标致,SUV
标致408,appearance,外观,71,69,0.7391304347826086,0.07246376811594203,0.8115942028985508,标致,轿车
标致408,comfort,舒适性,72,71,-0.028169014084507043,0.4647887323943662,0.43661971830985913,标致,轿车
标致408,configuration,配置,66,63,0.6031746031746031,0.14285714285714285,0.746031746031746,标致,轿车
标致408,control,操控,81,80,0.7875,0.0625,0.85,标致,轿车
标致408,fuel_consumption,能耗/油耗,78,78,0.4358974358974359,0.2564102564102564,0.6923076923076923,标致,轿车
标致408,intelligence,智能化,32,32,0.03125,0.40625,0.4375,标致,轿车
标致408,interior,内饰,75,72,0.5694444444444444,0.1527777777777778,0.7222222222222222,标致,轿车
标致408,power,动力,86,86,0.7906976744186046,0.06976744186046512,0.8604651162790697,标致,轿车
标致408,space,空间,86,85,0.7647058823529411,0.07058823529411765,0.8352941176470589,标致,轿车
标致408,value,性价比,89,89,0.8202247191011236,0.0449438202247191,0.8651685393258427,标致,轿车
标致408X,appearance,外观,79,79,0.9367088607594937,0.012658227848101266,0.9493670886075949,标致,轿车
标致408X,comfort,舒适性,51,51,0.29411764705882354,0.29411764705882354,0.5882352941176471,标致,轿车
标致408X,configuration,配置,56,56,0.125,0.39285714285714285,0.5178571428571429,标致,轿车
标致408X,control,操控,75,75,0.7866666666666666,0.04,0.8266666666666667,标致,轿车
标致408X,fuel_consumption,能耗/油耗,53,53,0.2641509433962264,0.33962264150943394,0.6037735849056604,标致,轿车
标致408X,intelligence,智能化,40,40,-0.275,0.6,0.325,标致,轿车
标致408X,interior,内饰,75,75,0.6133333333333333,0.12,0.7333333333333333,标致,轿车
标致408X,power,动力,67,67,0.5373134328358209,0.19402985074626866,0.7313432835820896,标致,轿车
标致408X,space,空间,61,61,0.45901639344262296,0.19672131147540983,0.6557377049180327,标致,轿车
标致408X,value,性价比,54,54,0.5185185185185185,0.1111111111111111,0.6296296296296297,标致,轿车
标致5008,appearance,外观,65,62,0.8870967741935484,0.04838709677419355,0.9354838709677419,标致,SUV
标致5008,comfort,舒适性,72,67,0.19402985074626866,0.34328358208955223,0.5373134328358209,标致,SUV
标致5008,configuration,配置,63,54,0.2777777777777778,0.2962962962962963,0.5740740740740741,标致,SUV
标致5008,control,操控,75,74,0.6891891891891891,0.10810810810810811,0.7972972972972973,标致,SUV
标致5008,fuel_consumption,能耗/油耗,60,57,0.40350877192982454,0.24561403508771928,0.6491228070175439,标致,SUV
标致5008,intelligence,智能化,34,34,-0.4117647058823529,0.6176470588235294,0.20588235294117646,标致,SUV
标致5008,interior,内饰,67,62,0.7096774193548387,0.06451612903225806,0.7741935483870968,标致,SUV
标致5008,power,动力,68,67,0.6716417910447762,0.11940298507462686,0.7910447761194029,标致,SUV
标致5008,space,空间,88,87,0.7011494252873564,0.11494252873563218,0.8160919540229885,标致,SUV
标致5008,value,性价比,67,65,0.36923076923076925,0.18461538461538463,0.5538461538461539,标致,SUV
标致508,appearance,外观,10,8,1.0,0.0,1.0,标致,轿车
标致508,comfort,舒适性,9,7,0.14285714285714285,0.42857142857142855,0.5714285714285714,标致,轿车
标致508,configuration,配置,9,4,1.0,0.0,1.0,标致,轿车
标致508,control,操控,9,9,1.0,0.0,1.0,标致,轿车
标致508,fuel_consumption,能耗/油耗,7,6,0.8333333333333334,0.0,0.8333333333333334,标致,轿车
标致508,intelligence,智能化,8,8,-0.75,0.875,0.125,标致,轿车
标致508,interior,内饰,8,8,1.0,0.0,1.0,标致,轿车
标致508,power,动力,9,9,1.0,0.0,1.0,标致,轿车
标致508,space,空间,10,10,-0.8,0.9,0.1,标致,轿车
标致508,value,性价比,8,7,0.7142857142857143,0.14285714285714285,0.8571428571428571,标致,轿车
格瑞维亚,appearance,外观,37,37,0.8108108108108109,0.0,0.8108108108108109,丰田,MPV
格瑞维亚,comfort,舒适性,62,62,-0.08064516129032258,0.5161290322580645,0.43548387096774194,丰田,MPV
格瑞维亚,configuration,配置,45,45,0.08888888888888889,0.37777777777777777,0.4666666666666667,丰田,MPV
格瑞维亚,control,操控,32,32,0.59375,0.125,0.71875,丰田,MPV
格瑞维亚,fuel_consumption,能耗/油耗,67,67,0.8059701492537313,0.05970149253731343,0.8656716417910447,丰田,MPV
格瑞维亚,intelligence,智能化,19,19,-0.10526315789473684,0.47368421052631576,0.3684210526315789,丰田,MPV
格瑞维亚,interior,内饰,49,49,-0.32653061224489793,0.5714285714285714,0.24489795918367346,丰田,MPV
格瑞维亚,power,动力,56,55,0.38181818181818183,0.2,0.5818181818181818,丰田,MPV
格瑞维亚,space,空间,69,69,0.9420289855072463,0.014492753623188406,0.9565217391304348,丰田,MPV
格瑞维亚,value,性价比,35,35,0.6,0.02857142857142857,0.6285714285714286,丰田,MPV
欧拉好猫,appearance,外观,74,71,0.9859154929577465,0.0,0.9859154929577465,欧拉,轿车
欧拉好猫,comfort,舒适性,63,55,-0.45454545454545453,0.6181818181818182,0.16363636363636364,欧拉,轿车
欧拉好猫,configuration,配置,52,45,0.7111111111111111,0.1111111111111111,0.8222222222222222,欧拉,轿车
欧拉好猫,control,操控,47,41,0.4878048780487805,0.12195121951219512,0.6097560975609756,欧拉,轿车
欧拉好猫,fuel_consumption,能耗/油耗,78,67,-0.029850746268656716,0.373134328358209,0.34328358208955223,欧拉,轿车
欧拉好猫,intelligence,智能化,53,53,0.09433962264150944,0.4339622641509434,0.5283018867924528,欧拉,轿车
欧拉好猫,interior,内饰,62,56,0.7142857142857143,0.10714285714285714,0.8214285714285714,欧拉,轿车
欧拉好猫,power,动力,40,40,0.675,0.125,0.8,欧拉,轿车
欧拉好猫,space,空间,54,52,0.28846153846153844,0.2692307692307692,0.5576923076923077,欧拉,轿车
欧拉好猫,value,性价比,58,54,0.46296296296296297,0.2037037037037037,0.6666666666666666,欧拉,轿车
欧拉闪电猫,appearance,外观,87,87,0.9080459770114943,0.011494252873563218,0.9195402298850575,欧拉,轿车
欧拉闪电猫,comfort,舒适性,70,70,0.37142857142857144,0.21428571428571427,0.5857142857142857,欧拉,轿车
欧拉闪电猫,configuration,配置,65,65,0.7538461538461538,0.06153846153846154,0.8153846153846154,欧拉,轿车
欧拉闪电猫,control,操控,51,51,0.5294117647058824,0.09803921568627451,0.6274509803921569,欧拉,轿车
欧拉闪电猫,fuel_consumption,能耗/油耗,67,67,0.31343283582089554,0.19402985074626866,0.5074626865671642,欧拉,轿车
欧拉闪电猫,intelligence,智能化,51,51,0.13725490196078433,0.39215686274509803,0.5294117647058824,欧拉,轿车
欧拉闪电猫,interior,内饰,70,70,0.7714285714285715,0.07142857142857142,0.8428571428571429,欧拉,轿车
欧拉闪电猫,power,动力,50,50,0.8,0.06,0.86,欧拉,轿车
欧拉闪电猫,space,空间,52,52,0.057692307692307696,0.4230769230769231,0.4807692307692308,欧拉,轿车
欧拉闪电猫,value,性价比,46,46,0.6304347826086957,0.043478260869565216,0.6739130434782609,欧拉,轿车
欧诺S,appearance,外观,23,23,0.6086956521739131,0.17391304347826086,0.782608695652174,长安凯程,MPV
欧诺S,comfort,舒适性,21,19,-0.631578947368421,0.7368421052631579,0.10526315789473684,长安凯程,MPV
欧诺S,configuration,配置,9,9,0.3333333333333333,0.2222222222222222,0.5555555555555556,长安凯程,MPV
欧诺S,control,操控,11,11,-0.18181818181818182,0.5454545454545454,0.36363636363636365,长安凯程,MPV
欧诺S,fuel_consumption,能耗/油耗,14,14,0.07142857142857142,0.42857142857142855,0.5,长安凯程,MPV
欧诺S,intelligence,智能化,3,3,0.0,0.3333333333333333,0.3333333333333333,长安凯程,MPV
欧诺S,interior,内饰,13,12,-0.3333333333333333,0.5833333333333334,0.25,长安凯程,MPV
欧诺S,power,动力,22,21,0.14285714285714285,0.3333333333333333,0.47619047619047616,长安凯程,MPV
欧诺S,space,空间,24,23,0.7391304347826086,0.08695652173913043,0.8260869565217391,长安凯程,MPV
欧诺S,value,性价比,22,20,0.25,0.25,0.5,长安凯程,MPV
比亚迪M9,appearance,外观,1,1,1.0,0.0,1.0,比亚迪,MPV
比亚迪M9,comfort,舒适性,3,1,1.0,0.0,1.0,比亚迪,MPV
比亚迪M9,configuration,配置,3,1,1.0,0.0,1.0,比亚迪,MPV
比亚迪M9,control,操控,2,0,,,,比亚迪,MPV
比亚迪M9,fuel_consumption,能耗/油耗,2,1,1.0,0.0,1.0,比亚迪,MPV
比亚迪M9,intelligence,智能化,3,3,1.0,0.0,1.0,比亚迪,MPV
比亚迪M9,interior,内饰,1,1,1.0,0.0,1.0,比亚迪,MPV
比亚迪M9,power,动力,1,1,1.0,0.0,1.0,比亚迪,MPV
比亚迪M9,space,空间,3,3,1.0,0.0,1.0,比亚迪,MPV
比亚迪M9,value,性价比,2,2,1.0,0.0,1.0,比亚迪,MPV
比亚迪e7,appearance,外观,19,18,0.7777777777777778,0.1111111111111111,0.8888888888888888,比亚迪,轿车
比亚迪e7,comfort,舒适性,18,17,-0.11764705882352941,0.35294117647058826,0.23529411764705882,比亚迪,轿车
比亚迪e7,configuration,配置,13,13,0.38461538461538464,0.3076923076923077,0.6923076923076923,比亚迪,轿车
比亚迪e7,control,操控,8,8,0.25,0.375,0.625,比亚迪,轿车
比亚迪e7,fuel_consumption,能耗/油耗,25,25,0.52,0.08,0.6,比亚迪,轿车
比亚迪e7,intelligence,智能化,9,9,-0.3333333333333333,0.6666666666666666,0.3333333333333333,比亚迪,轿车
比亚迪e7,interior,内饰,17,17,-0.6470588235294118,0.8235294117647058,0.17647058823529413,比亚迪,轿车
比亚迪e7,power,动力,8,7,1.0,0.0,1.0,比亚迪,轿车
比亚迪e7,space,空间,19,19,0.8421052631578947,0.05263157894736842,0.8947368421052632,比亚迪,轿车
比亚迪e7,value,性价比,15,15,0.7333333333333333,0.06666666666666667,0.8,比亚迪,轿车
比亚迪e9,appearance,外观,7,7,1.0,0.0,1.0,比亚迪,轿车
比亚迪e9,comfort,舒适性,6,6,0.3333333333333333,0.3333333333333333,0.6666666666666666,比亚迪,轿车
比亚迪e9,configuration,配置,5,5,0.4,0.2,0.6,比亚迪,轿车
比亚迪e9,control,操控,3,3,0.0,0.0,0.0,比亚迪,轿车
比亚迪e9,fuel_consumption,能耗/油耗,7,7,0.2857142857142857,0.0,0.2857142857142857,比亚迪,轿车
比亚迪e9,intelligence,智能化,3,3,0.3333333333333333,0.3333333333333333,0.6666666666666666,比亚迪,轿车
比亚迪e9,interior,内饰,8,8,0.5,0.25,0.75,比亚迪,轿车
比亚迪e9,power,动力,6,6,1.0,0.0,1.0,比亚迪,轿车
比亚迪e9,space,空间,4,4,0.75,0.0,0.75,比亚迪,轿车
比亚迪e9,value,性价比,3,3,0.0,0.3333333333333333,0.3333333333333333,比亚迪,轿车
汉,appearance,外观,19,19,0.8421052631578947,0.05263157894736842,0.8947368421052632,比亚迪,轿车
汉,comfort,舒适性,20,12,0.5,0.25,0.75,比亚迪,轿车
汉,configuration,配置,15,7,0.5714285714285714,0.14285714285714285,0.7142857142857143,比亚迪,轿车
汉,control,操控,20,14,0.0,0.5,0.5,比亚迪,轿车
汉,fuel_consumption,能耗/油耗,18,18,0.5555555555555556,0.16666666666666666,0.7222222222222222,比亚迪,轿车
汉,intelligence,智能化,20,20,0.5,0.25,0.75,比亚迪,轿车
汉,interior,内饰,20,19,0.3684210526315789,0.21052631578947367,0.5789473684210527,比亚迪,轿车
汉,power,动力,13,13,1.0,0.0,1.0,比亚迪,轿车
汉,space,空间,18,18,0.2222222222222222,0.3333333333333333,0.5555555555555556,比亚迪,轿车
汉,value,性价比,15,15,0.5333333333333333,0.2,0.7333333333333333,比亚迪,轿车
江淮A5 PLUS,appearance,外观,10,10,1.0,0.0,1.0,江淮,轿车
江淮A5 PLUS,comfort,舒适性,8,7,0.14285714285714285,0.42857142857142855,0.5714285714285714,江淮,轿车
江淮A5 PLUS,configuration,配置,10,10,1.0,0.0,1.0,江淮,轿车
江淮A5 PLUS,control,操控,10,6,1.0,0.0,1.0,江淮,轿车
江淮A5 PLUS,fuel_consumption,能耗/油耗,10,10,0.1,0.4,0.5,江淮,轿车
江淮A5 PLUS,intelligence,智能化,5,5,0.6,0.2,0.8,江淮,轿车
江淮A5 PLUS,interior,内饰,10,10,0.1,0.3,0.4,江淮,轿车
江淮A5 PLUS,power,动力,10,10,1.0,0.0,1.0,江淮,轿车
江淮A5 PLUS,space,空间,10,10,1.0,0.0,1.0,江淮,轿车
江淮A5 PLUS,value,性价比,10,10,1.0,0.0,1.0,江淮,轿车
江淮QX PHEV,appearance,外观,10,10,0.8,0.1,0.9,江淮,SUV
江淮QX PHEV,comfort,舒适性,6,3,-1.0,1.0,0.0,江淮,SUV
江淮QX PHEV,configuration,配置,9,8,1.0,0.0,1.0,江淮,SUV
江淮QX PHEV,control,操控,5,1,1.0,0.0,1.0,江淮,SUV
江淮QX PHEV,fuel_consumption,能耗/油耗,10,10,1.0,0.0,1.0,江淮,SUV
江淮QX PHEV,intelligence,智能化,10,10,0.8,0.1,0.9,江淮,SUV
江淮QX PHEV,interior,内饰,10,10,0.8,0.0,0.8,江淮,SUV
江淮QX PHEV,power,动力,7,7,1.0,0.0,1.0,江淮,SUV
江淮QX PHEV,space,空间,10,10,0.8,0.1,0.9,江淮,SUV
江淮QX PHEV,value,性价比,10,10,1.0,0.0,1.0,江淮,SUV
沃兰多,appearance,外观,10,10,1.0,0.0,1.0,雪佛兰,轿车
沃兰多,comfort,舒适性,10,10,0.7,0.1,0.8,雪佛兰,轿车
沃兰多,configuration,配置,10,7,1.0,0.0,1.0,雪佛兰,轿车
沃兰多,control,操控,10,10,0.5,0.2,0.7,雪佛兰,轿车
沃兰多,fuel_consumption,能耗/油耗,10,10,1.0,0.0,1.0,雪佛兰,轿车
沃兰多,intelligence,智能化,6,5,-0.2,0.6,0.4,雪佛兰,轿车
沃兰多,interior,内饰,10,10,-0.4,0.5,0.1,雪佛兰,轿车
沃兰多,power,动力,10,10,0.7,0.1,0.8,雪佛兰,轿车
沃兰多,space,空间,10,10,1.0,0.0,1.0,雪佛兰,轿车
沃兰多,value,性价比,10,10,1.0,0.0,1.0,雪佛兰,轿车
沃尔沃C40,appearance,外观,10,10,0.8,0.1,0.9,沃尔沃,SUV
沃尔沃C40,comfort,舒适性,6,5,0.8,0.0,0.8,沃尔沃,SUV
沃尔沃C40,configuration,配置,8,6,1.0,0.0,1.0,沃尔沃,SUV
沃尔沃C40,control,操控,9,7,1.0,0.0,1.0,沃尔沃,SUV
沃尔沃C40,fuel_consumption,能耗/油耗,10,10,0.6,0.2,0.8,沃尔沃,SUV
沃尔沃C40,intelligence,智能化,10,10,0.9,0.0,0.9,沃尔沃,SUV
沃尔沃C40,interior,内饰,10,10,0.8,0.0,0.8,沃尔沃,SUV
沃尔沃C40,power,动力,9,9,1.0,0.0,1.0,沃尔沃,SUV
沃尔沃C40,space,空间,10,10,0.7,0.1,0.8,沃尔沃,SUV
沃尔沃C40,value,性价比,10,10,0.8,0.1,0.9,沃尔沃,SUV
沃尔沃EM90,appearance,外观,9,9,0.8888888888888888,0.0,0.8888888888888888,沃尔沃,MPV
沃尔沃EM90,comfort,舒适性,10,10,1.0,0.0,1.0,沃尔沃,MPV
沃尔沃EM90,configuration,配置,7,7,0.7142857142857143,0.14285714285714285,0.8571428571428571,沃尔沃,MPV
沃尔沃EM90,control,操控,6,6,1.0,0.0,1.0,沃尔沃,MPV
沃尔沃EM90,fuel_consumption,能耗/油耗,3,3,0.3333333333333333,0.3333333333333333,0.6666666666666666,沃尔沃,MPV
沃尔沃EM90,intelligence,智能化,4,4,0.25,0.25,0.5,沃尔沃,MPV
沃尔沃EM90,interior,内饰,9,9,1.0,0.0,1.0,沃尔沃,MPV
沃尔沃EM90,power,动力,6,6,0.6666666666666666,0.16666666666666666,0.8333333333333334,沃尔沃,MPV
沃尔沃EM90,space,空间,8,8,0.75,0.125,0.875,沃尔沃,MPV
沃尔沃EM90,value,性价比,4,4,0.0,0.5,0.5,沃尔沃,MPV
沃尔沃ES90,appearance,外观,1,1,1.0,0.0,1.0,沃尔沃,轿车
沃尔沃ES90,comfort,舒适性,1,1,1.0,0.0,1.0,沃尔沃,轿车
沃尔沃ES90,configuration,配置,1,1,1.0,0.0,1.0,沃尔沃,轿车
沃尔沃ES90,control,操控,1,1,0.0,0.0,0.0,沃尔沃,轿车
沃尔沃ES90,fuel_consumption,能耗/油耗,1,1,1.0,0.0,1.0,沃尔沃,轿车
沃尔沃ES90,intelligence,智能化,1,1,1.0,0.0,1.0,沃尔沃,轿车
沃尔沃ES90,interior,内饰,1,1,1.0,0.0,1.0,沃尔沃,轿车
沃尔沃ES90,space,空间,1,1,1.0,0.0,1.0,沃尔沃,轿车
沃尔沃ES90,value,性价比,1,1,0.0,0.0,0.0,沃尔沃,轿车
沃尔沃S60,appearance,外观,79,78,0.9358974358974359,0.01282051282051282,0.9487179487179487,沃尔沃,轿车
沃尔沃S60,comfort,舒适性,86,84,0.16666666666666666,0.34523809523809523,0.5119047619047619,沃尔沃,轿车
沃尔沃S60,configuration,配置,85,73,0.5205479452054794,0.2054794520547945,0.726027397260274,沃尔沃,轿车
沃尔沃S60,control,操控,91,88,0.7386363636363636,0.09090909090909091,0.8295454545454546,沃尔沃,轿车
沃尔沃S60,fuel_consumption,能耗/油耗,77,74,0.22972972972972974,0.35135135135135137,0.581081081081081,沃尔沃,轿车
沃尔沃S60,intelligence,智能化,51,50,-0.02,0.44,0.42,沃尔沃,轿车
沃尔沃S60,interior,内饰,83,81,0.6049382716049383,0.1111111111111111,0.7160493827160493,沃尔沃,轿车
沃尔沃S60,power,动力,92,90,0.8555555555555555,0.044444444444444446,0.9,沃尔沃,轿车
沃尔沃S60,space,空间,81,77,-0.025974025974025976,0.4155844155844156,0.38961038961038963,沃尔沃,轿车
沃尔沃S60,value,性价比,91,88,0.6931818181818182,0.03409090909090909,0.7272727272727273,沃尔沃,轿车
沃尔沃S90,appearance,外观,74,72,0.9722222222222222,0.0,0.9722222222222222,沃尔沃,轿车
沃尔沃S90,comfort,舒适性,90,87,0.25287356321839083,0.3333333333333333,0.5862068965517241,沃尔沃,轿车
沃尔沃S90,configuration,配置,84,68,0.6764705882352942,0.1323529411764706,0.8088235294117647,沃尔沃,轿车
沃尔沃S90,control,操控,91,86,0.5813953488372093,0.16279069767441862,0.7441860465116279,沃尔沃,轿车
沃尔沃S90,fuel_consumption,能耗/油耗,78,76,0.35526315789473684,0.3026315789473684,0.6578947368421053,沃尔沃,轿车
沃尔沃S90,intelligence,智能化,65,63,0.14285714285714285,0.3492063492063492,0.49206349206349204,沃尔沃,轿车
沃尔沃S90,interior,内饰,87,82,0.8414634146341463,0.06097560975609756,0.9024390243902439,沃尔沃,轿车
沃尔沃S90,power,动力,94,90,0.8666666666666667,0.044444444444444446,0.9111111111111111,沃尔沃,轿车
沃尔沃S90,space,空间,92,87,0.9310344827586207,0.022988505747126436,0.9540229885057471,沃尔沃,轿车
沃尔沃S90,value,性价比,82,82,0.8170731707317073,0.024390243902439025,0.8414634146341463,沃尔沃,轿车
海狮05EV,appearance,外观,37,37,0.5405405405405406,0.1891891891891892,0.7297297297297297,比亚迪,SUV
海狮05EV,comfort,舒适性,36,36,0.3055555555555556,0.2222222222222222,0.5277777777777778,比亚迪,SUV
海狮05EV,configuration,配置,29,28,0.42857142857142855,0.17857142857142858,0.6071428571428571,比亚迪,SUV
海狮05EV,control,操控,29,29,0.5862068965517241,0.13793103448275862,0.7241379310344828,比亚迪,SUV
海狮05EV,fuel_consumption,能耗/油耗,66,66,-0.09090909090909091,0.3939393939393939,0.30303030303030304,比亚迪,SUV
海狮05EV,intelligence,智能化,47,47,0.3404255319148936,0.2765957446808511,0.6170212765957447,比亚迪,SUV
海狮05EV,interior,内饰,35,35,-0.08571428571428572,0.42857142857142855,0.34285714285714286,比亚迪,SUV
海狮05EV,power,动力,23,23,0.6521739130434783,0.08695652173913043,0.7391304347826086,比亚迪,SUV
海狮05EV,space,空间,47,47,0.46808510638297873,0.23404255319148937,0.7021276595744681,比亚迪,SUV
海狮05EV,value,性价比,36,35,0.6285714285714286,0.05714285714285714,0.6857142857142857,比亚迪,SUV
海狮06EV,appearance,外观,32,32,0.5625,0.15625,0.71875,比亚迪,SUV
海狮06EV,comfort,舒适性,39,38,0.34210526315789475,0.15789473684210525,0.5,比亚迪,SUV
海狮06EV,configuration,配置,22,21,0.47619047619047616,0.14285714285714285,0.6190476190476191,比亚迪,SUV
海狮06EV,control,操控,25,25,-0.08,0.4,0.32,比亚迪,SUV
海狮06EV,fuel_consumption,能耗/油耗,57,56,0.07142857142857142,0.32142857142857145,0.39285714285714285,比亚迪,SUV
海狮06EV,intelligence,智能化,47,47,0.0,0.44680851063829785,0.44680851063829785,比亚迪,SUV
海狮06EV,interior,内饰,36,34,-0.20588235294117646,0.47058823529411764,0.2647058823529412,比亚迪,SUV
海狮06EV,power,动力,15,15,0.5333333333333333,0.13333333333333333,0.6666666666666666,比亚迪,SUV
海狮06EV,space,空间,42,42,0.9285714285714286,0.023809523809523808,0.9523809523809523,比亚迪,SUV
海狮06EV,value,性价比,36,36,0.3888888888888889,0.16666666666666666,0.5555555555555556,比亚迪,SUV
海狮07EV,appearance,外观,55,55,0.7454545454545455,0.07272727272727272,0.8181818181818182,比亚迪,SUV
海狮07EV,comfort,舒适性,53,53,0.20754716981132076,0.33962264150943394,0.5471698113207547,比亚迪,SUV
海狮07EV,configuration,配置,47,47,0.5106382978723404,0.1276595744680851,0.6382978723404256,比亚迪,SUV
海狮07EV,control,操控,50,50,0.4,0.2,0.6,比亚迪,SUV
海狮07EV,fuel_consumption,能耗/油耗,80,80,-0.0125,0.3875,0.375,比亚迪,SUV
海狮07EV,intelligence,智能化,67,67,-0.208955223880597,0.582089552238806,0.373134328358209,比亚迪,SUV
海狮07EV,interior,内饰,54,53,0.18867924528301888,0.2641509433962264,0.4528301886792453,比亚迪,SUV
海狮07EV,power,动力,38,38,0.8421052631578947,0.0,0.8421052631578947,比亚迪,SUV
海狮07EV,space,空间,62,62,0.7258064516129032,0.08064516129032258,0.8064516129032258,比亚迪,SUV
海狮07EV,value,性价比,46,45,0.35555555555555557,0.17777777777777778,0.5333333333333333,比亚迪,SUV
海豚,appearance,外观,59,58,0.5689655172413793,0.13793103448275862,0.7068965517241379,比亚迪,轿车
海豚,comfort,舒适性,63,58,0.08620689655172414,0.3793103448275862,0.46551724137931033,比亚迪,轿车
海豚,configuration,配置,63,56,0.5714285714285714,0.14285714285714285,0.7142857142857143,比亚迪,轿车
海豚,control,操控,52,51,0.17647058823529413,0.39215686274509803,0.5686274509803921,比亚迪,轿车
海豚,fuel_consumption,能耗/油耗,79,78,0.5512820512820513,0.1282051282051282,0.6794871794871795,比亚迪,轿车
海豚,intelligence,智能化,52,51,0.6078431372549019,0.19607843137254902,0.803921568627451,比亚迪,轿车
海豚,interior,内饰,49,45,0.4222222222222222,0.2,0.6222222222222222,比亚迪,轿车
海豚,power,动力,59,59,0.8305084745762712,0.03389830508474576,0.864406779661017,比亚迪,轿车
海豚,space,空间,73,71,0.5492957746478874,0.11267605633802817,0.6619718309859155,比亚迪,轿车
海豚,value,性价比,66,66,0.5303030303030303,0.12121212121212122,0.6515151515151515,比亚迪,轿车
海豹,appearance,外观,64,64,0.921875,0.03125,0.953125,比亚迪,轿车
海豹,comfort,舒适性,69,69,0.2608695652173913,0.2608695652173913,0.5217391304347826,比亚迪,轿车
海豹,configuration,配置,53,53,0.22641509433962265,0.2830188679245283,0.5094339622641509,比亚迪,轿车
海豹,control,操控,74,74,0.7027027027027027,0.10810810810810811,0.8108108108108109,比亚迪,轿车
海豹,fuel_consumption,能耗/油耗,83,83,0.012048192771084338,0.3855421686746988,0.39759036144578314,比亚迪,轿车
海豹,intelligence,智能化,62,62,-0.3709677419354839,0.6451612903225806,0.27419354838709675,比亚迪,轿车
海豹,interior,内饰,65,65,0.13846153846153847,0.3230769230769231,0.46153846153846156,比亚迪,轿车
海豹,power,动力,68,68,0.8088235294117647,0.04411764705882353,0.8529411764705882,比亚迪,轿车
海豹,space,空间,48,48,0.3541666666666667,0.22916666666666666,0.5833333333333334,比亚迪,轿车
海豹,value,性价比,56,56,0.44642857142857145,0.125,0.5714285714285714,比亚迪,轿车
海豹06EV,appearance,外观,36,36,0.6944444444444444,0.08333333333333333,0.7777777777777778,比亚迪,轿车
海豹06EV,comfort,舒适性,37,37,0.21621621621621623,0.24324324324324326,0.4594594594594595,比亚迪,轿车
海豹06EV,configuration,配置,24,24,0.4583333333333333,0.16666666666666666,0.625,比亚迪,轿车
海豹06EV,control,操控,23,23,0.34782608695652173,0.21739130434782608,0.5652173913043478,比亚迪,轿车
海豹06EV,fuel_consumption,能耗/油耗,60,59,-0.3220338983050847,0.5423728813559322,0.22033898305084745,比亚迪,轿车
海豹06EV,intelligence,智能化,28,28,0.21428571428571427,0.35714285714285715,0.5714285714285714,比亚迪,轿车
海豹06EV,interior,内饰,30,30,-0.13333333333333333,0.43333333333333335,0.3,比亚迪,轿车
海豹06EV,power,动力,21,20,0.55,0.2,0.75,比亚迪,轿车
海豹06EV,space,空间,31,31,0.41935483870967744,0.22580645161290322,0.6451612903225806,比亚迪,轿车
海豹06EV,value,性价比,35,35,0.6571428571428571,0.11428571428571428,0.7714285714285715,比亚迪,轿车
海豹06GT,appearance,外观,58,58,0.9137931034482759,0.0,0.9137931034482759,比亚迪,轿车
海豹06GT,comfort,舒适性,48,45,-0.022222222222222223,0.4222222222222222,0.4,比亚迪,轿车
海豹06GT,configuration,配置,43,43,0.3953488372093023,0.16279069767441862,0.5581395348837209,比亚迪,轿车
海豹06GT,control,操控,55,54,0.48148148148148145,0.2037037037037037,0.6851851851851852,比亚迪,轿车
海豹06GT,fuel_consumption,能耗/油耗,72,71,0.1267605633802817,0.29577464788732394,0.4225352112676056,比亚迪,轿车
海豹06GT,intelligence,智能化,49,49,0.10204081632653061,0.40816326530612246,0.5102040816326531,比亚迪,轿车
海豹06GT,interior,内饰,49,49,0.3673469387755102,0.22448979591836735,0.5918367346938775,比亚迪,轿车
海豹06GT,power,动力,49,49,0.7959183673469388,0.04081632653061224,0.8367346938775511,比亚迪,轿车
海豹06GT,space,空间,60,59,0.5932203389830508,0.15254237288135594,0.7457627118644068,比亚迪,轿车
海豹06GT,value,性价比,55,54,0.4444444444444444,0.07407407407407407,0.5185185185185185,比亚迪,轿车
海豹07DM-i,appearance,外观,8,8,1.0,0.0,1.0,比亚迪,轿车
海豹07DM-i,comfort,舒适性,8,5,1.0,0.0,1.0,比亚迪,轿车
海豹07DM-i,configuration,配置,8,2,1.0,0.0,1.0,比亚迪,轿车
海豹07DM-i,control,操控,6,6,1.0,0.0,1.0,比亚迪,轿车
海豹07DM-i,fuel_consumption,能耗/油耗,9,9,0.8888888888888888,0.0,0.8888888888888888,比亚迪,轿车
海豹07DM-i,intelligence,智能化,7,7,0.8571428571428571,0.0,0.8571428571428571,比亚迪,轿车
海豹07DM-i,interior,内饰,10,10,0.6,0.2,0.8,比亚迪,轿车
