aspect,aspect_zh,polarity_group,rank,keyword,mean_tfidf,documents_available,documents_sampled,min_document_frequency
value,性价比,positive,3,购车,0.03342963248054723,9995,6000,6
value,性价比,positive,4,优惠,0.028815090136744548,9995,6000,6
value,性价比,positive,5,落地,0.027657702445067153,9995,6000,6
value,性价比,positive,6,提车,0.025698932234011696,9995,6000,6
value,性价比,positive,7,经历,0.025344932703131606,9995,6000,6
value,性价比,positive,8,购车·经历,0.02515240038524004,9995,6000,6
value,性价比,positive,9,配置,0.02504736493159386,9995,6000,6
value,性价比,positive,10,价位,0.023362726706006396,9995,6000,6
value,性价比,positive,11,提车·价格,0.020383049494383278,9995,6000,6
value,性价比,positive,12,空间,0.018406388973737656,9995,6000,6
value,性价比,positive,13,不错,0.017523973483941777,9995,6000,6
value,性价比,positive,14,保养,0.01602936015722395,9995,6000,6
value,性价比,positive,15,便宜,0.015834705046437726,9995,6000,6
value,性价比,positive,16,内饰,0.01583201133151901,9995,6000,6
value,性价比,positive,17,外观,0.015625083969091364,9995,6000,6
value,性价比,positive,18,销售,0.015045118043723823,9995,6000,6
value,性价比,positive,19,动力,0.014628994975974656,9995,6000,6
value,性价比,positive,20,选择,0.014269248183219944,9995,6000,6
value,性价比,negative,1,价格,0.06384469051178703,1756,1756,2
value,性价比,negative,2,购车,0.03744194528507833,1756,1756,2
value,性价比,negative,3,优惠,0.035860864388100946,1756,1756,2
value,性价比,negative,4,提车,0.03441105025032832,1756,1756,2
value,性价比,negative,5,经历,0.029809374254098298,1756,1756,2
value,性价比,negative,6,购车·经历,0.02973477731755045,1756,1756,2
value,性价比,negative,7,落地,0.029410841862316055,1756,1756,2
value,性价比,negative,8,提车·价格,0.028985285788308886,1756,1756,2
value,性价比,negative,9,性价比,0.022916928916860254,1756,1756,2
value,性价比,negative,10,配置,0.02104778463610751,1756,1756,2
value,性价比,negative,11,保养,0.017751267381763546,1756,1756,2
value,性价比,negative,12,销售,0.016781149809424228,1756,1756,2
value,性价比,negative,13,现在,0.016152838021879858,1756,1756,2
value,性价比,negative,14,保险,0.01589766491698776,1756,1756,2
value,性价比,negative,15,价位,0.015584858729757818,1756,1756,2
value,性价比,negative,16,4s店,0.013889544819358023,1756,1756,2
value,性价比,negative,17,经历·提车,0.013262899270818227,1756,1756,2
value,性价比,negative,18,便宜,0.013183061712583386,1756,1756,2
value,性价比,negative,19,空间,0.012965696125251044,1756,1756,2
value,性价比,negative,20,喜欢,0.01258226771217058,1756,1756,2
