series_id,series_name,brand,category,total_months,longest_run_months,interrupt_count,longest_gap_months,first_year,last_year
31118,日产NX8,日产,SUV,54,54,0,0,2022,2026
30716,荣威D6,荣威,轿车,54,54,0,0,2022,2026
31120,五菱缤果Pro,五菱,轿车,54,54,0,0,2022,2026
31123,海豹07EV,比亚迪,轿车,54,54,0,0,2022,2026
31126,零跑D99,零跑汽车,MPV,54,54,0,0,2022,2026
31132,凯威德,凯迪拉克,SUV,54,54,0,0,2022,2026
31133,锐胜M8,北汽制造,MPV,54,54,0,0,2022,2026
31134,五菱星光560,五菱,SUV,54,54,0,0,2022,2026
31151,星海T5,东风风行,SUV,54,54,0,0,2022,2026
31153,尚界Z7,鸿蒙智行,轿车,54,54,0,0,2022,2026
31161,宋Ultra,比亚迪,SUV,54,54,0,0,2022,2026
31178,博越REV,吉利汽车,SUV,54,54,0,0,2022,2026
31183,沃尔沃ES90,沃尔沃,轿车,54,54,0,0,2022,2026
31193,尚界Z7T,鸿蒙智行,轿车,54,54,0,0,2022,2026
31221,MG 4X,MG名爵,SUV,54,54,0,0,2022,2026
30926,五菱星光560新能源,五菱,SUV,54,54,0,0,2022,2026
30923,享界S9T,鸿蒙智行,轿车,54,54,0,0,2022,2026
30919,五菱星光730,五菱,MPV,54,54,0,0,2022,2026
30917,极狐贝塔S3,ARCFOX极狐,轿车,54,54,0,0,2022,2026
30724,唐L,比亚迪,SUV,54,54,0,0,2022,2026
30726,极氪007 GT,极氪,轿车,54,54,0,0,2022,2026
30727,海马INJOY,海马,轿车,54,54,0,0,2022,2026
30728,比亚迪e7,比亚迪,轿车,54,54,0,0,2022,2026
30736,汉L,比亚迪,轿车,54,54,0,0,2022,2026
30741,羿驰05,江铃集团新能源,轿车,54,54,0,0,2022,2026
30791,大通G50插电混动,大通,MPV,54,54,0,0,2022,2026
30794,海豹06EV,比亚迪,轿车,54,54,0,0,2022,2026
30795,银河星耀8,吉利银河,轿车,54,54,0,0,2022,2026
30816,零跑B01,零跑汽车,轿车,54,54,0,0,2022,2026
30835,ID.ERA 9X,大众,SUV,54,54,0,0,2022,2026
30836,海狮06EV,比亚迪,SUV,54,54,0,0,2022,2026
30840,悦意08,奔腾,轿车,54,54,0,0,2022,2026
30841,极狐贝塔T1,ARCFOX极狐,轿车,54,54,0,0,2022,2026
30842,海狮06DM-i,比亚迪,SUV,54,54,0,0,2022,2026
30856,至境L7,别克,轿车,54,54,0,0,2022,2026
30857,至境E7,别克,SUV,54,54,0,0,2022,2026
30860,海豹06DM-i旅行版,比亚迪,轿车,54,54,0,0,2022,2026
30861,大唐,比亚迪,SUV,54,54,0,0,2022,2026
30862,日产N6,日产,轿车,54,54,0,0,2022,2026
30870,EO 羿欧,现代,SUV,54,54,0,0,2022,2026
30889,银河A7,吉利银河,轿车,54,54,0,0,2022,2026
30897,荣威M7,荣威,轿车,54,54,0,0,2022,2026
30905,领克10,领克,轿车,54,54,0,0,2022,2026
30906,五菱星光730新能源,五菱,MPV,54,54,0,0,2022,2026
30914,比亚迪M9,比亚迪,MPV,54,54,0,0,2022,2026
30916,五菱缤果S,五菱,轿车,54,54,0,0,2022,2026
30265,红旗HQ9新能源,红旗,MPV,54,54,0,0,2022,2026
30207,eπ007,东风奕派,轿车,54,54,0,0,2022,2026
27496,海豚,比亚迪,轿车,54,54,0,0,2022,2026
28760,长安欧尚Z6 智电iDD,长安欧尚,SUV,54,54,0,0,2022,2026
28601,枫叶60s,睿蓝汽车,轿车,54,54,0,0,2022,2026
28636,荣威iMAX8新能源,荣威,MPV,54,54,0,0,2022,2026
28671,沃尔沃C40,沃尔沃,SUV,54,54,0,0,2022,2026
28681,五菱佳辰,五菱,MPV,54,54,0,0,2022,2026
28692,风光380,东风风光,MPV,54,54,0,0,2022,2026
28700,艾瑞泽8,奇瑞,轿车,54,54,0,0,2022,2026
28701,MG4,MG名爵,轿车,54,54,0,0,2022,2026
28707,长安Lumin,长安启源,轿车,54,54,0,0,2022,2026
28711,格瑞维亚,丰田,MPV,54,54,0,0,2022,2026
28718,腾势D9,腾势,MPV,54,54,0,0,2022,2026
28725,思皓爱跑,思皓,轿车,54,54,0,0,2022,2026
28726,无界PRO,奇瑞新能源,轿车,54,54,0,0,2022,2026
28742,ARIYA艾睿雅,日产,SUV,54,54,0,0,2022,2026
28789,红旗HQ9,红旗,MPV,54,54,0,0,2022,2026
28452,宝马X5,宝马,SUV,54,54,0,0,2022,2026
28793,揽巡,大众,SUV,54,54,0,0,2022,2026
28842,极越01,极越,SUV,54,54,0,0,2022,2026
28864,五菱星驰,五菱,SUV,54,54,0,0,2022,2026
28871,海鸥,比亚迪,轿车,54,54,0,0,2022,2026
28881,标致408X,标致,轿车,54,54,0,0,2022,2026
28953,本田HR-V,本田,SUV,54,54,0,0,2022,2026
28964,东南DX8 PLUS,东南,轿车,54,54,0,0,2022,2026
28972,凯翼拾月,凯翼,轿车,54,54,0,0,2022,2026
28982,轩度EV,凯翼,轿车,54,54,0,0,2022,2026
28991,极氪009,极氪,MPV,54,54,0,0,2022,2026
28995,理想MEGA,理想汽车,MPV,54,54,0,0,2022,2026
