pcauto_series_id,annual_sales,pcauto_brand,brand_id,brand_name,series_id,series_name,car_id,car_name,year,energy_type,manufacturer,vehicle_class,official_price_wan,official_price_str,owner_price,dealer_price,engine_displacement_ml,engine_displacement_l,engine_intake_type,engine_cylinder_arrangement,engine_cylinder_nums,engine_unique_tech,engine_max_horsepower_ps,engine_max_power_kw,engine_max_power_rpm,engine_max_torque_nm,engine_max_torque_rpm,fuel_form,fuel_grade,oil_supply,cylinder_material,environmental_standard,gearbox_short,gear_count,gearbox_type,max_speed_kmh,acceleration_0_100_s,fuel_consumption_l_100km,warranty_period,motor_type,motor_total_power_kw,motor_total_torque_nm,motor_front_power_kw,motor_front_torque_nm,motor_rear_power_kw,motor_rear_torque_nm,motor_system_power_kw,motor_system_torque_nm,battery_type,battery_capacity_kwh,battery_range_km,electricity_consumption_kwh_100km,battery_warranty,charging_time_h,fast_charge_percent,length_mm,width_mm,height_mm,wheelbase_mm,front_track_mm,rear_track_mm,min_ground_clearance_mm,curb_weight_kg,body_structure,door_count,seat_count,trunk_volume_l,door_open_way,driver_airbag,side_airbag,side_air_curtain,knee_airbag,steering_wheel_material,steering_wheel_adjustment,center_screen,multimedia_interface,sound_brand,speaker_count,seat_material,seat_heating,aircon_control,speaker_count_original,original_energy_type
sg24773,1000.0,星途,251.0,星途,3720,星途揽月,250522,2.0T 两驱星耀版-六座,2026,燃油,星途,中大型SUV,18.99,18.99万,15.13万,16.39万,1998.0,2.0,涡轮增压,L,4.0,,261.0,192.0,5500.0,400.0,1750,汽油,95#,缸内直喷,铝,国VI b,8挡自动,8.0,自动变速箱(AT),200.0,,,5年或10万公里,,,,,,,,,,,,,,,,,5010,1940,1800,2900,1644.0,1644.0,160.0,1840.0,SUV,5.0,6.0,,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,索尼,46243,仿皮,前 / 后,自动,46243,燃油
sg24774,9423.0,SWM斯威汽车,,SWM斯威汽车,sg24774,SWM斯威G05,pcauto_m119012,SWM斯威G05 2023款 PRO 2.0L 手动精英型 5座,2023,燃油,SWM斯威汽车,中大型SUV,8.69,8.69万,,,1988.0,2.0,自然吸气,直列,4.0,,143.0,105.0,,190.0,,汽油,92号(原93号),多点电喷,,国VI,手动,5.0,手动,175.0,,,三年或6万公里,,,,,,,,,,,,,,,,,4750,1860,1780,2750,,,,1550.0,SUV,5.0,5.0,,平开门,,,,,塑料,上下,,,,,仿皮,,手动,,
sg24785,19721.0,宝马,,宝马,sg24785,宝马X2,pcauto_m118687,宝马X2 2023款 sDrive25i M越野套装,2022,燃油,华晨宝马,紧凑型SUV,28.89,28.89万,,,1998.0,2.0,涡轮增压,直列,4.0,,178.0,131.0,,280.0,,汽油,95号(原97号),直喷,铝合金,国VI,湿式双离合,7.0,湿式双离合变速箱,227.0,7.7,,三年或10万公里,,,,,,,,,,,,,,,,,4379,1824,1555,2670,,,,1540.0,SUV,5.0,5.0,,平开门,,,,,真皮,上下+前后,,,,,仿皮,,自动,,
sg24785,17055.0,宝马,,宝马,sg24785,宝马X2,pcauto_m118687,宝马X2 2023款 sDrive25i M越野套装,2023,燃油,华晨宝马,紧凑型SUV,28.89,28.89万,,,1998.0,2.0,涡轮增压,直列,4.0,,178.0,131.0,,280.0,,汽油,95号(原97号),直喷,铝合金,国VI,湿式双离合,7.0,湿式双离合变速箱,227.0,7.7,,三年或10万公里,,,,,,,,,,,,,,,,,4379,1824,1555,2670,,,,1540.0,SUV,5.0,5.0,,平开门,,,,,真皮,上下+前后,,,,,仿皮,,自动,,
sg24785,1664.0,宝马,,宝马,sg24785,宝马X2,pcauto_m118687,宝马X2 2023款 sDrive25i M越野套装,2024,燃油,华晨宝马,紧凑型SUV,28.89,28.89万,,,1998.0,2.0,涡轮增压,直列,4.0,,178.0,131.0,,280.0,,汽油,95号(原97号),直喷,铝合金,国VI,湿式双离合,7.0,湿式双离合变速箱,227.0,7.7,,三年或10万公里,,,,,,,,,,,,,,,,,4379,1824,1555,2670,,,,1540.0,SUV,5.0,5.0,,平开门,,,,,真皮,上下+前后,,,,,仿皮,,自动,,
sg24785,108.0,宝马,,宝马,sg24785,宝马X2,pcauto_m118687,宝马X2 2023款 sDrive25i M越野套装,2025,燃油,华晨宝马,紧凑型SUV,28.89,28.89万,,,1998.0,2.0,涡轮增压,直列,4.0,,178.0,131.0,,280.0,,汽油,95号(原97号),直喷,铝合金,国VI,湿式双离合,7.0,湿式双离合变速箱,227.0,7.7,,三年或10万公里,,,,,,,,,,,,,,,,,4379,1824,1555,2670,,,,1540.0,SUV,5.0,5.0,,平开门,,,,,真皮,上下+前后,,,,,仿皮,,自动,,
sg24785,24.0,宝马,,宝马,sg24785,宝马X2,pcauto_m118687,宝马X2 2023款 sDrive25i M越野套装,2026,燃油,华晨宝马,紧凑型SUV,28.89,28.89万,,,1998.0,2.0,涡轮增压,直列,4.0,,178.0,131.0,,280.0,,汽油,95号(原97号),直喷,铝合金,国VI,湿式双离合,7.0,湿式双离合变速箱,227.0,7.7,,三年或10万公里,,,,,,,,,,,,,,,,,4379,1824,1555,2670,,,,1540.0,SUV,5.0,5.0,,平开门,,,,,真皮,上下+前后,,,,,仿皮,,自动,,
sg24824,154643.0,特斯拉,63.0,特斯拉,3762,Model 3,252599,改款 后轮驱动版,2022,纯电动,特斯拉中国,中型车,23.55,23.55万,22.83万,23.55万,,,,,,,,,,,,纯电动,,,,,电动车单速变速箱,1.0,固定齿比变速箱,200.0,6.1,,4年或8万公里,永磁/同步,194.0,340.0,,,194.0,340.0,,,三元锂电池,52.0,634.0,12.4,,1,8.0,4720,1848,1442,2875,1584.0,1584.0,138.0,1760.0,三厢车,4.0,5.0,594.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46243,仿皮,前 / 后,自动,46243,纯电动
sg24824,147270.0,特斯拉,63.0,特斯拉,3762,Model 3,252599,改款 后轮驱动版,2023,纯电动,特斯拉中国,中型车,23.55,23.55万,22.83万,23.55万,,,,,,,,,,,,纯电动,,,,,电动车单速变速箱,1.0,固定齿比变速箱,200.0,6.1,,4年或8万公里,永磁/同步,194.0,340.0,,,194.0,340.0,,,三元锂电池,52.0,634.0,12.4,,1,8.0,4720,1848,1442,2875,1584.0,1584.0,138.0,1760.0,三厢车,4.0,5.0,594.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46243,仿皮,前 / 后,自动,46243,纯电动
sg24824,52349.0,特斯拉,63.0,特斯拉,3762,Model 3,252599,改款 后轮驱动版,2024,纯电动,特斯拉中国,中型车,23.55,23.55万,22.83万,23.55万,,,,,,,,,,,,纯电动,,,,,电动车单速变速箱,1.0,固定齿比变速箱,200.0,6.1,,4年或8万公里,永磁/同步,194.0,340.0,,,194.0,340.0,,,三元锂电池,52.0,634.0,12.4,,1,8.0,4720,1848,1442,2875,1584.0,1584.0,138.0,1760.0,三厢车,4.0,5.0,594.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46243,仿皮,前 / 后,自动,46243,纯电动
sg24824,0.0,特斯拉,63.0,特斯拉,3762,Model 3,252599,改款 后轮驱动版,2025,纯电动,特斯拉中国,中型车,23.55,23.55万,22.83万,23.55万,,,,,,,,,,,,纯电动,,,,,电动车单速变速箱,1.0,固定齿比变速箱,200.0,6.1,,4年或8万公里,永磁/同步,194.0,340.0,,,194.0,340.0,,,三元锂电池,52.0,634.0,12.4,,1,8.0,4720,1848,1442,2875,1584.0,1584.0,138.0,1760.0,三厢车,4.0,5.0,594.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46243,仿皮,前 / 后,自动,46243,纯电动
sg24885,67009.0,凯迪拉克,30.0,凯迪拉克,3736,凯迪拉克CT5,248944,28T 城市风尚版,2022,燃油,上汽通用凯迪拉克,中型车,28.99,28.99万,19.83万,17.99万,1998.0,2.0,涡轮增压,L,4.0,带Tripower可变气门管理技术,237.0,174.0,5000.0,350.0,1500,汽油,95#,缸内直喷,铝,国VI b,10挡手自一体,10.0,手自一体变速箱(AT),240.0,7.3,7.76,3年不限公里,,,,,,,,,,,,,,,,,4930,1883,1453,2947,1596.0,1634.0,113.0,1658.0,三厢车,4.0,5.0,384.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46243,仿皮,前 / 后,自动,46243,燃油
sg24885,84456.0,凯迪拉克,30.0,凯迪拉克,3736,凯迪拉克CT5,248944,28T 城市风尚版,2023,燃油,上汽通用凯迪拉克,中型车,28.99,28.99万,19.83万,17.99万,1998.0,2.0,涡轮增压,L,4.0,带Tripower可变气门管理技术,237.0,174.0,5000.0,350.0,1500,汽油,95#,缸内直喷,铝,国VI b,10挡手自一体,10.0,手自一体变速箱(AT),240.0,7.3,7.76,3年不限公里,,,,,,,,,,,,,,,,,4930,1883,1453,2947,1596.0,1634.0,113.0,1658.0,三厢车,4.0,5.0,384.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46243,仿皮,前 / 后,自动,46243,燃油
sg24885,57633.0,凯迪拉克,30.0,凯迪拉克,3736,凯迪拉克CT5,248944,28T 城市风尚版,2024,燃油,上汽通用凯迪拉克,中型车,28.99,28.99万,19.83万,17.99万,1998.0,2.0,涡轮增压,L,4.0,带Tripower可变气门管理技术,237.0,174.0,5000.0,350.0,1500,汽油,95#,缸内直喷,铝,国VI b,10挡手自一体,10.0,手自一体变速箱(AT),240.0,7.3,7.76,3年不限公里,,,,,,,,,,,,,,,,,4930,1883,1453,2947,1596.0,1634.0,113.0,1658.0,三厢车,4.0,5.0,384.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46243,仿皮,前 / 后,自动,46243,燃油
sg24885,40156.0,凯迪拉克,30.0,凯迪拉克,3736,凯迪拉克CT5,248944,28T 城市风尚版,2025,燃油,上汽通用凯迪拉克,中型车,28.99,28.99万,19.83万,17.99万,1998.0,2.0,涡轮增压,L,4.0,带Tripower可变气门管理技术,237.0,174.0,5000.0,350.0,1500,汽油,95#,缸内直喷,铝,国VI b,10挡手自一体,10.0,手自一体变速箱(AT),240.0,7.3,7.76,3年不限公里,,,,,,,,,,,,,,,,,4930,1883,1453,2947,1596.0,1634.0,113.0,1658.0,三厢车,4.0,5.0,384.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46243,仿皮,前 / 后,自动,46243,燃油
sg24885,15366.0,凯迪拉克,30.0,凯迪拉克,3736,凯迪拉克CT5,248944,28T 城市风尚版,2026,燃油,上汽通用凯迪拉克,中型车,28.99,28.99万,19.83万,17.99万,1998.0,2.0,涡轮增压,L,4.0,带Tripower可变气门管理技术,237.0,174.0,5000.0,350.0,1500,汽油,95#,缸内直喷,铝,国VI b,10挡手自一体,10.0,手自一体变速箱(AT),240.0,7.3,7.76,3年不限公里,,,,,,,,,,,,,,,,,4930,1883,1453,2947,1596.0,1634.0,113.0,1658.0,三厢车,4.0,5.0,384.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46243,仿皮,前 / 后,自动,46243,燃油
sg24905,59701.0,奔驰,3.0,奔驰,3928,奔驰GLB,246844,GLB 200 动感型,2022,燃油,北京奔驰,紧凑型SUV,31.19,31.19万,17.40万,19.19万,1332.0,1.3,涡轮增压,L,4.0,,163.0,120.0,5500.0,270.0,2000,汽油,95#,缸内直喷,铝,国VI,7挡双离合,7.0,湿式双离合变速箱（DCT）,200.0,10.0,7.04,3年不限公里,,,,,,,,,,,,,,,,,4638,1834,1696,2829,1590.0,1589.0,,1608.0,SUV,5.0,5.0,703.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46180,仿皮,前 / 后,自动,46180,燃油
sg24905,64762.0,奔驰,3.0,奔驰,3928,奔驰GLB,246844,GLB 200 动感型,2023,燃油,北京奔驰,紧凑型SUV,31.19,31.19万,17.40万,19.19万,1332.0,1.3,涡轮增压,L,4.0,,163.0,120.0,5500.0,270.0,2000,汽油,95#,缸内直喷,铝,国VI,7挡双离合,7.0,湿式双离合变速箱（DCT）,200.0,10.0,7.04,3年不限公里,,,,,,,,,,,,,,,,,4638,1834,1696,2829,1590.0,1589.0,,1608.0,SUV,5.0,5.0,703.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46180,仿皮,前 / 后,自动,46180,燃油
sg24905,50983.0,奔驰,3.0,奔驰,3928,奔驰GLB,246844,GLB 200 动感型,2024,燃油,北京奔驰,紧凑型SUV,31.19,31.19万,17.40万,19.19万,1332.0,1.3,涡轮增压,L,4.0,,163.0,120.0,5500.0,270.0,2000,汽油,95#,缸内直喷,铝,国VI,7挡双离合,7.0,湿式双离合变速箱（DCT）,200.0,10.0,7.04,3年不限公里,,,,,,,,,,,,,,,,,4638,1834,1696,2829,1590.0,1589.0,,1608.0,SUV,5.0,5.0,703.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46180,仿皮,前 / 后,自动,46180,燃油
sg24905,33560.0,奔驰,3.0,奔驰,3928,奔驰GLB,246844,GLB 200 动感型,2025,燃油,北京奔驰,紧凑型SUV,31.19,31.19万,17.40万,19.19万,1332.0,1.3,涡轮增压,L,4.0,,163.0,120.0,5500.0,270.0,2000,汽油,95#,缸内直喷,铝,国VI,7挡双离合,7.0,湿式双离合变速箱（DCT）,200.0,10.0,7.04,3年不限公里,,,,,,,,,,,,,,,,,4638,1834,1696,2829,1590.0,1589.0,,1608.0,SUV,5.0,5.0,703.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46180,仿皮,前 / 后,自动,46180,燃油
sg24905,6084.0,奔驰,3.0,奔驰,3928,奔驰GLB,253892,GLB 200 动感型,2026,燃油,北京奔驰,紧凑型SUV,27.39,27.39万,19.22万,18.29万,1332.0,1.3,涡轮增压,L,4.0,,163.0,120.0,5500.0,270.0,2000,汽油,95#,缸内直喷,铝,国VI,7挡双离合,7.0,湿式双离合变速箱（DCT）,200.0,10.0,7.04,3年不限公里,,,,,,,,,,,,,,,,,4638,1834,1696,2829,1590.0,1589.0,,1608.0,SUV,5.0,5.0,570.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46180,仿皮,前 / 后,自动,46180,燃油
sg24935,929.0,福田,57.0,福田,3742,风景G5,97606,商运版 汽油2.0L 厢货2座 DAN20L,2024,燃油,福田图雅诺,轻客,8.55,8.55万,暂无报价,8.55万,1998.0,2.0,自然吸气,L,4.0,,150.0,110.0,6000.0,204.0,4000,汽油,92#,多点电喷,铁,国VI,5挡手动,5.0,手动变速箱(MT),,,,3年或6万公里,,,,,,,,,,,,,,,,,5245,1825,2030,3430,1560.0,1540.0,165.0,1780.0,货车,4.0,2.0,,侧滑门,主 / 副,前 / 后,,主 / 副,,上下,,USB/Type-C,,46056,织物,前 / 后,手动,46056,燃油
sg24935,8244.0,福田,57.0,福田,3742,风景G5,259558,多功能 汽油2.0L手动后驱 长轴平顶单胎4/6座,2026,纯电动,福田图雅诺,轻客,8.82,8.82万,暂无报价,8.82万,,,,,,,,,,,,,,,,,,,,,,,3年或6万公里,,,,,,,,,,,,,,,,,5245,1825,2030,3430,,,,,客车,,6.0,,,主 / 副,前 / 后,,主 / 副,,,,,,,,前 / 后,：,,未知
sg25019,1216.0,奔腾,,奔腾,sg25019,奔腾T99,pcauto_m118612,奔腾T99 2023款 20TD 8AT舒适型,2023,燃油,一汽奔腾,中大型SUV,13.49,13.49万,,,1989.0,2.0,涡轮增压,直列,4.0,,224.0,165.0,,340.0,,汽油,92号(原93号),直喷,铝合金,国VI,手自一体,8.0,手自一体,210.0,8.8,,三年或10万公里,,,,,,,,,,,,,,,,,4800,1915,1685,2870,,,,1775.0,SUV,5.0,5.0,,平开门,,,,,塑料,上下+前后,,,,,织物,,自动,,
sg25039,8832.0,宝骏,,宝骏,sg25039,宝骏RS-3,pcauto_m110119,宝骏RS-3 2022款 SOODA 1.5L 手动玩咖版,2022,燃油,上汽通用五菱,小型SUV,6.98,6.98万,,,1485.0,1.5,自然吸气,直列,4.0,DVVT,99.0,73.0,,143.0,,汽油,92号(原93号),多点电喷,铸铁,国VI,手动,6.0,手动,,,,三年或10万公里,,,,,,,,,,,,,,,,,4300,1750,1600,2550,,,,1218.0,SUV,5.0,5.0,,,,,,,塑料,上下,,,,,皮/织物混搭,,手动,,
sg25099,6372.0,林肯,62.0,林肯,3981,冒险家,250408,2.0T 两驱尊悦版,2025,燃油,长安林肯,紧凑型SUV,23.58,23.58万,17.45万,17.99万,1995.0,2.0,涡轮增压,L,4.0,,261.0,192.0,5500.0,395.0,2500,汽油,95#,混合喷射,铝,国VI b,8挡手自一体,8.0,手自一体变速箱(AT),218.0,,,5年或14万公里,,,,,,,,,,,,,,,,,4612,1887,1630,2711,1622.0,1642.0,,1648.0,SUV,5.0,5.0,594.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C,,46243,仿皮,前 / 后,自动,46243,燃油
sg25099,1789.0,林肯,62.0,林肯,3981,冒险家,258238,2.0T 风雅,2026,燃油,长安林肯,紧凑型SUV,23.78,23.78万,暂无报价,16.99万,1995.0,2.0,涡轮增压,L,4.0,,261.0,192.0,5500.0,395.0,2500,汽油,95#,混合喷射,铝,国VI b,8挡手自一体,8.0,手自一体变速箱(AT),218.0,,,5年或14万公里,,,,,,,,,,,,,,,,,4612,1887,1630,2711,1622.0,1642.0,165.0,1648.0,SUV,5.0,5.0,594.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C,,46243,仿皮,前 / 后,自动,46243,燃油
sg25111,3842.0,比亚迪,16.0,比亚迪,4076,比亚迪e3,55708,领畅版,2021,纯电动,比亚迪,紧凑型车,15.48,15.48万,暂无报价,15.48万,,,,,,,,,,,,纯电动,,,,,电动车单速变速箱,1.0,固定齿比变速箱,130.0,,,3年或10万公里,永磁/同步,100.0,180.0,100.0,180.0,,,,,,35.2,401.0,,80,0.5,,4450,1760,1520,2610,1490.0,1470.0,,1360.0,三厢车,4.0,5.0,560.0,平开门,主 / 副,前 / 后,,主 / 副,,上下,大屏,USB/Type-C,,46056,仿皮,前 / 后,手动,46056,纯电动
sg25149,15947.0,大众,,大众,sg25149,探影,pcauto_m125056,探影 2023款 200TSI DSG 悦智联版,2023,燃油,一汽-大众,小型SUV,14.39,14.39万,,,1197.0,1.2,涡轮增压,直列,4.0,,116.0,85.0,,200.0,,汽油,92号(原93号),直喷,铝合金,国VI,干式双离合,7.0,干式双离合变速箱,187.0,10.6,,三年或10万公里,,,,,,,,,,,,,,,,,4194,1760,1601,2651,,,,1305.0,SUV,5.0,5.0,,平开门,,,,,塑料,上下+前后,,,,,皮/织物混搭,,手动(选装自动),,
sg25151,753.0,雪佛兰,,雪佛兰,sg25151,畅巡,pcauto_m123626,畅巡 2024款 星河版,2024,纯电动,上汽通用雪佛兰,紧凑型车,18.29,18.29万,,,,,,,,,,,,,,纯电动,,,,,固定齿比,1.0,固定齿比,170.0,,,三年或10万公里,永磁同步,130.0,265.0,130.0,265.0,,,,,三元锂电池,61.1,518.0,12.6,八年或16万公里,快充:0.5小时/慢充:9.5小时,80.0,4665,1813,1513,2660,,,,1620.0,两厢车,5.0,5.0,,平开门,,,,,真皮,上下,,,,,仿皮,,自动,,
sg25152,127362.0,本田,9.0,本田,4079,皓影,241268,240TURBO CVT两驱精英版,2022,燃油,广汽本田,紧凑型SUV,18.59,18.59万,13.20万,12.59万,1498.0,1.5,涡轮增压,L,4.0,VTEC,193.0,142.0,6000.0,243.0,1800,汽油,92#,缸内直喷,铝,国VI,CVT无级变速,,无级变速箱(CVT),188.0,,7.31,3年或10万公里,,,,,,,,,,,,,,,,,4716,1866,1681,2701,1611.0,1627.0,,1615.0,SUV,5.0,5.0,627.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,小屏,USB/Type-C,,46117,织物,前 / 后,自动,46117,燃油
sg25152,122213.0,本田,9.0,本田,4079,皓影,241268,240TURBO CVT两驱精英版,2023,燃油,广汽本田,紧凑型SUV,18.59,18.59万,13.20万,12.59万,1498.0,1.5,涡轮增压,L,4.0,VTEC,193.0,142.0,6000.0,243.0,1800,汽油,92#,缸内直喷,铝,国VI,CVT无级变速,,无级变速箱(CVT),188.0,,7.31,3年或10万公里,,,,,,,,,,,,,,,,,4716,1866,1681,2701,1611.0,1627.0,,1615.0,SUV,5.0,5.0,627.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,小屏,USB/Type-C,,46117,织物,前 / 后,自动,46117,燃油
sg25152,123795.0,本田,9.0,本田,4079,皓影,241268,240TURBO CVT两驱精英版,2024,燃油,广汽本田,紧凑型SUV,18.59,18.59万,13.20万,12.59万,1498.0,1.5,涡轮增压,L,4.0,VTEC,193.0,142.0,6000.0,243.0,1800,汽油,92#,缸内直喷,铝,国VI,CVT无级变速,,无级变速箱(CVT),188.0,,7.31,3年或10万公里,,,,,,,,,,,,,,,,,4716,1866,1681,2701,1611.0,1627.0,,1615.0,SUV,5.0,5.0,627.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,小屏,USB/Type-C,,46117,织物,前 / 后,自动,46117,燃油
sg25152,120133.0,本田,9.0,本田,4079,皓影,241268,240TURBO CVT两驱精英版,2025,燃油,广汽本田,紧凑型SUV,18.59,18.59万,13.20万,12.59万,1498.0,1.5,涡轮增压,L,4.0,VTEC,193.0,142.0,6000.0,243.0,1800,汽油,92#,缸内直喷,铝,国VI,CVT无级变速,,无级变速箱(CVT),188.0,,7.31,3年或10万公里,,,,,,,,,,,,,,,,,4716,1866,1681,2701,1611.0,1627.0,,1615.0,SUV,5.0,5.0,627.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,小屏,USB/Type-C,,46117,织物,前 / 后,自动,46117,燃油
sg25152,30199.0,本田,9.0,本田,4079,皓影,258447,240TURBO CVT两驱精英版,2026,燃油,广汽本田,紧凑型SUV,13.79,13.79万,暂无报价,13.69万,1498.0,1.5,涡轮增压,L,4.0,VTEC,193.0,142.0,6000.0,243.0,1800,汽油,92#,缸内直喷,铝,国VI,CVT无级变速,,无级变速箱(CVT),188.0,,7.31,3年或10万公里,,,,,,,,,,,,,,,,,4716,1866,1681,2701,1611.0,1627.0,,1615.0,SUV,5.0,5.0,627.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,小屏,USB/Type-C,,46117,织物,前 / 后,自动,46117,燃油
sg25390,1443.0,DS,,DS,sg25390,DS 9新能源,pcauto_m104413,DS 9新能源 2021款 1.6T E-Tense 蒙马特进取插电混动版,2021,插电混动,DS汽车,中型车,33.49,33.49万,,,1598.0,1.6,涡轮增压,直列,4.0,,200.0,147.0,,300.0,,插电混动,92号(原93号),直喷,铝合金,国VI,手自一体,8.0,手自一体,,8.1,,三年或10万公里,永磁同步,81.2,320.0,81.2,320.0,,,,,三元锂电池,11.9,50.0,14.4,八年或12万公里,,,4933,1855,1468,2895,,,,1880.0,三厢车,4.0,5.0,,,,,,,真皮,上下+前后,,,,,仿皮,,自动,,
sg25419,22292.0,大众,1.0,大众,4160,威然,252542,330TSI 商务版,2022,燃油,上汽大众,中大型MPV,28.98,28.98万,19.90万,19.99万,1984.0,2.0,涡轮增压,L,4.0,,186.0,137.0,4150.0,320.0,1500,汽油,95#,缸内直喷,铁,国VI,7挡双离合,7.0,湿式双离合变速箱（DCT）,200.0,,6.0,3年或10万公里,,,,,,,,,,,,,,,,,5346,1976,1781,3180,1704.0,1721.0,,2150.0,MPV,5.0,7.0,436.0,侧滑门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46243,皮织混搭,前 / 后,自动,46243,燃油
sg25419,18101.0,大众,1.0,大众,4160,威然,252542,330TSI 商务版,2023,燃油,上汽大众,中大型MPV,28.98,28.98万,19.90万,19.99万,1984.0,2.0,涡轮增压,L,4.0,,186.0,137.0,4150.0,320.0,1500,汽油,95#,缸内直喷,铁,国VI,7挡双离合,7.0,湿式双离合变速箱（DCT）,200.0,,6.0,3年或10万公里,,,,,,,,,,,,,,,,,5346,1976,1781,3180,1704.0,1721.0,,2150.0,MPV,5.0,7.0,436.0,侧滑门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46243,皮织混搭,前 / 后,自动,46243,燃油
sg25419,14675.0,大众,1.0,大众,4160,威然,252542,330TSI 商务版,2024,燃油,上汽大众,中大型MPV,28.98,28.98万,19.90万,19.99万,1984.0,2.0,涡轮增压,L,4.0,,186.0,137.0,4150.0,320.0,1500,汽油,95#,缸内直喷,铁,国VI,7挡双离合,7.0,湿式双离合变速箱（DCT）,200.0,,6.0,3年或10万公里,,,,,,,,,,,,,,,,,5346,1976,1781,3180,1704.0,1721.0,,2150.0,MPV,5.0,7.0,436.0,侧滑门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46243,皮织混搭,前 / 后,自动,46243,燃油
sg25419,10954.0,大众,1.0,大众,4160,威然,252542,330TSI 商务版,2025,燃油,上汽大众,中大型MPV,28.98,28.98万,19.90万,19.99万,1984.0,2.0,涡轮增压,L,4.0,,186.0,137.0,4150.0,320.0,1500,汽油,95#,缸内直喷,铁,国VI,7挡双离合,7.0,湿式双离合变速箱（DCT）,200.0,,6.0,3年或10万公里,,,,,,,,,,,,,,,,,5346,1976,1781,3180,1704.0,1721.0,,2150.0,MPV,5.0,7.0,436.0,侧滑门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46243,皮织混搭,前 / 后,自动,46243,燃油
sg25419,1902.0,大众,1.0,大众,4160,威然,252542,330TSI 商务版,2026,燃油,上汽大众,中大型MPV,28.98,28.98万,19.90万,19.99万,1984.0,2.0,涡轮增压,L,4.0,,186.0,137.0,4150.0,320.0,1500,汽油,95#,缸内直喷,铁,国VI,7挡双离合,7.0,湿式双离合变速箱（DCT）,200.0,,6.0,3年或10万公里,,,,,,,,,,,,,,,,,5346,1976,1781,3180,1704.0,1721.0,,2150.0,MPV,5.0,7.0,436.0,侧滑门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46243,皮织混搭,前 / 后,自动,46243,燃油
sg25490,136150.0,丰田,5.0,丰田,4172,威兰达,254040,2.0L 两驱AIR,2022,燃油,广汽丰田,紧凑型SUV,16.98,16.98万,14.16万,13.78万,1987.0,2.0,自然吸气,L,4.0,VVT-i,171.0,126.0,6600.0,206.0,4600,汽油,92#,混合喷射,铝,国VI,CVT无级变速(模拟10挡),,无级变速箱(CVT),180.0,,6.39,3年或10万公里,,,,,,,,,,,,,,,,,4600,1855,1680,2690,1600.0,1620.0,,1595.0,SUV,5.0,5.0,749.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46180,仿皮,前 / 后,自动,46180,燃油
sg25490,143383.0,丰田,5.0,丰田,4172,威兰达,254040,2.0L 两驱AIR,2023,燃油,广汽丰田,紧凑型SUV,16.98,16.98万,14.16万,13.78万,1987.0,2.0,自然吸气,L,4.0,VVT-i,171.0,126.0,6600.0,206.0,4600,汽油,92#,混合喷射,铝,国VI,CVT无级变速(模拟10挡),,无级变速箱(CVT),180.0,,6.39,3年或10万公里,,,,,,,,,,,,,,,,,4600,1855,1680,2690,1600.0,1620.0,,1595.0,SUV,5.0,5.0,749.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46180,仿皮,前 / 后,自动,46180,燃油
