pcauto_series_id,annual_sales,pcauto_brand,brand_id,brand_name,series_id,series_name,car_id,car_name,year,energy_type,manufacturer,vehicle_class,official_price_wan,official_price_str,owner_price,dealer_price,engine_displacement_ml,engine_displacement_l,engine_intake_type,engine_cylinder_arrangement,engine_cylinder_nums,engine_unique_tech,engine_max_horsepower_ps,engine_max_power_kw,engine_max_power_rpm,engine_max_torque_nm,engine_max_torque_rpm,fuel_form,fuel_grade,oil_supply,cylinder_material,environmental_standard,gearbox_short,gear_count,gearbox_type,max_speed_kmh,acceleration_0_100_s,fuel_consumption_l_100km,warranty_period,motor_type,motor_total_power_kw,motor_total_torque_nm,motor_front_power_kw,motor_front_torque_nm,motor_rear_power_kw,motor_rear_torque_nm,motor_system_power_kw,motor_system_torque_nm,battery_type,battery_capacity_kwh,battery_range_km,electricity_consumption_kwh_100km,battery_warranty,charging_time_h,fast_charge_percent,length_mm,width_mm,height_mm,wheelbase_mm,front_track_mm,rear_track_mm,min_ground_clearance_mm,curb_weight_kg,body_structure,door_count,seat_count,trunk_volume_l,door_open_way,driver_airbag,side_airbag,side_air_curtain,knee_airbag,steering_wheel_material,steering_wheel_adjustment,center_screen,multimedia_interface,sound_brand,speaker_count,seat_material,seat_heating,aircon_control,speaker_count_original,original_energy_type
sg27172,18717.0,奔腾,,奔腾,sg27172,奔腾NAT,pcauto_m131791,奔腾NAT 2024款 PRO 嘉享版 425km,2024,纯电动,一汽奔腾,MPV,16.38,16.38万,,,,,,,,,,,,,,纯电动,,,,,固定齿比,1.0,固定齿比,140.0,10.21,,三年或30万公里,永磁同步,120.0,155.0,120.0,155.0,,,,,磷酸铁锂电池,54.8,425.0,12.8,八年或60万公里,快充:0.5小时/慢充:8.1小时,20.0,4450,1840,1680,2850,,,,1700.0,MPV,5.0,5.0,,平开门+侧滑门,,,,,皮质,上下,,,,,仿皮,,手动,,
sg27176,3541.0,江铃集团新能源,136.0,江铃集团新能源,4858,羿,89650,追梦版 40标准型,2023,纯电动,江铃集团新能源,紧凑型车,11.88,11.88万,暂无报价,11.88万,,,,,,,,,,,,纯电动,,,,,电动车单速变速箱,1.0,固定齿比变速箱,140.0,10.2,,3年或6万公里,永磁/同步,110.0,225.0,110.0,225.0,,,,,,,401.0,,,,,4675,1835,1480,2750,1570.0,1570.0,145.0,1470.0,三厢车,4.0,5.0,410.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C,,46056,织物,前 / 后,自动,46056,纯电动
sg27176,3296.0,江铃集团新能源,136.0,江铃集团新能源,4858,羿,100844,标准续航出行版,2024,纯电动,江铃集团新能源,紧凑型车,16.98,16.98万,暂无报价,16.98万,,,,,,,,,,,,纯电动,,,,,电动车单速变速箱,1.0,固定齿比变速箱,140.0,10.2,,3年或6万公里,永磁/同步,110.0,225.0,110.0,225.0,,,,,,,430.0,,,,,4675,1835,1480,2750,1570.0,1570.0,145.0,1470.0,三厢车,4.0,5.0,410.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C,,46056,仿皮,前 / 后,自动,46056,纯电动
sg27191,4765.0,智己汽车,419.0,智己汽车,4870,智己L7,91486,MAX 超长续航版,2022,纯电动,智己汽车,中大型车,29.99,29.99万,24.40万,29.19万,,,,,,,,,,,,纯电动,,,,,电动车单速变速箱,1.0,固定齿比变速箱,200.0,5.9,,5年或15万公里,永磁/同步,250.0,475.0,,,250.0,475.0,,,,,708.0,,80,,,5108,1960,1485,3100,1671.0,1671.0,122.0,2165.0,三厢车,4.0,5.0,,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C+存储卡插槽,,12以上,仿皮,前 / 后,自动,12以上,纯电动
sg27191,1305.0,智己汽车,419.0,智己汽车,4870,智己L7,91486,MAX 超长续航版,2023,纯电动,智己汽车,中大型车,29.99,29.99万,24.40万,29.19万,,,,,,,,,,,,纯电动,,,,,电动车单速变速箱,1.0,固定齿比变速箱,200.0,5.9,,5年或15万公里,永磁/同步,250.0,475.0,,,250.0,475.0,,,,,708.0,,80,,,5108,1960,1485,3100,1671.0,1671.0,122.0,2165.0,三厢车,4.0,5.0,,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C+存储卡插槽,,12以上,仿皮,前 / 后,自动,12以上,纯电动
sg27191,889.0,智己汽车,419.0,智己汽车,4870,智己L7,91486,MAX 超长续航版,2024,纯电动,智己汽车,中大型车,29.99,29.99万,24.40万,29.19万,,,,,,,,,,,,纯电动,,,,,电动车单速变速箱,1.0,固定齿比变速箱,200.0,5.9,,5年或15万公里,永磁/同步,250.0,475.0,,,250.0,475.0,,,,,708.0,,80,,,5108,1960,1485,3100,1671.0,1671.0,122.0,2165.0,三厢车,4.0,5.0,,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C+存储卡插槽,,12以上,仿皮,前 / 后,自动,12以上,纯电动
sg27191,201.0,智己汽车,419.0,智己汽车,4870,智己L7,91486,MAX 超长续航版,2025,纯电动,智己汽车,中大型车,29.99,29.99万,24.40万,29.19万,,,,,,,,,,,,纯电动,,,,,电动车单速变速箱,1.0,固定齿比变速箱,200.0,5.9,,5年或15万公里,永磁/同步,250.0,475.0,,,250.0,475.0,,,,,708.0,,80,,,5108,1960,1485,3100,1671.0,1671.0,122.0,2165.0,三厢车,4.0,5.0,,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C+存储卡插槽,,12以上,仿皮,前 / 后,自动,12以上,纯电动
sg27191,67.0,智己汽车,419.0,智己汽车,4870,智己L7,91486,MAX 超长续航版,2026,纯电动,智己汽车,中大型车,29.99,29.99万,24.40万,29.19万,,,,,,,,,,,,纯电动,,,,,电动车单速变速箱,1.0,固定齿比变速箱,200.0,5.9,,5年或15万公里,永磁/同步,250.0,475.0,,,250.0,475.0,,,,,708.0,,80,,,5108,1960,1485,3100,1671.0,1671.0,122.0,2165.0,三厢车,4.0,5.0,,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C+存储卡插槽,,12以上,仿皮,前 / 后,自动,12以上,纯电动
sg27192,1413.0,智己汽车,419.0,智己汽车,4869,智己LS7,111197,焕新版 Ultra,2025,纯电动,智己汽车,中大型SUV,33.99,33.99万,26.50万,32.99万,,,,,,,,,,,,纯电动,,,,,电动车单速变速箱,1.0,固定齿比变速箱,239.0,3.9,,5年或15万公里,永磁/同步,579.0,800.0,200.0,,379.0,,,,,,700.0,,,,,5049,2002,1784,3060,1700.0,1715.0,172.0,2490.0,SUV,5.0,5.0,727.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C+存储卡插槽,,12以上,仿皮,前 / 后,自动,12以上,纯电动
sg27201,28545.0,魏牌,,魏牌,sg27201,摩卡,pcauto_m105507,摩卡 2021款 2.0T 两驱特香版,2021,燃油,长城汽车,中型SUV,17.58,17.58万,,,1998.0,2.0,涡轮增压,直列,4.0,48V+启发电机,213.0,157.0,,328.0,,汽油,92号(原93号),直喷,铝合金,国VI,湿式双离合,9.0,湿式双离合变速箱,200.0,7.8,,五年或15万公里,,,,,,,,,,,,,,,,,4875,1960,1690,2915,,,,1830.0,SUV,5.0,5.0,,,,,,,皮质,上下+前后,,,,,仿皮,,自动,,
sg27201,7544.0,魏牌,,魏牌,sg27201,摩卡,pcauto_m105507,摩卡 2021款 2.0T 两驱特香版,2022,燃油,长城汽车,中型SUV,17.58,17.58万,,,1998.0,2.0,涡轮增压,直列,4.0,48V+启发电机,213.0,157.0,,328.0,,汽油,92号(原93号),直喷,铝合金,国VI,湿式双离合,9.0,湿式双离合变速箱,200.0,7.8,,五年或15万公里,,,,,,,,,,,,,,,,,4875,1960,1690,2915,,,,1830.0,SUV,5.0,5.0,,,,,,,皮质,上下+前后,,,,,仿皮,,自动,,
sg27202,1949.0,魏牌,,魏牌,sg27202,魏牌 摩卡新能源,pcauto_m128485,魏牌 摩卡新能源 2024款 Hi4 四驱长续航版,2024,插电混动,长城汽车,中型SUV,23.88,23.88万,,,1499.0,1.5,涡轮增压,直列,4.0,米勒循环,170.0,125.0,,245.0,,插电混动,92号(原93号),直喷,铝合金,国VI,DHT变速箱,4.0,混合动力专用变速箱(DHT),210.0,4.7,,五年或15万公里,永磁同步,230.0,520.0,80.0,170.0,,,,,三元锂电池,35.04,165.0,,首任车主不限年限/里程（责任免除条款以官方为准）,快充:0.43小时/慢充:6.0小时,30.0,4881,1960,1690,2915,,,,2245.0,SUV,5.0,5.0,,平开门,,,,,皮质,上下+前后,,,,,仿皮(选装真皮),,自动,,
sg27202,352.0,魏牌,,魏牌,sg27202,魏牌 摩卡新能源,pcauto_m140157,魏牌 摩卡新能源 2026款 Hi4 Max 四驱长续航,2026,插电混动,长城汽车,中型SUV,18.58,18.58万,,,1499.0,1.5,涡轮增压,直列,4.0,米勒循环,170.0,125.0,,245.0,,插电混动,92号(原93号),直喷,铝合金,国VI,DHT变速箱,4.0,混合动力专用变速箱(DHT),210.0,4.7,,五年或15万公里,永磁同步,230.0,520.0,80.0,170.0,,,,,三元锂电池,35.04,165.0,,首任车主不限年限/里程（责任免除条款以官方为准）,快充:0.43小时/慢充:6.0小时,30.0,4881,1960,1690,2915,,,,2245.0,SUV,5.0,5.0,,平开门,,,,,皮质,上下+前后,,,,,真皮,,自动,,
sg27231,999.0,福特,,福特,sg27231,福特电马,pcauto_m126374,福特电马 2024款 风潮版(长续航),2024,纯电动,长安福特,中型SUV,23.98,23.98万,,,,,,,,,,,,,,纯电动,,,,,固定齿比,1.0,固定齿比,180.0,6.3,,四年或10万公里,永磁同步,198.0,430.0,,,,,,,磷酸铁锂电池,78.2,609.0,13.7,八年或16万公里,快充:0.48小时/慢充:6.2小时,80.0,4730,1886,1621,2984,,,,1956.0,SUV,5.0,5.0,,平开门,,,,,皮质,上下+前后,,,,,仿皮,,自动,,
sg27251,6243.0,大众,1.0,大众,4894,ID.6 X,88868,升级款纯净版,2023,纯电动,上汽大众,中大型SUV,25.9888,25.9888万,23.43万,18.99万,,,,,,,,,,,,纯电动,,,,,电动车单速变速箱,1.0,固定齿比变速箱,160.0,,,3年或10万公里,永磁/同步,132.0,310.0,,,132.0,310.0,,,,,460.0,,80,,,4876,1848,1680,2965,1587.0,1563.0,,2150.0,SUV,5.0,7.0,202.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46243,仿皮,前 / 后,自动,46243,纯电动
sg27301,4991.0,哈弗,,哈弗,sg27301,哈弗赤兔,pcauto_m121209,哈弗赤兔 2023款 1.5T 先锋型,2023,燃油,长城汽车,紧凑型SUV,8.28,8.28万,,,1499.0,1.5,涡轮增压,直列,4.0,,150.0,110.0,,218.0,,汽油,92号(原93号),直喷,铝合金,国VI,湿式双离合,7.0,湿式双离合变速箱,,7.7,,三年或10万公里,,,,,,,,,,,,,,,,,4450,1841,1625,2700,,,,1470.0,SUV,5.0,5.0,,平开门,,,,,塑料,上下,,,,,仿皮,,手动,,
sg2734,259339.0,丰田,5.0,丰田,542,卡罗拉,110758,1.5L CVT先锋版,2022,燃油,一汽丰田,紧凑型车,11.68,11.68万,7.21万,11.68万,1490.0,1.5,自然吸气,L,3.0,,121.0,89.0,6500.0,148.0,4600,汽油,92#,缸内直喷,铝,国VI b,CVT无级变速(模拟10挡),,无级变速箱(CVT),180.0,,5.41,3年或10万公里,,,,,,,,,,,,,,,,,4635,1780,1435,2700,1531.0,1519.0,,1310.0,三厢车,4.0,5.0,470.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46117,织物,前 / 后,手动,46117,燃油
sg2734,183199.0,丰田,5.0,丰田,542,卡罗拉,110758,1.5L CVT先锋版,2023,燃油,一汽丰田,紧凑型车,11.68,11.68万,7.21万,11.68万,1490.0,1.5,自然吸气,L,3.0,,121.0,89.0,6500.0,148.0,4600,汽油,92#,缸内直喷,铝,国VI b,CVT无级变速(模拟10挡),,无级变速箱(CVT),180.0,,5.41,3年或10万公里,,,,,,,,,,,,,,,,,4635,1780,1435,2700,1531.0,1519.0,,1310.0,三厢车,4.0,5.0,470.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46117,织物,前 / 后,手动,46117,燃油
sg2734,114216.0,丰田,5.0,丰田,542,卡罗拉,110758,1.5L CVT先锋版,2024,燃油,一汽丰田,紧凑型车,11.68,11.68万,7.21万,11.68万,1490.0,1.5,自然吸气,L,3.0,,121.0,89.0,6500.0,148.0,4600,汽油,92#,缸内直喷,铝,国VI b,CVT无级变速(模拟10挡),,无级变速箱(CVT),180.0,,5.41,3年或10万公里,,,,,,,,,,,,,,,,,4635,1780,1435,2700,1531.0,1519.0,,1310.0,三厢车,4.0,5.0,470.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46117,织物,前 / 后,手动,46117,燃油
sg2734,93239.0,丰田,5.0,丰田,542,卡罗拉,254170,1.2T S-CVT先锋版,2025,燃油,一汽丰田,紧凑型车,12.28,12.28万,9.41万,12.28万,1197.0,1.2,涡轮增压,L,4.0,VVT-iW,116.0,85.0,5200.0,185.0,1500,汽油,92#,缸内直喷,铝,国VI b,CVT无级变速(模拟10挡),,无级变速箱(CVT),180.0,,5.88,3年或10万公里,,,,,,,,,,,,,,,,,4635,1780,1455,2700,1527.0,1526.0,,1335.0,三厢车,4.0,5.0,470.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46117,织物,前 / 后,手动,46117,燃油
sg2734,31428.0,丰田,5.0,丰田,542,卡罗拉,254664,1.2T S-CVT先锋版,2026,燃油,一汽丰田,紧凑型车,11.88,11.88万,8.16万,8.08万,1197.0,1.2,涡轮增压,L,4.0,VVT-iW,116.0,85.0,5600.0,185.0,4000,汽油,92#,缸内直喷,铝,国VI b,CVT无级变速(模拟10挡),,无级变速箱(CVT),180.0,,5.88,3年或10万公里,,,,,,,,,,,,,,,,,4635,1780,1455,2700,1527.0,1526.0,,1335.0,三厢车,4.0,5.0,470.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46117,织物,前 / 后,手动,46117,燃油
sg27362,26008.0,大众,,大众,sg27362,ID.6 CROZZ,pcauto_m124903,ID.6 CROZZ 2024款 PURE版,2022,纯电动,一汽-大众,中大型SUV,20.59,20.59万,,,,,,,,,,,,,,纯电动,,,,,固定齿比,1.0,固定齿比,160.0,,,三年或10万公里(可选:六年或19万公里),永磁同步,132.0,310.0,,,,,,,三元锂电池,62.6,480.0,,八年或16万公里,快充:待定,,4891,1848,1679,2965,,,,2161.0,SUV,5.0,7.0,,平开门,,,,,皮质,上下+前后,,,,,皮/织物混搭,,自动,,
sg27362,11059.0,大众,,大众,sg27362,ID.6 CROZZ,pcauto_m124903,ID.6 CROZZ 2024款 PURE版,2023,纯电动,一汽-大众,中大型SUV,20.59,20.59万,,,,,,,,,,,,,,纯电动,,,,,固定齿比,1.0,固定齿比,160.0,,,三年或10万公里(可选:六年或19万公里),永磁同步,132.0,310.0,,,,,,,三元锂电池,62.6,480.0,,八年或16万公里,快充:待定,,4891,1848,1679,2965,,,,2161.0,SUV,5.0,7.0,,平开门,,,,,皮质,上下+前后,,,,,皮/织物混搭,,自动,,
sg27362,4281.0,大众,,大众,sg27362,ID.6 CROZZ,pcauto_m124903,ID.6 CROZZ 2024款 PURE版,2024,纯电动,一汽-大众,中大型SUV,20.59,20.59万,,,,,,,,,,,,,,纯电动,,,,,固定齿比,1.0,固定齿比,160.0,,,三年或10万公里(可选:六年或19万公里),永磁同步,132.0,310.0,,,,,,,三元锂电池,62.6,480.0,,八年或16万公里,快充:待定,,4891,1848,1679,2965,,,,2161.0,SUV,5.0,7.0,,平开门,,,,,皮质,上下+前后,,,,,皮/织物混搭,,自动,,
sg27362,881.0,大众,,大众,sg27362,ID.6 CROZZ,pcauto_m124903,ID.6 CROZZ 2024款 PURE版,2025,纯电动,一汽-大众,中大型SUV,20.59,20.59万,,,,,,,,,,,,,,纯电动,,,,,固定齿比,1.0,固定齿比,160.0,,,三年或10万公里(可选:六年或19万公里),永磁同步,132.0,310.0,,,,,,,三元锂电池,62.6,480.0,,八年或16万公里,快充:待定,,4891,1848,1679,2965,,,,2161.0,SUV,5.0,7.0,,平开门,,,,,皮质,上下+前后,,,,,皮/织物混搭,,自动,,
sg27362,1.0,大众,,大众,sg27362,ID.6 CROZZ,pcauto_m124903,ID.6 CROZZ 2024款 PURE版,2026,纯电动,一汽-大众,中大型SUV,20.59,20.59万,,,,,,,,,,,,,,纯电动,,,,,固定齿比,1.0,固定齿比,160.0,,,三年或10万公里(可选:六年或19万公里),永磁同步,132.0,310.0,,,,,,,三元锂电池,62.6,480.0,,八年或16万公里,快充:待定,,4891,1848,1679,2965,,,,2161.0,SUV,5.0,7.0,,平开门,,,,,皮质,上下+前后,,,,,皮/织物混搭,,自动,,
sg27363,,起亚,13.0,起亚,4943,起亚EV6,90540,GT-Line,2023,纯电动,起亚(进口),紧凑型SUV,28.28,28.28万,28.28万,28.28万,,,,,,,,,,,,纯电动,,,,,电动车单速变速箱,1.0,固定齿比变速箱,185.0,7.3,,5年或10万公里,永磁/同步,168.0,350.0,,,168.0,350.0,,,,,671.0,,,,,4695,1890,1575,2900,,,160.0,1995.0,SUV,5.0,5.0,,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,,USB/Type-C,,46180,仿皮,前 / 后,自动,46180,纯电动
sg27393,47404.0,丰田,5.0,丰田,4840,皇冠陆放,252961,智能电混双擎 2.5L E-CVT两驱豪华版,2022,插电混动,一汽丰田,中型SUV,28.48,28.48万,23.22万,23.28万,2487.0,2.5,自然吸气,L,4.0,"VVT-iE,VVT-i",189.0,139.0,6000.0,236.0,4200,油电混合,92#,混合喷射,铝,国VI,E-CVT无级变速,,电子无级变速箱(E-CVT),180.0,,5.82,3年或10万公里,永磁/同步,134.0,270.0,134.0,270.0,,,181.0,,,,,,,,,5015,1930,1750,2850,1655.0,1660.0,,2010.0,SUV,5.0,7.0,520.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46180,仿皮,前 / 后,自动,46180,插电混动
sg27393,48241.0,丰田,5.0,丰田,4840,皇冠陆放,252961,智能电混双擎 2.5L E-CVT两驱豪华版,2023,插电混动,一汽丰田,中型SUV,28.48,28.48万,23.22万,23.28万,2487.0,2.5,自然吸气,L,4.0,"VVT-iE,VVT-i",189.0,139.0,6000.0,236.0,4200,油电混合,92#,混合喷射,铝,国VI,E-CVT无级变速,,电子无级变速箱(E-CVT),180.0,,5.82,3年或10万公里,永磁/同步,134.0,270.0,134.0,270.0,,,181.0,,,,,,,,,5015,1930,1750,2850,1655.0,1660.0,,2010.0,SUV,5.0,7.0,520.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46180,仿皮,前 / 后,自动,46180,插电混动
sg27393,52672.0,丰田,5.0,丰田,4840,皇冠陆放,252961,智能电混双擎 2.5L E-CVT两驱豪华版,2024,插电混动,一汽丰田,中型SUV,28.48,28.48万,23.22万,23.28万,2487.0,2.5,自然吸气,L,4.0,"VVT-iE,VVT-i",189.0,139.0,6000.0,236.0,4200,油电混合,92#,混合喷射,铝,国VI,E-CVT无级变速,,电子无级变速箱(E-CVT),180.0,,5.82,3年或10万公里,永磁/同步,134.0,270.0,134.0,270.0,,,181.0,,,,,,,,,5015,1930,1750,2850,1655.0,1660.0,,2010.0,SUV,5.0,7.0,520.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46180,仿皮,前 / 后,自动,46180,插电混动
sg27393,59902.0,丰田,5.0,丰田,4840,皇冠陆放,252961,智能电混双擎 2.5L E-CVT两驱豪华版,2025,插电混动,一汽丰田,中型SUV,28.48,28.48万,23.22万,23.28万,2487.0,2.5,自然吸气,L,4.0,"VVT-iE,VVT-i",189.0,139.0,6000.0,236.0,4200,油电混合,92#,混合喷射,铝,国VI,E-CVT无级变速,,电子无级变速箱(E-CVT),180.0,,5.82,3年或10万公里,永磁/同步,134.0,270.0,134.0,270.0,,,181.0,,,,,,,,,5015,1930,1750,2850,1655.0,1660.0,,2010.0,SUV,5.0,7.0,520.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46180,仿皮,前 / 后,自动,46180,插电混动
sg27393,20987.0,丰田,5.0,丰田,4840,皇冠陆放,252961,智能电混双擎 2.5L E-CVT两驱豪华版,2026,插电混动,一汽丰田,中型SUV,28.48,28.48万,23.22万,23.28万,2487.0,2.5,自然吸气,L,4.0,"VVT-iE,VVT-i",189.0,139.0,6000.0,236.0,4200,油电混合,92#,混合喷射,铝,国VI,E-CVT无级变速,,电子无级变速箱(E-CVT),180.0,,5.82,3年或10万公里,永磁/同步,134.0,270.0,134.0,270.0,,,181.0,,,,,,,,,5015,1930,1750,2850,1655.0,1660.0,,2010.0,SUV,5.0,7.0,520.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,46180,仿皮,前 / 后,自动,46180,插电混动
sg27402,589.0,飞凡汽车,401.0,飞凡汽车,4980,飞凡R7,249438,都市版,2025,纯电动,飞凡汽车,中大型SUV,17.99,17.99万,暂无报价,15.99万,,,,,,,,,,,,纯电动,,,,,电动车单速变速箱,1.0,固定齿比变速箱,200.0,8.4,,5年或12万公里,永磁/同步,150.0,350.0,,,150.0,350.0,,,,,500.0,,80,,,4910,1925,1655,2950,1620.0,1600.0,,2040.0,SUV,5.0,5.0,491.0,平开门,主 / 副,前 / 后,,主 / 副,,上下+前后,大屏,USB/Type-C,,12以上,仿皮,前 / 后,自动,12以上,纯电动
sg27403,11394.0,比亚迪,,比亚迪,sg27403,元Pro,pcauto_m120866,元Pro 2023款 320KM 豪华型,2023,纯电动,比亚迪,小型SUV,9.58,9.58万,,,,,,,,,,,,,,纯电动,,,,,固定齿比,1.0,固定齿比,,,,六年或15万公里,永磁同步,70.0,180.0,70.0,180.0,,,,,磷酸铁锂电池,38.0,320.0,,首任车主不限年限/不限里程(详情官网),快充:0.5小时/慢充:待定,80.0,4375,1785,1680,2535,,,,,SUV,5.0,5.0,,平开门,,,,,塑料,上下,,,,,仿皮,,自动,,
sg27421,71941.0,极氪,,极氪,sg27421,极氪001,pcauto_m137155,极氪001 2026款 95度四驱 Max版,2022,纯电动,极氪,中大型车,26.98,26.98万,,,,,,,,,,,,,,纯电动,,,,,固定齿比,1.0,固定齿比,280.0,3.08,,四年或10万公里,前感应异步 后永磁同步,680.0,913.0,310.0,378.0,,,,,磷酸铁锂电池,95.0,710.0,,首任车主不限年限/里程(责任免除条款以官方为准),快充:0.12小时/慢充:待定,10.0,4977,1999,1545,3005,,,,2470.0,掀背车,5.0,5.0,,平开门,,,,,真皮,上下+前后,,,,,真皮,,自动,,
sg27421,76246.0,极氪,,极氪,sg27421,极氪001,pcauto_m137155,极氪001 2026款 95度四驱 Max版,2023,纯电动,极氪,中大型车,26.98,26.98万,,,,,,,,,,,,,,纯电动,,,,,固定齿比,1.0,固定齿比,280.0,3.08,,四年或10万公里,前感应异步 后永磁同步,680.0,913.0,310.0,378.0,,,,,磷酸铁锂电池,95.0,710.0,,首任车主不限年限/里程(责任免除条款以官方为准),快充:0.12小时/慢充:待定,10.0,4977,1999,1545,3005,,,,2470.0,掀背车,5.0,5.0,,平开门,,,,,真皮,上下+前后,,,,,真皮,,自动,,
sg27421,99984.0,极氪,,极氪,sg27421,极氪001,pcauto_m137155,极氪001 2026款 95度四驱 Max版,2024,纯电动,极氪,中大型车,26.98,26.98万,,,,,,,,,,,,,,纯电动,,,,,固定齿比,1.0,固定齿比,280.0,3.08,,四年或10万公里,前感应异步 后永磁同步,680.0,913.0,310.0,378.0,,,,,磷酸铁锂电池,95.0,710.0,,首任车主不限年限/里程(责任免除条款以官方为准),快充:0.12小时/慢充:待定,10.0,4977,1999,1545,3005,,,,2470.0,掀背车,5.0,5.0,,平开门,,,,,真皮,上下+前后,,,,,真皮,,自动,,
sg27421,41580.0,极氪,,极氪,sg27421,极氪001,pcauto_m137155,极氪001 2026款 95度四驱 Max版,2025,纯电动,极氪,中大型车,26.98,26.98万,,,,,,,,,,,,,,纯电动,,,,,固定齿比,1.0,固定齿比,280.0,3.08,,四年或10万公里,前感应异步 后永磁同步,680.0,913.0,310.0,378.0,,,,,磷酸铁锂电池,95.0,710.0,,首任车主不限年限/里程(责任免除条款以官方为准),快充:0.12小时/慢充:待定,10.0,4977,1999,1545,3005,,,,2470.0,掀背车,5.0,5.0,,平开门,,,,,真皮,上下+前后,,,,,真皮,,自动,,
sg27421,15002.0,极氪,,极氪,sg27421,极氪001,pcauto_m137155,极氪001 2026款 95度四驱 Max版,2026,纯电动,极氪,中大型车,26.98,26.98万,,,,,,,,,,,,,,纯电动,,,,,固定齿比,1.0,固定齿比,280.0,3.08,,四年或10万公里,前感应异步 后永磁同步,680.0,913.0,310.0,378.0,,,,,磷酸铁锂电池,95.0,710.0,,首任车主不限年限/里程(责任免除条款以官方为准),快充:0.12小时/慢充:待定,10.0,4977,1999,1545,3005,,,,2470.0,掀背车,5.0,5.0,,平开门,,,,,真皮,上下+前后,,,,,真皮,,自动,,
sg27422,4498.0,小虎,429.0,小虎,5014,小虎FEV,73157,FOR-Two小乖虎 三元锂,2022,纯电动,宏瑞汽车,微型车,4.19,4.19万,暂无报价,4.19万,,,,,,,,,,,,纯电动,,,,,电动车单速变速箱,1.0,固定齿比变速箱,100.0,,,3年或6万公里,永磁/同步,30.0,90.0,,,30.0,90.0,,,,,170.0,,,,,2920,1499,1610,1980,1310.0,1310.0,150.0,680.0,两厢车,3.0,2.0,,平开门,主 / 副,前 / 后,,主 / 副,,,,USB/Type-C,,46056,仿皮,前 / 后,手动,46056,纯电动
sg27422,979.0,小虎,429.0,小虎,5014,小虎FEV,73157,FOR-Two小乖虎 三元锂,2023,纯电动,宏瑞汽车,微型车,4.19,4.19万,暂无报价,4.19万,,,,,,,,,,,,纯电动,,,,,电动车单速变速箱,1.0,固定齿比变速箱,100.0,,,3年或6万公里,永磁/同步,30.0,90.0,,,30.0,90.0,,,,,170.0,,,,,2920,1499,1610,1980,1310.0,1310.0,150.0,680.0,两厢车,3.0,2.0,,平开门,主 / 副,前 / 后,,主 / 副,,,,USB/Type-C,,46056,仿皮,前 / 后,手动,46056,纯电动
sg27422,493.0,小虎,429.0,小虎,5014,小虎FEV,73157,FOR-Two小乖虎 三元锂,2024,纯电动,宏瑞汽车,微型车,4.19,4.19万,暂无报价,4.19万,,,,,,,,,,,,纯电动,,,,,电动车单速变速箱,1.0,固定齿比变速箱,100.0,,,3年或6万公里,永磁/同步,30.0,90.0,,,30.0,90.0,,,,,170.0,,,,,2920,1499,1610,1980,1310.0,1310.0,150.0,680.0,两厢车,3.0,2.0,,平开门,主 / 副,前 / 后,,主 / 副,,,,USB/Type-C,,46056,仿皮,前 / 后,手动,46056,纯电动
